Time,Potential,ADJ,MIN,MAX,AVG,AXIS 1,AXIS 2,AREA,AVG AREA,DURATION,AVG RPU
4615,-2.614,-5.131235286,,,-2.517235286,,,,,,
4615.2,-2.614,-5.131235286,,,-2.517235286,,,,,,
4615.4,-2.614,-5.131235286,,,-2.517235286,,,,,,
4615.6,-2.614,-5.131235286,,,-2.517235286,,,,,,
4615.8,-2.614,-5.131235286,,,-2.517235286,,,,,,
4616,-2.61,-5.127235286,,,-2.517235286,,,,,,
4616.2,-2.614,-5.131235286,,,-2.517235286,,,,,,
4616.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4616.6,-2.614,-5.131235286,,,-2.517235286,,,,,,
4616.8,-2.614,-5.131235286,,,-2.517235286,,,,,,
4617,-2.614,-5.131235286,,,-2.517235286,,,,,,
4617.2,-2.614,-5.131235286,,,-2.517235286,,,,,,
4617.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4617.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4617.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4618,-2.61,-5.127235286,,,-2.517235286,,,,,,
4618.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4618.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4618.6,-2.614,-5.131235286,,,-2.517235286,,,,,,
4618.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4619,-2.61,-5.127235286,,,-2.517235286,,,,,,
4619.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4619.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4619.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4619.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4620,-2.61,-5.127235286,,,-2.517235286,,,,,,
4620.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4620.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4620.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4620.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4621,-2.61,-5.127235286,,,-2.517235286,,,,,,
4621.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4621.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4621.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4621.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4622,-2.61,-5.127235286,,,-2.517235286,,,,,,
4622.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4622.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4622.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4622.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4623,-2.61,-5.127235286,,,-2.517235286,,,,,,
4623.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4623.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4623.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4623.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4624,-2.61,-5.127235286,,,-2.517235286,,,,,,
4624.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4624.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4624.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4624.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4625,-2.605,-5.122235286,,,-2.517235286,,,,,,
4625.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4625.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4625.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4625.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4626,-2.605,-5.122235286,,,-2.517235286,,,,,,
4626.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4626.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4626.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4626.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4627,-2.605,-5.122235286,,,-2.517235286,,,,,,
4627.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4627.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4627.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4627.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4628,-2.61,-5.127235286,,,-2.517235286,,,,,,
4628.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4628.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4628.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4628.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4629,-2.605,-5.122235286,,,-2.517235286,,,,,,
4629.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4629.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4629.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4629.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4630,-2.605,-5.122235286,,,-2.517235286,,,,,,
4630.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4630.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4630.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4630.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4631,-2.605,-5.122235286,,,-2.517235286,,,,,,
4631.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4631.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4631.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4631.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4632,-2.6,-5.117235286,,,-2.517235286,,,,,,
4632.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4632.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4632.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4632.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4633,-2.605,-5.122235286,,,-2.517235286,,,,,,
4633.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4633.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4633.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4633.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4634,-2.61,-5.127235286,,,-2.517235286,,,,,,
4634.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4634.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4634.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4634.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4635,-2.6,-5.117235286,,,-2.517235286,,,,,,
4635.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4635.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4635.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4635.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4636,-2.605,-5.122235286,,,-2.517235286,,,,,,
4636.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4636.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4636.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4636.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4637,-2.605,-5.122235286,,,-2.517235286,,,,,,
4637.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4637.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4637.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4637.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4638,-2.605,-5.122235286,,,-2.517235286,,,,,,
4638.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4638.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4638.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4638.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4639,-2.605,-5.122235286,,,-2.517235286,,,,,,
4639.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4639.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4639.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4639.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4640,-2.6,-5.117235286,,,-2.517235286,,,,,,
4640.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4640.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4640.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4640.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4641,-2.605,-5.122235286,,,-2.517235286,,,,,,
4641.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4641.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4641.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4641.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4642,-2.605,-5.122235286,,,-2.517235286,,,,,,
4642.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4642.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4642.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4642.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4643,-2.605,-5.122235286,,,-2.517235286,,,,,,
4643.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4643.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4643.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4643.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4644,-2.605,-5.122235286,,,-2.517235286,,,,,,
4644.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4644.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4644.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4644.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4645,-2.605,-5.122235286,,,-2.517235286,,,,,,
4645.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4645.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4645.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4645.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4646,-2.605,-5.122235286,,,-2.517235286,,,,,,
4646.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4646.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4646.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4646.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4647,-2.605,-5.122235286,,,-2.517235286,,,,,,
4647.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4647.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4647.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4647.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4648,-2.605,-5.122235286,,,-2.517235286,,,,,,
4648.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4648.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4648.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4648.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4649,-2.605,-5.122235286,,,-2.517235286,,,,,,
4649.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4649.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4649.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4649.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4650,-2.605,-5.122235286,,,-2.517235286,,,,,,
4650.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4650.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4650.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4650.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4651,-2.605,-5.122235286,,,-2.517235286,,,,,,
4651.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4651.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4651.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4651.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4652,-2.605,-5.122235286,,,-2.517235286,,,,,,
4652.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4652.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4652.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4652.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4653,-2.605,-5.122235286,,,-2.517235286,,,,,,
4653.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4653.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4653.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4653.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4654,-2.605,-5.122235286,,,-2.517235286,,,,,,
4654.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4654.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4654.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4654.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4655,-2.61,-5.127235286,,,-2.517235286,,,,,,
4655.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4655.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4655.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4655.8,-2.61,-5.127235286,,,-2.517235286,,,,,,
4656,-2.61,-5.127235286,,,-2.517235286,,,,,,
4656.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4656.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4656.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4656.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4657,-2.61,-5.127235286,,,-2.517235286,,,,,,
4657.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4657.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4657.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4657.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4658,-2.61,-5.127235286,,,-2.517235286,,,,,,
4658.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4658.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4658.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4658.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4659,-2.605,-5.122235286,,,-2.517235286,,,,,,
4659.2,-2.61,-5.127235286,,,-2.517235286,,,,,,
4659.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4659.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4659.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4660,-2.605,-5.122235286,,,-2.517235286,,,,,,
4660.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4660.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4660.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4660.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4661,-2.605,-5.122235286,,,-2.517235286,,,,,,
4661.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4661.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4661.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4661.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4662,-2.6,-5.117235286,,,-2.517235286,,,,,,
4662.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4662.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4662.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4662.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4663,-2.605,-5.122235286,,,-2.517235286,,,,,,
4663.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4663.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4663.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4663.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4664,-2.605,-5.122235286,,,-2.517235286,,,,,,
4664.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4664.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4664.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4664.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4665,-2.61,-5.127235286,,,-2.517235286,,,,,,
4665.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4665.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4665.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4665.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4666,-2.605,-5.122235286,,,-2.517235286,,,,,,
4666.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4666.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4666.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4666.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4667,-2.605,-5.122235286,,,-2.517235286,,,,,,
4667.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4667.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4667.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4667.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4668,-2.6,-5.117235286,,,-2.517235286,,,,,,
4668.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4668.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4668.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4668.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4669,-2.605,-5.122235286,,,-2.517235286,,,,,,
4669.2,-2.614,-5.131235286,,,-2.517235286,,,,,,
4669.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4669.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4669.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4670,-2.605,-5.122235286,,,-2.517235286,,,,,,
4670.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4670.4,-2.61,-5.127235286,,,-2.517235286,,,,,,
4670.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4670.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4671,-2.6,-5.117235286,,,-2.517235286,,,,,,
4671.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4671.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4671.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4671.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4672,-2.605,-5.122235286,,,-2.517235286,,,,,,
4672.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4672.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4672.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4672.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4673,-2.605,-5.122235286,,,-2.517235286,,,,,,
4673.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4673.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4673.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4673.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4674,-2.605,-5.122235286,,,-2.517235286,,,,,,
4674.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4674.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4674.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4674.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4675,-2.605,-5.122235286,,,-2.517235286,,,,,,
4675.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4675.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4675.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4675.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4676,-2.6,-5.117235286,,,-2.517235286,,,,,,
4676.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4676.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4676.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4676.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4677,-2.6,-5.117235286,,,-2.517235286,,,,,,
4677.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4677.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4677.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4677.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4678,-2.605,-5.122235286,,,-2.517235286,,,,,,
4678.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4678.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4678.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4678.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4679,-2.605,-5.122235286,,,-2.517235286,,,,,,
4679.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4679.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4679.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4679.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4680,-2.6,-5.117235286,,,-2.517235286,,,,,,
4680.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4680.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4680.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4680.8,-2.595,-5.112235286,,,-2.517235286,,,,,,
4681,-2.6,-5.117235286,,,-2.517235286,,,,,,
4681.2,-2.595,-5.112235286,,,-2.517235286,,,,,,
4681.4,-2.595,-5.112235286,,,-2.517235286,,,,,,
4681.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4681.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4682,-2.595,-5.112235286,,,-2.517235286,,,,,,
4682.2,-2.595,-5.112235286,,,-2.517235286,,,,,,
4682.4,-2.595,-5.112235286,,,-2.517235286,,,,,,
4682.6,-2.595,-5.112235286,,,-2.517235286,,,,,,
4682.8,-2.595,-5.112235286,,,-2.517235286,,,,,,
4683,-2.59,-5.107235286,,,-2.517235286,,,,,,
4683.2,-2.595,-5.112235286,,,-2.517235286,,,,,,
4683.4,-2.595,-5.112235286,,,-2.517235286,,,,,,
4683.6,-2.59,-5.107235286,,,-2.517235286,,,,,,
4683.8,-2.59,-5.107235286,,,-2.517235286,,,,,,
4684,-2.595,-5.112235286,,,-2.517235286,,,,,,
4684.2,-2.59,-5.107235286,,,-2.517235286,,,,,,
4684.4,-2.59,-5.107235286,,,-2.517235286,,,,,,
4684.6,-2.59,-5.107235286,,,-2.517235286,,,,,,
4684.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4685,-2.59,-5.107235286,,,-2.517235286,,,,,,
4685.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4685.4,-2.59,-5.107235286,,,-2.517235286,,,,,,
4685.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4685.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4686,-2.585,-5.102235286,,,-2.517235286,,,,,,
4686.2,-2.59,-5.107235286,,,-2.517235286,,,,,,
4686.4,-2.59,-5.107235286,,,-2.517235286,,,,,,
4686.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4686.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4687,-2.585,-5.102235286,,,-2.517235286,,,,,,
4687.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4687.4,-2.585,-5.102235286,,,-2.517235286,,,,,,
4687.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4687.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4688,-2.585,-5.102235286,,,-2.517235286,,,,,,
4688.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4688.4,-2.585,-5.102235286,,,-2.517235286,,,,,,
4688.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4688.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4689,-2.585,-5.102235286,,,-2.517235286,,,,,,
4689.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4689.4,-2.585,-5.102235286,,,-2.517235286,,,,,,
4689.6,-2.59,-5.107235286,,,-2.517235286,,,,,,
4689.8,-2.59,-5.107235286,,,-2.517235286,,,,,,
4690,-2.585,-5.102235286,,,-2.517235286,,,,,,
4690.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4690.4,-2.585,-5.102235286,,,-2.517235286,,,,,,
4690.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4690.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4691,-2.585,-5.102235286,,,-2.517235286,,,,,,
4691.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4691.4,-2.59,-5.107235286,,,-2.517235286,,,,,,
4691.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4691.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4692,-2.585,-5.102235286,,,-2.517235286,,,,,,
4692.2,-2.581,-5.098235286,,,-2.517235286,,,,,,
4692.4,-2.585,-5.102235286,,,-2.517235286,,,,,,
4692.6,-2.585,-5.102235286,,,-2.517235286,,,,,,
4692.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4693,-2.59,-5.107235286,,,-2.517235286,,,,,,
4693.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4693.4,-2.59,-5.107235286,,,-2.517235286,,,,,,
4693.6,-2.59,-5.107235286,,,-2.517235286,,,,,,
4693.8,-2.585,-5.102235286,,,-2.517235286,,,,,,
4694,-2.59,-5.107235286,,,-2.517235286,,,,,,
4694.2,-2.585,-5.102235286,,,-2.517235286,,,,,,
4694.4,-2.59,-5.107235286,,,-2.517235286,,,,,,
4694.6,-2.595,-5.112235286,,,-2.517235286,,,,,,
4694.8,-2.595,-5.112235286,,,-2.517235286,,,,,,
4695,-2.59,-5.107235286,,,-2.517235286,,,,,,
4695.2,-2.59,-5.107235286,,,-2.517235286,,,,,,
4695.4,-2.595,-5.112235286,,,-2.517235286,,,,,,
4695.6,-2.595,-5.112235286,,,-2.517235286,,,,,,
4695.8,-2.595,-5.112235286,,,-2.517235286,,,,,,
4696,-2.595,-5.112235286,,,-2.517235286,,,,,,
4696.2,-2.595,-5.112235286,,,-2.517235286,,,,,,
4696.4,-2.595,-5.112235286,,,-2.517235286,,,,,,
4696.6,-2.595,-5.112235286,,,-2.517235286,,,,,,
4696.8,-2.595,-5.112235286,,,-2.517235286,,,,,,
4697,-2.595,-5.112235286,,,-2.517235286,,,,,,
4697.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4697.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4697.6,-2.595,-5.112235286,,,-2.517235286,,,,,,
4697.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4698,-2.6,-5.117235286,,,-2.517235286,,,,,,
4698.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4698.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4698.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4698.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4699,-2.6,-5.117235286,,,-2.517235286,,,,,,
4699.2,-2.6,-5.117235286,,,-2.517235286,,,,,,
4699.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4699.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4699.8,-2.6,-5.117235286,,,-2.517235286,,,,,,
4700,-2.6,-5.117235286,,,-2.517235286,,,,,,
4700.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4700.4,-2.6,-5.117235286,,,-2.517235286,,,,,,
4700.6,-2.6,-5.117235286,,,-2.517235286,,,,,,
4700.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4701,-2.6,-5.117235286,,,-2.517235286,,,,,,
4701.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4701.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4701.6,-2.605,-5.122235286,,,-2.517235286,,,,,,
4701.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4702,-2.605,-5.122235286,,,-2.517235286,,,,,,
4702.2,-2.605,-5.122235286,,,-2.517235286,,,,,,
4702.4,-2.605,-5.122235286,,,-2.517235286,,,,,,
4702.6,-2.61,-5.127235286,,,-2.517235286,,,,,,
4702.8,-2.605,-5.122235286,,,-2.517235286,,,,,,
4703,-2.61,-5.127235286,,,-2.517235286,,,,,,
