"Time","Potential"
11623.6,-0.103
11623.8,-0.117
11624.0,-0.127
11624.2,-0.142
11624.4,-0.146
11624.6,-0.161
11624.8,-0.166
11625.0,-0.175
11625.2,-0.175
11625.4,-0.180
11625.6,-0.180
11625.8,-0.180
11626.0,-0.180
11626.2,-0.180
11626.4,-0.180
11626.6,-0.180
11626.8,-0.180
11627.0,-0.180
11627.2,-0.180
11627.4,-0.180
11627.6,-0.180
11627.8,-0.175
11628.0,-0.175
11628.2,-0.180
11628.4,-0.180
11628.6,-0.175
11628.8,-0.180
11629.0,-0.175
11629.2,-0.180
11629.4,-0.180
11629.6,-0.180
11629.8,-0.185
11630.0,-0.185
11630.2,-0.185
11630.4,-0.190
11630.6,-0.190
11630.8,-0.190
11631.0,-0.190
11631.2,-0.190
11631.4,-0.190
11631.6,-0.190
11631.8,-0.190
11632.0,-0.185
11632.2,-0.180
11632.4,-0.180
11632.6,-0.166
11632.8,-0.166
11633.0,-0.166
11633.2,-0.161
11633.4,-0.156
11633.6,-0.156
11633.8,-0.156
11634.0,-0.146
11634.2,-0.151
11634.4,-0.151
11634.6,-0.146
11634.8,-0.151
11635.0,-0.151
11635.2,-0.146
11635.4,-0.146
11635.6,-0.151
11635.8,-0.146
11636.0,-0.151
11636.2,-0.151
11636.4,-0.151
11636.6,-0.151
11636.8,-0.151
11637.0,-0.151
11637.2,-0.151
11637.4,-0.156
11637.6,-0.161
11637.8,-0.180
11638.0,-0.204
11638.2,-0.253
11638.4,-0.277
11638.6,-0.296
11638.8,-0.296
11639.0,-0.301
11639.2,-0.306
11639.4,-0.296
11639.6,-0.296
11639.8,-0.277
11640.0,-0.258
11640.2,-0.243
11640.4,-0.229
11640.6,-0.214
11640.8,-0.200
11641.0,-0.190
11641.2,-0.180
11641.4,-0.166
11641.6,-0.166
11641.8,-0.166
11642.0,-0.166
11642.2,-0.161
11642.4,-0.161
11642.6,-0.127
11642.8,-0.117
11643.0,-0.093
11643.2,-0.079
11643.4,-0.060
11643.6,-0.036
11643.8,0.003
11644.0,0.013
11644.2,0.027
11644.4,0.061
11644.6,0.056
11644.8,0.070
11645.0,0.070
11645.2,0.085
11645.4,0.080
11645.6,0.085
11645.8,0.095
11646.0,0.095
11646.2,0.099
11646.4,0.104
11646.6,0.109
11646.8,0.104
11647.0,0.109
11647.2,0.119
11647.4,0.124
11647.6,0.119
11647.8,0.114
11648.0,0.124
11648.2,0.119
11648.4,0.119
11648.6,0.124
11648.8,0.128
11649.0,0.133
11649.2,0.148
11649.4,0.157
11649.6,0.157
11649.8,0.153
11650.0,0.157
11650.2,0.162
11650.4,0.167
11650.6,0.172
11650.8,0.182
11651.0,0.186
11651.2,0.191
11651.4,0.196
11651.6,0.201
11651.8,0.201
11652.0,0.201
11652.2,0.206
11652.4,0.206
11652.6,0.206
11652.8,0.206
11653.0,0.210
11653.2,0.206
11653.4,0.206
11653.6,0.206
11653.8,0.206
11654.0,0.206
11654.2,0.206
11654.4,0.206
11654.6,0.201
11654.8,0.206
11655.0,0.201
11655.2,0.201
11655.4,0.206
11655.6,0.201
11655.8,0.201
11656.0,0.206
11656.2,0.206
11656.4,0.206
11656.6,0.201
11656.8,0.206
11657.0,0.201
11657.2,0.206
11657.4,0.201
11657.6,0.201
11657.8,0.201
11658.0,0.206
11658.2,0.206
11658.4,0.206
11658.6,0.206
11658.8,0.206
11659.0,0.206
11659.2,0.210
11659.4,0.206
11659.6,0.210
11659.8,0.210
11660.0,0.210
11660.2,0.220
11660.4,0.215
11660.6,0.215
11660.8,0.220
11661.0,0.220
11661.2,0.220
11661.4,0.225
11661.6,0.220
11661.8,0.220
11662.0,0.225
11662.2,0.225
11662.4,0.220
11662.6,0.263
11662.8,0.321
11663.0,0.360
11663.2,0.403
11663.4,0.432
11663.6,0.456
11663.8,0.476
11664.0,0.495
11664.2,0.504
11664.4,0.514
11664.6,0.519
11664.8,0.529
11665.0,0.529
11665.2,0.533
11665.4,0.543
11665.6,0.548
11665.8,0.548
11666.0,0.558
11666.2,0.567
11666.4,0.567
11666.6,0.572
11666.8,0.582
11667.0,0.587
11667.2,0.591
11667.4,0.596
11667.6,0.601
11667.8,0.606
11668.0,0.611
11668.2,0.611
11668.4,0.616
11668.6,0.620
11668.8,0.620
11669.0,0.625
11669.2,0.630
11669.4,0.630
11669.6,0.630
11669.8,0.630
11670.0,0.635
11670.2,0.645
11670.4,0.654
11670.6,0.659
11670.8,0.649
11671.0,0.674
11671.2,0.674
11671.4,0.669
11671.6,0.678
11671.8,0.678
11672.0,0.683
11672.2,0.683
11672.4,0.678
11672.6,0.674
11672.8,0.678
11673.0,0.669
11673.2,0.654
11673.4,0.654
11673.6,0.645
11673.8,0.635
11674.0,0.630
11674.2,0.625
11674.4,0.606
11674.6,0.606
11674.8,0.591
11675.0,0.582
11675.2,0.567
11675.4,0.548
11675.6,0.533
11675.8,0.524
11676.0,0.504
11676.2,0.500
11676.4,0.480
11676.6,0.476
11676.8,0.456
11677.0,0.447
11677.2,0.437
11677.4,0.432
11677.6,0.423
11677.8,0.413
11678.0,0.403
11678.2,0.403
11678.4,0.399
11678.6,0.389
11678.8,0.389
11679.0,0.389
11679.2,0.384
11679.4,0.379
11679.6,0.379
11679.8,0.374
11680.0,0.370
11680.2,0.365
11680.4,0.360
11680.6,0.341
11680.8,0.316
11681.0,0.297
11681.2,0.297
11681.4,0.283
11681.6,0.273
11681.8,0.278
11682.0,0.263
11682.2,0.263
11682.4,0.249
11682.6,0.244
11682.8,0.239
11683.0,0.230
11683.2,0.234
11683.4,0.215
11683.6,0.210
11683.8,0.210
11684.0,0.206
11684.2,0.201
11684.4,0.201
11684.6,0.196
11684.8,0.186
11685.0,0.186
11685.2,0.182
11685.4,0.177
11685.6,0.177
11685.8,0.172
11686.0,0.172
11686.2,0.172
11686.4,0.167
11686.6,0.167
11686.8,0.167
11687.0,0.162
11687.2,0.162
11687.4,0.157
11687.6,0.157
11687.8,0.157
11688.0,0.153
11688.2,0.148
11688.4,0.143
11688.6,0.143
11688.8,0.143
11689.0,0.143
11689.2,0.143
11689.4,0.143
11689.6,0.133
11689.8,0.133
11690.0,0.138
11690.2,0.128
11690.4,0.128
11690.6,0.128
11690.8,0.128
11691.0,0.128
11691.2,0.128
11691.4,0.128
11691.6,0.128
11691.8,0.128
11692.0,0.124
11692.2,0.124
11692.4,0.124
11692.6,0.124
11692.8,0.124
11693.0,0.124
11693.2,0.124
11693.4,0.124
11693.6,0.124
11693.8,0.124
11694.0,0.119
11694.2,0.124
11694.4,0.124
11694.6,0.119
11694.8,0.124
11695.0,0.124
11695.2,0.124
11695.4,0.124
11695.6,0.124
11695.8,0.124
11696.0,0.124
11696.2,0.119
11696.4,0.124
11696.6,0.124
11696.8,0.124
11697.0,0.124
11697.2,0.124
11697.4,0.124
11697.6,0.119
11697.8,0.119
11698.0,0.124
11698.2,0.124
11698.4,0.124
11698.6,0.124
11698.8,0.124
11699.0,0.124
11699.2,0.124
11699.4,0.124
11699.6,0.128
11699.8,0.128
11700.0,0.128
11700.2,0.128
11700.4,0.128
11700.6,0.124
11700.8,0.128
11701.0,0.124
11701.2,0.128
11701.4,0.128
11701.6,0.128
11701.8,0.128
11702.0,0.128
11702.2,0.124
11702.4,0.128
11702.6,0.128
11702.8,0.128
11703.0,0.128
11703.2,0.128
11703.4,0.124
11703.6,0.128
11703.8,0.128
11704.0,0.128
11704.2,0.128
11704.4,0.124
11704.6,0.128
11704.8,0.124
11705.0,0.128
11705.2,0.124
11705.4,0.124
11705.6,0.124
11705.8,0.124
11706.0,0.128
11706.2,0.128
11706.4,0.124
11706.6,0.124
11706.8,0.124
11707.0,0.124
11707.2,0.119
11707.4,0.128
11707.6,0.124
11707.8,0.124
11708.0,0.124
11708.2,0.119
11708.4,0.124
11708.6,0.124
11708.8,0.119
11709.0,0.124
11709.2,0.114
11709.4,0.124
11709.6,0.119
11709.8,0.109
11710.0,0.109
11710.2,0.109
11710.4,0.109
11710.6,0.109
11710.8,0.109
11711.0,0.114
11711.2,0.109
11711.4,0.109
11711.6,0.109
11711.8,0.109
11712.0,0.104
11712.2,0.104
11712.4,0.099
11712.6,0.099
11712.8,0.099
11713.0,0.099
11713.2,0.095
11713.4,0.095
11713.6,0.085
11713.8,0.085
11714.0,0.090
11714.2,0.080
11714.4,0.080
11714.6,0.070
11714.8,0.066
11715.0,0.056
11715.2,0.056
11715.4,0.056
11715.6,0.046
11715.8,0.042
11716.0,0.032
11716.2,0.032
11716.4,0.032
11716.6,0.022
11716.8,0.013
11717.0,0.003
11717.2,0.003
11717.4,-0.002
11717.6,-0.012
11717.8,-0.012
11718.0,-0.021
11718.2,-0.026
11718.4,-0.031
11718.6,-0.036
11718.8,-0.040
11719.0,-0.045
11719.2,-0.050
11719.4,-0.055
11719.6,-0.064
11719.8,-0.069
11720.0,-0.074
11720.2,-0.084
11720.4,-0.084
11720.6,-0.084
11720.8,-0.089
11721.0,-0.098
11721.2,-0.098
11721.4,-0.103
11721.6,-0.108
11721.8,-0.113
11722.0,-0.117
11722.2,-0.122
11722.4,-0.127
11722.6,-0.132
11722.8,-0.132
11723.0,-0.137
11723.2,-0.142
11723.4,-0.146
11723.6,-0.146
11723.8,-0.146
11724.0,-0.151
11724.2,-0.151
11724.4,-0.156
11724.6,-0.161
11724.8,-0.161
11725.0,-0.161
11725.2,-0.166
11725.4,-0.166
11725.6,-0.166
11725.8,-0.166
11726.0,-0.171
11726.2,-0.171
11726.4,-0.171
11726.6,-0.171
11726.8,-0.175
11727.0,-0.175
11727.2,-0.175
11727.4,-0.180
11727.6,-0.180
11727.8,-0.180
11728.0,-0.180
11728.2,-0.180
11728.4,-0.180
11728.6,-0.180
11728.8,-0.180
11729.0,-0.180
11729.2,-0.180
11729.4,-0.180
11729.6,-0.185
11729.8,-0.180
11730.0,-0.180
11730.2,-0.180
11730.4,-0.180
11730.6,-0.175
11730.8,-0.175
11731.0,-0.180
11731.2,-0.180
11731.4,-0.175
11731.6,-0.175
11731.8,-0.180
11732.0,-0.175
11732.2,-0.180
11732.4,-0.180
11732.6,-0.175
11732.8,-0.175
11733.0,-0.175
11733.2,-0.180
11733.4,-0.175
11733.6,-0.180
11733.8,-0.175
11734.0,-0.180
11734.2,-0.175
11734.4,-0.175
11734.6,-0.175
11734.8,-0.175
11735.0,-0.175
11735.2,-0.175
11735.4,-0.175
11735.6,-0.175
11735.8,-0.175
11736.0,-0.175
11736.2,-0.175
11736.4,-0.175
11736.6,-0.175
11736.8,-0.175
11737.0,-0.175
11737.2,-0.175
11737.4,-0.175
11737.6,-0.175
11737.8,-0.175
11738.0,-0.180
11738.2,-0.180
11738.4,-0.175
11738.6,-0.175
11738.8,-0.180
11739.0,-0.180
11739.2,-0.180
11739.4,-0.180
11739.6,-0.180
11739.8,-0.180
11740.0,-0.180
11740.2,-0.180
11740.4,-0.185
11740.6,-0.185
11740.8,-0.185
11741.0,-0.185
11741.2,-0.185
11741.4,-0.190
11741.6,-0.185
11741.8,-0.185
11742.0,-0.190
11742.2,-0.185
11742.4,-0.190
11742.6,-0.190
11742.8,-0.190
11743.0,-0.190
11743.2,-0.190
11743.4,-0.195
11743.6,-0.190
11743.8,-0.190
11744.0,-0.190
11744.2,-0.190
11744.4,-0.190
11744.6,-0.190
11744.8,-0.190
11745.0,-0.190
11745.2,-0.190
11745.4,-0.190
11745.6,-0.190
11745.8,-0.190
11746.0,-0.190
11746.2,-0.185
11746.4,-0.185
11746.6,-0.185
11746.8,-0.185
11747.0,-0.185
11747.2,-0.185
11747.4,-0.185
11747.6,-0.185
11747.8,-0.185
11748.0,-0.185
11748.2,-0.180
11748.4,-0.180
11748.6,-0.180
11748.8,-0.180
11749.0,-0.180
11749.2,-0.180
11749.4,-0.180
11749.6,-0.180
11749.8,-0.175
11750.0,-0.171
11750.2,-0.175
11750.4,-0.175
11750.6,-0.171
11750.8,-0.175
11751.0,-0.166
11751.2,-0.171
11751.4,-0.166
11751.6,-0.166
11751.8,-0.166
11752.0,-0.166
11752.2,-0.166
11752.4,-0.166
11752.6,-0.161
11752.8,-0.156
11753.0,-0.161
11753.2,-0.161
11753.4,-0.161
11753.6,-0.156
11753.8,-0.156
11754.0,-0.156
11754.2,-0.161
11754.4,-0.151
11754.6,-0.151
11754.8,-0.151
11755.0,-0.151
11755.2,-0.151
11755.4,-0.151
11755.6,-0.146
11755.8,-0.146
11756.0,-0.151
11756.2,-0.151
11756.4,-0.151
11756.6,-0.151
11756.8,-0.146
11757.0,-0.151
11757.2,-0.151
11757.4,-0.146
11757.6,-0.151
11757.8,-0.146
11758.0,-0.151
11758.2,-0.146
11758.4,-0.151
11758.6,-0.146
11758.8,-0.146
11759.0,-0.151
11759.2,-0.151
11759.4,-0.151
11759.6,-0.146
11759.8,-0.151
11760.0,-0.146
11760.2,-0.146
11760.4,-0.151
11760.6,-0.146
11760.8,-0.151
11761.0,-0.151
11761.2,-0.146
11761.4,-0.146
11761.6,-0.146
11761.8,-0.146
11762.0,-0.146
11762.2,-0.146
11762.4,-0.146
11762.6,-0.151
11762.8,-0.146
11763.0,-0.146
11763.2,-0.146
11763.4,-0.151
11763.6,-0.151
11763.8,-0.151
11764.0,-0.146
11764.2,-0.151
11764.4,-0.151
11764.6,-0.156
11764.8,-0.151
11765.0,-0.156
11765.2,-0.156
11765.4,-0.166
11765.6,-0.185
11765.8,-0.229
11766.0,-0.224
11766.2,-0.262
11766.4,-0.282
11766.6,-0.296
11766.8,-0.306
11767.0,-0.301
11767.2,-0.306
11767.4,-0.310
11767.6,-0.306
11767.8,-0.296
11768.0,-0.282
11768.2,-0.291
11768.4,-0.272
11768.6,-0.253
11768.8,-0.243
11769.0,-0.229
11769.2,-0.214
11769.4,-0.200
11769.6,-0.200
11769.8,-0.185
11770.0,-0.180
11770.2,-0.175
11770.4,-0.166
11770.6,-0.166
11770.8,-0.166
11771.0,-0.161
11771.2,-0.156
11771.4,-0.151
11771.6,-0.122
11771.8,-0.113
11772.0,-0.093
11772.2,-0.055
11772.4,-0.026
11772.6,-0.021
11772.8,0.003
11773.0,0.013
11773.2,0.042
11773.4,0.056
11773.6,0.070
11773.8,0.070
11774.0,0.070
11774.2,0.085
11774.4,0.085
11774.6,0.099
11774.8,0.104
11775.0,0.104
11775.2,0.109
11775.4,0.109
11775.6,0.114
11775.8,0.119
11776.0,0.119
11776.2,0.119
11776.4,0.124
11776.6,0.114
11776.8,0.124
11777.0,0.124
11777.2,0.119
11777.4,0.119
11777.6,0.119
11777.8,0.133
11778.0,0.128
11778.2,0.133
11778.4,0.148
11778.6,0.153
11778.8,0.157
11779.0,0.157
11779.2,0.162
11779.4,0.162
11779.6,0.167
11779.8,0.172
11780.0,0.172
11780.2,0.177
11780.4,0.186
11780.6,0.186
11780.8,0.196
11781.0,0.201
11781.2,0.196
11781.4,0.201
11781.6,0.206
11781.8,0.206
11782.0,0.206
11782.2,0.210
11782.4,0.206
11782.6,0.210
11782.8,0.215
11783.0,0.210
11783.2,0.210
11783.4,0.210
11783.6,0.210
11783.8,0.206
11784.0,0.206
11784.2,0.210
11784.4,0.206
11784.6,0.206
11784.8,0.206
11785.0,0.206
11785.2,0.201
11785.4,0.206
11785.6,0.201
11785.8,0.206
11786.0,0.201
11786.2,0.206
11786.4,0.206
11786.6,0.201
11786.8,0.201
11787.0,0.206
11787.2,0.206
11787.4,0.201
11787.6,0.206
11787.8,0.201
11788.0,0.201
11788.2,0.206
11788.4,0.201
11788.6,0.206
11788.8,0.206
11789.0,0.206
11789.2,0.206
11789.4,0.206
11789.6,0.206
11789.8,0.210
11790.0,0.210
11790.2,0.210
11790.4,0.215
11790.6,0.215
11790.8,0.220
11791.0,0.220
11791.2,0.220
11791.4,0.220
11791.6,0.220
11791.8,0.225
11792.0,0.220
11792.2,0.225
11792.4,0.225
11792.6,0.225
11792.8,0.225
11793.0,0.225
11793.2,0.225
11793.4,0.225
11793.6,0.225
11793.8,0.263
11794.0,0.297
11794.2,0.312
11794.4,0.331
11794.6,0.350
11794.8,0.370
11795.0,0.403
11795.2,0.418
11795.4,0.442
11795.6,0.452
11795.8,0.456
11796.0,0.471
11796.2,0.480
11796.4,0.490
11796.6,0.495
11796.8,0.495
11797.0,0.500
11797.2,0.500
11797.4,0.504
11797.6,0.509
11797.8,0.514
11798.0,0.514
11798.2,0.519
11798.4,0.514
11798.6,0.524
11798.8,0.524
11799.0,0.533
11799.2,0.529
11799.4,0.529
11799.6,0.529
11799.8,0.533
11800.0,0.533
11800.2,0.533
11800.4,0.538
11800.6,0.533
11800.8,0.538
11801.0,0.538
11801.2,0.538
11801.4,0.538
11801.6,0.543
11801.8,0.533
11802.0,0.543
11802.2,0.543
11802.4,0.543
11802.6,0.538
11802.8,0.543
11803.0,0.543
11803.2,0.543
11803.4,0.543
11803.6,0.543
11803.8,0.543
11804.0,0.543
11804.2,0.543
11804.4,0.548
11804.6,0.548
11804.8,0.538
11805.0,0.543
11805.2,0.543
11805.4,0.543
11805.6,0.543
11805.8,0.543
11806.0,0.533
11806.2,0.533
11806.4,0.538
11806.6,0.533
11806.8,0.533
11807.0,0.533
11807.2,0.533
11807.4,0.529
11807.6,0.529
11807.8,0.524
11808.0,0.519
11808.2,0.524
11808.4,0.519
11808.6,0.509
11808.8,0.509
11809.0,0.509
11809.2,0.504
11809.4,0.495
11809.6,0.495
11809.8,0.485
11810.0,0.476
11810.2,0.461
11810.4,0.452
11810.6,0.442
11810.8,0.432
11811.0,0.418
11811.2,0.399
11811.4,0.379
11811.6,0.360
11811.8,0.331
11812.0,0.307
11812.2,0.273
11812.4,0.239
11812.6,0.230
11812.8,0.225
11813.0,0.225
11813.2,0.230
11813.4,0.225
11813.6,0.225
11813.8,0.225
11814.0,0.225
11814.2,0.225
11814.4,0.220
11814.6,0.220
11814.8,0.220
11815.0,0.220
11815.2,0.220
11815.4,0.220
11815.6,0.220
11815.8,0.215
11816.0,0.215
11816.2,0.215
11816.4,0.210
11816.6,0.215
11816.8,0.210
11817.0,0.210
11817.2,0.210
11817.4,0.206
11817.6,0.206
11817.8,0.206
11818.0,0.206
11818.2,0.206
11818.4,0.206
11818.6,0.206
11818.8,0.206
11819.0,0.206
11819.2,0.206
11819.4,0.206
11819.6,0.201
11819.8,0.206
11820.0,0.201
11820.2,0.206
11820.4,0.201
11820.6,0.201
11820.8,0.206
11821.0,0.201
11821.2,0.206
11821.4,0.206
11821.6,0.206
11821.8,0.201
11822.0,0.206
11822.2,0.206
11822.4,0.206
11822.6,0.206
11822.8,0.206
11823.0,0.206
11823.2,0.206
11823.4,0.210
11823.6,0.210
11823.8,0.210
11824.0,0.210
11824.2,0.215
11824.4,0.210
11824.6,0.210
11824.8,0.210
11825.0,0.210
11825.2,0.210
11825.4,0.206
11825.6,0.210
11825.8,0.206
11826.0,0.201
11826.2,0.201
11826.4,0.196
11826.6,0.191
11826.8,0.191
11827.0,0.186
11827.2,0.182
11827.4,0.177
11827.6,0.172
11827.8,0.167
11828.0,0.167
11828.2,0.157
11828.4,0.162
11828.6,0.153
11828.8,0.157
11829.0,0.157
11829.2,0.143
11829.4,0.133
11829.6,0.128
11829.8,0.124
11830.0,0.124
11830.2,0.128
11830.4,0.119
11830.6,0.124
11830.8,0.124
11831.0,0.124
11831.2,0.119
11831.4,0.114
11831.6,0.124
11831.8,0.114
11832.0,0.114
11832.2,0.109
11832.4,0.114
11832.6,0.109
11832.8,0.109
11833.0,0.109
11833.2,0.109
11833.4,0.095
11833.6,0.095
11833.8,0.099
11834.0,0.095
11834.2,0.090
11834.4,0.085
11834.6,0.070
11834.8,0.075
11835.0,0.070
11835.2,0.066
11835.4,0.061
11835.6,0.056
11835.8,0.051
11836.0,0.022
11836.2,0.003
11836.4,-0.007
11836.6,-0.021
11836.8,-0.031
11837.0,-0.060
11837.2,-0.069
11837.4,-0.103
11837.6,-0.108
11837.8,-0.127
11838.0,-0.151
11838.2,-0.156
11838.4,-0.161
11838.6,-0.161
11838.8,-0.161
11839.0,-0.166
11839.2,-0.166
11839.4,-0.171
11839.6,-0.180
11839.8,-0.180
11840.0,-0.185
11840.2,-0.190
11840.4,-0.209
11840.6,-0.219
11840.8,-0.229
11841.0,-0.243
11841.2,-0.258
11841.4,-0.267
11841.6,-0.277
11841.8,-0.291
11842.0,-0.296
11842.2,-0.306
11842.4,-0.306
11842.6,-0.301
11842.8,-0.306
11843.0,-0.291
11843.2,-0.277
11843.4,-0.262
11843.6,-0.238
11843.8,-0.200
11844.0,-0.166
11844.2,-0.156
11844.4,-0.151
11844.6,-0.151
11844.8,-0.151
11845.0,-0.151
11845.2,-0.146
11845.4,-0.146
11845.6,-0.151
11845.8,-0.151
11846.0,-0.151
11846.2,-0.146
11846.4,-0.146
11846.6,-0.146
11846.8,-0.146
11847.0,-0.142
11847.2,-0.146
11847.4,-0.146
11847.6,-0.146
11847.8,-0.146
11848.0,-0.146
11848.2,-0.146
11848.4,-0.146
11848.6,-0.146
11848.8,-0.146
11849.0,-0.151
11849.2,-0.151
11849.4,-0.151
11849.6,-0.151
11849.8,-0.156
11850.0,-0.161
11850.2,-0.161
11850.4,-0.166
11850.6,-0.166
11850.8,-0.175
11851.0,-0.175
11851.2,-0.180
11851.4,-0.185
11851.6,-0.185
11851.8,-0.185
11852.0,-0.185
11852.2,-0.190
11852.4,-0.190
11852.6,-0.190
11852.8,-0.190
11853.0,-0.190
11853.2,-0.190
11853.4,-0.190
11853.6,-0.190
11853.8,-0.185
11854.0,-0.185
11854.2,-0.180
11854.4,-0.185
11854.6,-0.180
11854.8,-0.180
11855.0,-0.180
11855.2,-0.175
11855.4,-0.180
11855.6,-0.175
11855.8,-0.175
11856.0,-0.175
11856.2,-0.175
11856.4,-0.175
11856.6,-0.175
11856.8,-0.175
11857.0,-0.175
11857.2,-0.180
11857.4,-0.180
11857.6,-0.175
11857.8,-0.180
11858.0,-0.180
11858.2,-0.180
11858.4,-0.175
11858.6,-0.180
11858.8,-0.175
11859.0,-0.180
11859.2,-0.180
11859.4,-0.180
11859.6,-0.175
11859.8,-0.180
11860.0,-0.180
11860.2,-0.180
11860.4,-0.180
11860.6,-0.175
11860.8,-0.175
11861.0,-0.166
11861.2,-0.161
11861.4,-0.161
11861.6,-0.151
11861.8,-0.146
11862.0,-0.142
11862.2,-0.127
11862.4,-0.122
11862.6,-0.108
11862.8,-0.098
11863.0,-0.084
11863.2,-0.069
11863.4,-0.050
11863.6,-0.040
11863.8,-0.026
11864.0,-0.007
11864.2,0.017
11864.4,0.037
11864.6,0.056
11864.8,0.070
11865.0,0.090
11865.2,0.095
11865.4,0.104
11865.6,0.109
11865.8,0.114
11866.0,0.114
11866.2,0.124
11866.4,0.124
11866.6,0.128
11866.8,0.133
11867.0,0.138
11867.2,0.143
11867.4,0.143
11867.6,0.148
11867.8,0.153
11868.0,0.157
11868.2,0.167
11868.4,0.167
11868.6,0.167
11868.8,0.167
11869.0,0.172
11869.2,0.182
11869.4,0.182
11869.6,0.186
11869.8,0.196
11870.0,0.196
11870.2,0.201
11870.4,0.206
11870.6,0.220
11870.8,0.230
11871.0,0.234
11871.2,0.239
11871.4,0.249
11871.6,0.258
11871.8,0.263
11872.0,0.278
11872.2,0.287
11872.4,0.297
11872.6,0.321
11872.8,0.326
11873.0,0.360
11873.2,0.365
11873.4,0.374
11873.6,0.379
11873.8,0.379
11874.0,0.384
11874.2,0.389
11874.4,0.384
11874.6,0.389
11874.8,0.389
11875.0,0.403
11875.2,0.403
11875.4,0.418
11875.6,0.418
11875.8,0.428
11876.0,0.437
11876.2,0.447
11876.4,0.456
11876.6,0.471
11876.8,0.480
11877.0,0.490
11877.2,0.500
11877.4,0.509
11877.6,0.524
11877.8,0.538
11878.0,0.553
11878.2,0.567
11878.4,0.572
11878.6,0.582
11878.8,0.591
11879.0,0.601
11879.2,0.601
11879.4,0.611
11879.6,0.625
11879.8,0.635
11880.0,0.635
11880.2,0.649
11880.4,0.649
11880.6,0.669
11880.8,0.669
11881.0,0.669
11881.2,0.674
11881.4,0.683
11881.6,0.683
11881.8,0.683
11882.0,0.688
11882.2,0.688
11882.4,0.683
11882.6,0.688
11882.8,0.683
11883.0,0.683
11883.2,0.674
11883.4,0.683
11883.6,0.674
11883.8,0.669
11884.0,0.649
11884.2,0.669
11884.4,0.649
11884.6,0.649
11884.8,0.645
11885.0,0.635
11885.2,0.635
11885.4,0.630
11885.6,0.630
11885.8,0.630
11886.0,0.625
11886.2,0.620
11886.4,0.620
11886.6,0.620
11886.8,0.606
11887.0,0.611
11887.2,0.606
11887.4,0.606
11887.6,0.601
11887.8,0.596
11888.0,0.591
11888.2,0.587
11888.4,0.582
11888.6,0.562
11888.8,0.562
11889.0,0.567
11889.2,0.553
11889.4,0.543
11889.6,0.543
11889.8,0.538
11890.0,0.529
11890.2,0.519
11890.4,0.514
11890.6,0.500
11890.8,0.490
11891.0,0.461
11891.2,0.432
11891.4,0.399
11891.6,0.350
11891.8,0.283
11892.0,0.225
11892.2,0.225
11892.4,0.225
11892.6,0.225
11892.8,0.220
11893.0,0.220
11893.2,0.220
11893.4,0.220
11893.6,0.220
11893.8,0.215
11894.0,0.210
11894.2,0.206
11894.4,0.206
11894.6,0.206
11894.8,0.206
11895.0,0.206
11895.2,0.206
11895.4,0.206
11895.6,0.206
11895.8,0.201
11896.0,0.206
11896.2,0.201
11896.4,0.206
11896.6,0.206
11896.8,0.206
11897.0,0.206
11897.2,0.206
11897.4,0.206
11897.6,0.206
11897.8,0.206
11898.0,0.206
11898.2,0.206
11898.4,0.201
11898.6,0.206
11898.8,0.206
11899.0,0.206
11899.2,0.206
11899.4,0.206
11899.6,0.210
11899.8,0.210
11900.0,0.215
11900.2,0.210
11900.4,0.210
11900.6,0.210
11900.8,0.210
11901.0,0.210
11901.2,0.210
11901.4,0.210
11901.6,0.210
11901.8,0.206
11902.0,0.201
11902.2,0.201
11902.4,0.196
11902.6,0.196
11902.8,0.191
11903.0,0.191
11903.2,0.186
11903.4,0.186
11903.6,0.182
11903.8,0.182
11904.0,0.172
11904.2,0.172
11904.4,0.167
11904.6,0.167
11904.8,0.167
11905.0,0.157
11905.2,0.162
11905.4,0.157
11905.6,0.157
11905.8,0.157
11906.0,0.157
11906.2,0.153
11906.4,0.148
11906.6,0.138
11906.8,0.128
11907.0,0.128
11907.2,0.128
11907.4,0.128
11907.6,0.133
11907.8,0.119
11908.0,0.119
11908.2,0.119
11908.4,0.128
11908.6,0.119
11908.8,0.124
11909.0,0.124
11909.2,0.119
11909.4,0.119
11909.6,0.114
11909.8,0.119
11910.0,0.114
11910.2,0.119
11910.4,0.109
11910.6,0.119
11910.8,0.114
11911.0,0.099
11911.2,0.109
11911.4,0.099
11911.6,0.099
11911.8,0.104
11912.0,0.104
11912.2,0.099
11912.4,0.099
11912.6,0.090
11912.8,0.095
11913.0,0.075
11913.2,0.075
11913.4,0.070
11913.6,0.061
11913.8,0.061
11914.0,0.056
11914.2,0.042
11914.4,0.037
11914.6,0.037
11914.8,0.013
11915.0,-0.012
11915.2,-0.021
11915.4,-0.040
11915.6,-0.060
11915.8,-0.069
11916.0,-0.089
11916.2,-0.093
11916.4,-0.132
11916.6,-0.142
11916.8,-0.151
11917.0,-0.151
11917.2,-0.161
11917.4,-0.161
11917.6,-0.166
11917.8,-0.166
11918.0,-0.161
11918.2,-0.171
11918.4,-0.171
11918.6,-0.180
11918.8,-0.185
11919.0,-0.185
11919.2,-0.190
11919.4,-0.200
11919.6,-0.209
11919.8,-0.214
11920.0,-0.224
11920.2,-0.229
11920.4,-0.248
11920.6,-0.262
11920.8,-0.267
11921.0,-0.277
11921.2,-0.286
11921.4,-0.296
11921.6,-0.296
11921.8,-0.306
11922.0,-0.310
