"Time","Potential"
71.4,-0.258
71.6,-0.258
71.8,-0.258
72.0,-0.258
72.2,-0.258
72.4,-0.258
72.6,-0.258
72.8,-0.258
73.0,-0.262
73.2,-0.258
73.4,-0.262
73.6,-0.262
73.8,-0.267
74.0,-0.262
74.2,-0.262
74.4,-0.262
74.6,-0.262
74.8,-0.262
75.0,-0.262
75.2,-0.262
75.4,-0.262
75.6,-0.262
75.8,-0.262
76.0,-0.262
76.2,-0.258
76.4,-0.258
76.6,-0.262
76.8,-0.262
77.0,-0.262
77.2,-0.262
77.4,-0.258
77.6,-0.262
77.8,-0.262
78.0,-0.262
78.2,-0.262
78.4,-0.262
78.6,-0.262
78.8,-0.262
79.0,-0.262
79.2,-0.262
79.4,-0.262
79.6,-0.258
79.8,-0.267
80.0,-0.262
80.2,-0.262
80.4,-0.262
80.6,-0.262
80.8,-0.262
81.0,-0.262
81.2,-0.262
81.4,-0.262
81.6,-0.267
81.8,-0.262
82.0,-0.267
82.2,-0.267
82.4,-0.262
82.6,-0.262
82.8,-0.267
83.0,-0.267
83.2,-0.267
83.4,-0.267
83.6,-0.267
83.8,-0.262
84.0,-0.267
84.2,-0.267
84.4,-0.267
84.6,-0.262
84.8,-0.267
85.0,-0.267
85.2,-0.262
85.4,-0.262
85.6,-0.267
85.8,-0.267
86.0,-0.262
86.2,-0.262
86.4,-0.267
86.6,-0.267
86.8,-0.267
87.0,-0.267
87.2,-0.267
87.4,-0.267
87.6,-0.267
87.8,-0.267
88.0,-0.262
88.2,-0.267
88.4,-0.267
88.6,-0.267
88.8,-0.267
89.0,-0.267
89.2,-0.267
89.4,-0.267
89.6,-0.262
89.8,-0.262
90.0,-0.267
90.2,-0.267
90.4,-0.267
90.6,-0.267
90.8,-0.267
91.0,-0.267
91.2,-0.267
91.4,-0.267
91.6,-0.267
91.8,-0.267
92.0,-0.267
92.2,-0.267
92.4,-0.267
92.6,-0.267
92.8,-0.267
93.0,-0.267
93.2,-0.267
93.4,-0.272
93.6,-0.272
93.8,-0.267
94.0,-0.272
94.2,-0.272
94.4,-0.272
94.6,-0.272
94.8,-0.277
95.0,-0.277
95.2,-0.277
95.4,-0.277
95.6,-0.277
95.8,-0.277
96.0,-0.277
96.2,-0.277
96.4,-0.277
96.6,-0.277
96.8,-0.282
97.0,-0.277
97.2,-0.277
97.4,-0.277
97.6,-0.282
97.8,-0.282
98.0,-0.282
98.2,-0.282
98.4,-0.277
98.6,-0.277
98.8,-0.277
99.0,-0.282
99.2,-0.282
99.4,-0.282
99.6,-0.277
99.8,-0.282
100.0,-0.282
100.2,-0.282
100.4,-0.282
100.6,-0.282
100.8,-0.282
101.0,-0.277
101.2,-0.282
101.4,-0.282
101.6,-0.282
101.8,-0.282
102.0,-0.277
102.2,-0.282
102.4,-0.282
102.6,-0.277
102.8,-0.282
103.0,-0.282
103.2,-0.282
103.4,-0.282
103.6,-0.277
103.8,-0.282
104.0,-0.277
104.2,-0.277
104.4,-0.277
104.6,-0.282
104.8,-0.282
105.0,-0.277
105.2,-0.277
105.4,-0.277
105.6,-0.277
105.8,-0.277
106.0,-0.272
106.2,-0.272
106.4,-0.277
106.6,-0.277
106.8,-0.267
107.0,-0.272
107.2,-0.267
107.4,-0.262
107.6,-0.267
107.8,-0.262
108.0,-0.262
108.2,-0.262
108.4,-0.258
108.6,-0.258
108.8,-0.258
109.0,-0.258
109.2,-0.258
109.4,-0.258
109.6,-0.258
109.8,-0.253
110.0,-0.253
110.2,-0.253
110.4,-0.248
110.6,-0.248
110.8,-0.248
111.0,-0.243
111.2,-0.248
111.4,-0.248
111.6,-0.243
111.8,-0.248
112.0,-0.243
112.2,-0.243
112.4,-0.243
112.6,-0.243
112.8,-0.243
113.0,-0.243
113.2,-0.248
113.4,-0.243
113.6,-0.243
113.8,-0.243
114.0,-0.243
114.2,-0.243
114.4,-0.248
114.6,-0.243
114.8,-0.243
115.0,-0.248
115.2,-0.248
115.4,-0.248
115.6,-0.243
115.8,-0.243
116.0,-0.248
116.2,-0.248
116.4,-0.243
116.6,-0.243
116.8,-0.243
117.0,-0.248
117.2,-0.243
117.4,-0.248
117.6,-0.243
117.8,-0.272
118.0,-0.277
118.2,-0.296
118.4,-0.306
118.6,-0.315
118.8,-0.344
119.0,-0.354
119.2,-0.354
119.4,-0.344
119.6,-0.354
119.8,-0.354
120.0,-0.349
120.2,-0.354
120.4,-0.344
120.6,-0.334
120.8,-0.325
121.0,-0.315
121.2,-0.315
121.4,-0.315
121.6,-0.301
121.8,-0.296
122.0,-0.291
122.2,-0.291
122.4,-0.291
122.6,-0.282
122.8,-0.282
123.0,-0.277
123.2,-0.277
123.4,-0.282
123.6,-0.286
123.8,-0.286
124.0,-0.282
124.2,-0.277
124.4,-0.277
124.6,-0.277
124.8,-0.277
125.0,-0.262
125.2,-0.243
125.4,-0.243
125.6,-0.214
125.8,-0.185
126.0,-0.166
126.2,-0.151
126.4,-0.146
126.6,-0.122
126.8,-0.113
127.0,-0.098
127.2,-0.074
127.4,-0.069
127.6,-0.069
127.8,-0.064
128.0,-0.055
128.2,-0.045
128.4,-0.036
128.6,-0.036
128.8,-0.040
129.0,-0.040
129.2,-0.036
129.4,-0.036
129.6,-0.031
129.8,-0.026
130.0,-0.026
130.2,-0.026
130.4,-0.021
130.6,-0.016
130.8,-0.016
131.0,-0.012
131.2,-0.012
131.4,-0.012
131.6,-0.021
131.8,-0.016
132.0,-0.016
132.2,-0.012
132.4,-0.012
132.6,-0.016
132.8,-0.007
133.0,-0.002
133.2,-0.002
133.4,-0.002
133.6,0.003
133.8,0.008
134.0,0.013
134.2,0.013
134.4,0.013
134.6,0.013
134.8,0.017
135.0,0.022
135.2,0.022
135.4,0.027
135.6,0.027
135.8,0.027
136.0,0.032
136.2,0.032
136.4,0.037
136.6,0.042
136.8,0.056
137.0,0.056
137.2,0.056
137.4,0.061
137.6,0.066
137.8,0.066
138.0,0.066
138.2,0.066
138.4,0.066
138.6,0.066
138.8,0.070
139.0,0.070
139.2,0.070
139.4,0.070
139.6,0.070
139.8,0.075
140.0,0.070
140.2,0.070
140.4,0.070
140.6,0.070
140.8,0.075
141.0,0.070
141.2,0.070
141.4,0.070
141.6,0.070
141.8,0.066
142.0,0.070
142.2,0.070
142.4,0.070
142.6,0.070
142.8,0.070
143.0,0.070
143.2,0.070
143.4,0.075
143.6,0.070
143.8,0.070
144.0,0.075
144.2,0.070
144.4,0.070
144.6,0.075
144.8,0.070
145.0,0.075
145.2,0.075
145.4,0.070
145.6,0.075
145.8,0.080
146.0,0.080
146.2,0.085
146.4,0.080
146.6,0.080
146.8,0.085
147.0,0.085
147.2,0.085
147.4,0.090
147.6,0.090
147.8,0.090
148.0,0.090
148.2,0.090
148.4,0.090
148.6,0.090
148.8,0.090
149.0,0.090
149.2,0.090
149.4,0.133
149.6,0.186
149.8,0.234
150.0,0.273
150.2,0.297
150.4,0.321
150.6,0.341
150.8,0.360
151.0,0.370
151.2,0.374
151.4,0.389
151.6,0.394
151.8,0.399
152.0,0.403
152.2,0.413
152.4,0.418
152.6,0.428
152.8,0.428
153.0,0.432
153.2,0.437
153.4,0.447
153.6,0.452
153.8,0.452
154.0,0.452
154.2,0.461
154.4,0.466
154.6,0.471
154.8,0.466
155.0,0.476
155.2,0.476
155.4,0.476
155.6,0.480
155.8,0.485
156.0,0.490
156.2,0.495
156.4,0.495
156.6,0.495
156.8,0.495
157.0,0.504
157.2,0.504
157.4,0.514
157.6,0.514
157.8,0.514
158.0,0.514
158.2,0.519
158.4,0.519
158.6,0.519
158.8,0.514
159.0,0.519
159.2,0.514
159.4,0.514
159.6,0.504
159.8,0.495
160.0,0.495
160.2,0.490
160.4,0.485
160.6,0.476
160.8,0.471
161.0,0.452
161.2,0.442
161.4,0.428
161.6,0.413
161.8,0.394
162.0,0.379
162.2,0.360
162.4,0.341
162.6,0.341
162.8,0.326
163.0,0.312
163.2,0.297
163.4,0.292
163.6,0.287
163.8,0.283
164.0,0.283
164.2,0.283
164.4,0.283
164.6,0.278
164.8,0.278
165.0,0.273
165.2,0.273
165.4,0.258
165.6,0.239
165.8,0.225
166.0,0.186
166.2,0.177
166.4,0.167
166.6,0.148
166.8,0.138
167.0,0.133
167.2,0.119
167.4,0.109
167.6,0.104
167.8,0.090
168.0,0.080
168.2,0.070
168.4,0.066
168.6,0.061
168.8,0.061
169.0,0.056
169.2,0.046
169.4,0.042
169.6,0.042
169.8,0.037
170.0,0.032
170.2,0.027
170.4,0.027
170.6,0.022
170.8,0.013
171.0,0.017
171.2,0.013
171.4,0.008
171.6,0.008
171.8,0.003
172.0,0.003
172.2,-0.002
172.4,-0.002
172.6,-0.002
172.8,-0.007
173.0,-0.012
173.2,-0.016
173.4,-0.021
173.6,-0.026
173.8,-0.036
174.0,-0.040
174.2,-0.050
174.4,-0.064
174.6,-0.074
174.8,-0.089
175.0,-0.098
175.2,-0.113
175.4,-0.127
175.6,-0.142
175.8,-0.151
176.0,-0.166
176.2,-0.180
176.4,-0.185
176.6,-0.200
176.8,-0.209
177.0,-0.219
177.2,-0.224
177.4,-0.229
177.6,-0.233
177.8,-0.243
178.0,-0.248
178.2,-0.253
178.4,-0.253
178.6,-0.258
178.8,-0.258
179.0,-0.267
179.2,-0.267
179.4,-0.267
179.6,-0.272
179.8,-0.277
180.0,-0.272
180.2,-0.272
180.4,-0.277
180.6,-0.277
180.8,-0.277
181.0,-0.277
181.2,-0.277
181.4,-0.277
181.6,-0.277
181.8,-0.277
182.0,-0.277
182.2,-0.277
182.4,-0.277
182.6,-0.282
182.8,-0.282
183.0,-0.282
183.2,-0.282
183.4,-0.277
183.6,-0.282
183.8,-0.282
184.0,-0.277
184.2,-0.282
184.4,-0.282
184.6,-0.282
184.8,-0.282
185.0,-0.282
185.2,-0.277
185.4,-0.277
185.6,-0.282
185.8,-0.282
186.0,-0.282
186.2,-0.282
186.4,-0.286
186.6,-0.286
186.8,-0.286
187.0,-0.286
187.2,-0.291
187.4,-0.291
187.6,-0.291
187.8,-0.291
188.0,-0.291
188.2,-0.291
188.4,-0.296
188.6,-0.296
188.8,-0.296
189.0,-0.296
189.2,-0.296
189.4,-0.296
189.6,-0.296
189.8,-0.296
190.0,-0.296
190.2,-0.291
190.4,-0.291
190.6,-0.291
190.8,-0.286
191.0,-0.282
191.2,-0.282
191.4,-0.277
191.6,-0.277
191.8,-0.272
192.0,-0.267
192.2,-0.267
192.4,-0.262
192.6,-0.267
192.8,-0.262
193.0,-0.262
193.2,-0.262
193.4,-0.262
193.6,-0.258
193.8,-0.258
194.0,-0.262
194.2,-0.262
194.4,-0.262
194.6,-0.258
194.8,-0.258
195.0,-0.258
195.2,-0.262
195.4,-0.258
195.6,-0.262
195.8,-0.258
196.0,-0.262
196.2,-0.262
196.4,-0.258
196.6,-0.262
196.8,-0.258
197.0,-0.262
197.2,-0.258
197.4,-0.258
197.6,-0.258
197.8,-0.262
198.0,-0.258
198.2,-0.258
198.4,-0.262
198.6,-0.258
198.8,-0.277
199.0,-0.291
199.2,-0.320
199.4,-0.339
199.6,-0.359
199.8,-0.354
200.0,-0.359
200.2,-0.359
200.4,-0.363
200.6,-0.363
200.8,-0.363
201.0,-0.354
201.2,-0.334
201.4,-0.320
201.6,-0.320
201.8,-0.315
202.0,-0.310
202.2,-0.301
202.4,-0.296
202.6,-0.291
202.8,-0.291
203.0,-0.286
203.2,-0.286
203.4,-0.291
203.6,-0.291
203.8,-0.291
204.0,-0.286
204.2,-0.286
204.4,-0.277
204.6,-0.262
204.8,-0.262
205.0,-0.229
205.2,-0.219
205.4,-0.190
205.6,-0.156
205.8,-0.127
206.0,-0.122
206.2,-0.117
206.4,-0.103
206.6,-0.089
206.8,-0.074
207.0,-0.060
207.2,-0.064
207.4,-0.045
207.6,-0.045
207.8,-0.040
208.0,-0.031
208.2,-0.031
208.4,-0.026
208.6,-0.026
208.8,-0.026
209.0,-0.021
209.2,-0.021
209.4,-0.012
209.6,-0.016
209.8,-0.016
210.0,-0.012
210.2,-0.012
210.4,-0.012
210.6,-0.012
210.8,-0.007
211.0,-0.007
211.2,-0.002
211.4,0.003
211.6,0.003
211.8,0.003
212.0,0.013
212.2,0.017
212.4,0.022
212.6,0.022
212.8,0.027
213.0,0.027
213.2,0.032
213.4,0.032
213.6,0.042
213.8,0.056
214.0,0.056
214.2,0.061
214.4,0.066
214.6,0.066
214.8,0.070
215.0,0.075
215.2,0.080
215.4,0.080
215.6,0.075
215.8,0.080
216.0,0.085
216.2,0.085
216.4,0.085
216.6,0.080
216.8,0.080
217.0,0.085
217.2,0.080
217.4,0.085
217.6,0.080
217.8,0.080
218.0,0.085
218.2,0.085
218.4,0.085
218.6,0.085
218.8,0.085
219.0,0.085
219.2,0.085
219.4,0.085
219.6,0.085
219.8,0.085
220.0,0.090
220.2,0.095
220.4,0.095
220.6,0.095
220.8,0.099
221.0,0.099
221.2,0.099
221.4,0.099
221.6,0.104
221.8,0.104
222.0,0.143
222.2,0.220
222.4,0.273
222.6,0.316
222.8,0.345
223.0,0.365
223.2,0.379
223.4,0.394
223.6,0.403
223.8,0.413
224.0,0.418
224.2,0.428
224.4,0.437
224.6,0.437
224.8,0.447
225.0,0.452
225.2,0.461
225.4,0.461
225.6,0.466
225.8,0.471
226.0,0.476
226.2,0.480
226.4,0.480
226.6,0.480
226.8,0.485
227.0,0.480
227.2,0.490
227.4,0.495
227.6,0.495
227.8,0.495
228.0,0.500
228.2,0.500
228.4,0.504
228.6,0.504
228.8,0.504
229.0,0.514
229.2,0.509
229.4,0.514
229.6,0.514
229.8,0.519
230.0,0.529
230.2,0.524
230.4,0.519
230.6,0.519
230.8,0.529
231.0,0.533
231.2,0.529
231.4,0.529
231.6,0.529
231.8,0.529
232.0,0.529
232.2,0.533
232.4,0.529
232.6,0.529
232.8,0.529
233.0,0.529
233.2,0.529
233.4,0.519
233.6,0.519
233.8,0.514
234.0,0.514
234.2,0.514
234.4,0.509
234.6,0.509
234.8,0.504
235.0,0.495
235.2,0.495
235.4,0.480
235.6,0.480
235.8,0.471
236.0,0.466
236.2,0.456
236.4,0.447
236.6,0.437
236.8,0.432
237.0,0.423
237.2,0.413
237.4,0.399
237.6,0.389
237.8,0.374
238.0,0.365
238.2,0.360
238.4,0.355
238.6,0.345
238.8,0.341
239.0,0.321
239.2,0.316
239.4,0.312
239.6,0.302
239.8,0.302
240.0,0.297
240.2,0.297
240.4,0.297
240.6,0.297
240.8,0.287
241.0,0.292
241.2,0.297
241.4,0.287
241.6,0.287
241.8,0.283
242.0,0.283
242.2,0.283
242.4,0.273
242.6,0.263
242.8,0.258
243.0,0.239
243.2,0.220
243.4,0.210
243.6,0.196
243.8,0.182
244.0,0.177
244.2,0.167
244.4,0.157
244.6,0.148
244.8,0.148
245.0,0.143
245.2,0.128
245.4,0.119
245.6,0.109
245.8,0.104
246.0,0.104
246.2,0.095
246.4,0.090
246.6,0.085
246.8,0.080
247.0,0.070
247.2,0.066
247.4,0.066
247.6,0.066
247.8,0.056
248.0,0.056
248.2,0.051
248.4,0.042
248.6,0.042
248.8,0.032
249.0,0.032
249.2,0.027
249.4,0.027
249.6,0.022
249.8,0.017
250.0,0.017
250.2,0.017
250.4,0.013
250.6,0.013
250.8,0.008
251.0,0.003
251.2,-0.007
251.4,-0.012
251.6,-0.012
251.8,-0.021
252.0,-0.031
252.2,-0.045
252.4,-0.060
252.6,-0.069
252.8,-0.084
253.0,-0.103
253.2,-0.122
253.4,-0.142
253.6,-0.151
253.8,-0.166
254.0,-0.180
254.2,-0.190
254.4,-0.200
254.6,-0.209
254.8,-0.219
255.0,-0.219
255.2,-0.233
255.4,-0.238
255.6,-0.238
255.8,-0.243
256.0,-0.248
256.2,-0.253
256.4,-0.258
256.6,-0.258
256.8,-0.262
257.0,-0.262
257.2,-0.262
257.4,-0.262
257.6,-0.267
257.8,-0.262
258.0,-0.267
258.2,-0.267
258.4,-0.267
258.6,-0.267
258.8,-0.267
259.0,-0.267
259.2,-0.267
259.4,-0.267
259.6,-0.272
259.8,-0.272
260.0,-0.272
260.2,-0.272
260.4,-0.277
260.6,-0.267
260.8,-0.277
261.0,-0.272
261.2,-0.277
261.4,-0.277
261.6,-0.272
261.8,-0.272
262.0,-0.272
262.2,-0.272
262.4,-0.272
262.6,-0.277
262.8,-0.272
263.0,-0.277
263.2,-0.277
263.4,-0.277
263.6,-0.277
263.8,-0.277
264.0,-0.282
264.2,-0.282
264.4,-0.282
264.6,-0.282
264.8,-0.282
265.0,-0.286
265.2,-0.282
265.4,-0.286
265.6,-0.291
265.8,-0.286
266.0,-0.282
266.2,-0.282
266.4,-0.286
266.6,-0.282
266.8,-0.277
267.0,-0.282
267.2,-0.277
267.4,-0.277
267.6,-0.277
267.8,-0.267
268.0,-0.267
268.2,-0.267
268.4,-0.262
268.6,-0.258
268.8,-0.258
269.0,-0.253
269.2,-0.258
269.4,-0.253
269.6,-0.253
269.8,-0.253
270.0,-0.258
270.2,-0.253
270.4,-0.253
270.6,-0.253
270.8,-0.253
271.0,-0.253
271.2,-0.248
271.4,-0.253
271.6,-0.253
271.8,-0.253
272.0,-0.253
272.2,-0.253
272.4,-0.248
272.6,-0.253
272.8,-0.253
273.0,-0.253
273.2,-0.248
273.4,-0.253
273.6,-0.253
273.8,-0.258
274.0,-0.258
274.2,-0.253
274.4,-0.253
274.6,-0.253
274.8,-0.253
275.0,-0.253
275.2,-0.253
275.4,-0.253
275.6,-0.253
275.8,-0.253
276.0,-0.277
276.2,-0.301
276.4,-0.315
276.6,-0.349
276.8,-0.359
277.0,-0.363
277.2,-0.363
277.4,-0.363
277.6,-0.359
277.8,-0.363
278.0,-0.354
278.2,-0.334
278.4,-0.325
278.6,-0.320
278.8,-0.310
279.0,-0.301
279.2,-0.301
279.4,-0.291
279.6,-0.291
279.8,-0.282
280.0,-0.277
280.2,-0.277
280.4,-0.282
280.6,-0.277
280.8,-0.282
281.0,-0.286
281.2,-0.277
281.4,-0.277
281.6,-0.277
281.8,-0.258
282.0,-0.238
282.2,-0.229
282.4,-0.204
282.6,-0.185
282.8,-0.161
283.0,-0.142
283.2,-0.142
283.4,-0.122
283.6,-0.113
283.8,-0.084
284.0,-0.069
284.2,-0.064
284.4,-0.064
284.6,-0.050
284.8,-0.045
285.0,-0.040
285.2,-0.031
285.4,-0.036
285.6,-0.031
285.8,-0.031
286.0,-0.026
286.2,-0.026
286.4,-0.016
286.6,-0.012
286.8,-0.012
287.0,-0.016
287.2,-0.012
287.4,-0.012
287.6,-0.002
287.8,-0.002
288.0,-0.007
288.2,-0.007
288.4,0.003
288.6,-0.007
288.8,0.003
289.0,0.003
289.2,0.003
289.4,-0.002
289.6,0.008
289.8,0.008
290.0,0.013
290.2,0.017
290.4,0.027
290.6,0.027
290.8,0.027
291.0,0.027
291.2,0.032
291.4,0.032
291.6,0.032
291.8,0.037
292.0,0.042
292.2,0.051
292.4,0.056
292.6,0.061
292.8,0.066
293.0,0.066
293.2,0.070
293.4,0.075
293.6,0.075
293.8,0.080
294.0,0.080
294.2,0.080
294.4,0.080
294.6,0.085
294.8,0.085
295.0,0.085
295.2,0.085
295.4,0.085
295.6,0.090
295.8,0.085
296.0,0.095
296.2,0.090
296.4,0.090
296.6,0.085
296.8,0.090
297.0,0.090
297.2,0.085
297.4,0.090
297.6,0.090
297.8,0.090
298.0,0.085
298.2,0.085
298.4,0.085
298.6,0.085
298.8,0.085
299.0,0.085
299.2,0.090
299.4,0.090
299.6,0.090
299.8,0.090
300.0,0.085
300.2,0.085
300.4,0.090
300.6,0.090
300.8,0.090
301.0,0.090
301.2,0.095
301.4,0.090
301.6,0.090
301.8,0.090
302.0,0.090
302.2,0.090
302.4,0.095
302.6,0.090
302.8,0.095
303.0,0.090
303.2,0.095
303.4,0.095
303.6,0.095
303.8,0.095
304.0,0.090
304.2,0.099
304.4,0.095
304.6,0.104
304.8,0.099
305.0,0.104
305.2,0.104
305.4,0.104
305.6,0.104
305.8,0.109
306.0,0.109
306.2,0.109
306.4,0.109
306.6,0.109
306.8,0.109
307.0,0.109
307.2,0.109
307.4,0.109
307.6,0.114
307.8,0.138
308.0,0.186
308.2,0.215
308.4,0.244
308.6,0.278
308.8,0.302
309.0,0.321
309.2,0.341
309.4,0.355
309.6,0.365
309.8,0.374
310.0,0.389
310.2,0.394
310.4,0.403
310.6,0.408
310.8,0.413
311.0,0.418
311.2,0.418
311.4,0.418
311.6,0.418
311.8,0.428
312.0,0.432
312.2,0.437
312.4,0.437
312.6,0.442
312.8,0.447
313.0,0.442
313.2,0.452
313.4,0.456
313.6,0.466
313.8,0.466
314.0,0.471
314.2,0.471
314.4,0.476
314.6,0.476
314.8,0.476
315.0,0.476
315.2,0.476
315.4,0.476
315.6,0.480
315.8,0.480
316.0,0.480
316.2,0.490
316.4,0.490
316.6,0.490
316.8,0.490
317.0,0.495
317.2,0.490
317.4,0.490
317.6,0.495
317.8,0.490
318.0,0.490
318.2,0.495
318.4,0.495
318.6,0.500
318.8,0.495
319.0,0.495
319.2,0.495
319.4,0.495
319.6,0.495
319.8,0.495
320.0,0.495
320.2,0.495
320.4,0.495
320.6,0.495
320.8,0.495
321.0,0.495
321.2,0.495
321.4,0.495
321.6,0.495
321.8,0.495
322.0,0.490
322.2,0.495
322.4,0.495
322.6,0.495
322.8,0.495
323.0,0.495
323.2,0.490
323.4,0.490
323.6,0.495
323.8,0.495
324.0,0.490
324.2,0.495
324.4,0.495
324.6,0.490
324.8,0.495
325.0,0.490
325.2,0.485
325.4,0.490
325.6,0.480
325.8,0.490
326.0,0.485
326.2,0.485
326.4,0.490
326.6,0.485
326.8,0.480
