"Time","Potential 2","Potential 1"
1450.0,-0.575,
1450.2,-0.570,
1450.4,-0.565,
1450.6,-0.565,
1450.8,-0.560,
1451.0,-0.556,
1451.2,-0.551,
1451.4,-0.546,
1451.6,-0.541,
1451.8,-0.536,
1452.0,-0.532,
1452.2,-0.532,
1452.4,-0.522,
1452.6,-0.517,
1452.8,-0.508,
1453.0,-0.498,
1453.2,-0.493,
1453.4,-0.483,
1453.6,-0.479,
1453.8,-0.474,
1454.0,-0.469,
1454.2,-0.459,
1454.4,-0.454,
1454.6,-0.440,
1454.8,-0.440,
1455.0,-0.421,
1455.2,-0.411,
1455.4,-0.401,
1455.6,-0.392,
1455.8,-0.382,
1456.0,-0.367,
1456.2,-0.348,
1456.4,-0.338,
1456.6,-0.324,
1456.8,-0.305,
1457.0,-0.295,
1457.2,-0.281,
1457.4,-0.266,
1457.6,-0.252,
1457.8,-0.233,
1458.0,-0.208,
1458.2,-0.189,
1458.4,-0.170,
1458.6,-0.141,
1458.8,-0.117,
1459.0,-0.092,
1459.2,-0.064,
1459.4,-0.049,
1459.6,-0.025,
1459.8,-0.001,
1460.0,0.023,
1460.2,0.057,
1460.4,0.076,
1460.6,0.115,
1460.8,0.139,
1461.0,0.158,
1461.2,0.173,
1461.4,0.202,
1461.6,0.240,
1461.8,0.245,
1462.0,0.264,
1462.2,0.274,
1462.4,0.293,
1462.6,0.303,
1462.8,0.317,
1463.0,0.332,
1463.2,0.341,
1463.4,0.346,
1463.6,0.361,
1463.8,0.380,
1464.0,0.399,
1464.2,0.409,
1464.4,0.424,
1464.6,0.428,
1464.8,0.452,
1465.0,0.462,
1465.2,0.472,
1465.4,0.472,
1465.6,0.500,
1465.8,0.505,
1466.0,0.510,
1466.2,0.534,
1466.4,0.549,
1466.6,0.568,
1466.8,0.587,
1467.0,0.602,
1467.2,0.631,
1467.4,0.645,
1467.6,0.670,
1467.8,0.698,
1468.0,0.722,
1468.2,0.742,
1468.4,0.746,
1468.6,0.775,
1468.8,0.819,
1469.0,0.833,
1469.2,0.848,
1469.4,0.877,
1469.6,0.877,
1469.8,0.882,
1470.0,0.916,
1470.2,0.916,
1470.4,0.954,
1470.6,0.988,
1470.8,1.002,
1471.0,1.017,
1471.2,1.002,
1471.4,1.017,
1471.6,1.070,
1471.8,1.065,
1472.0,1.099,
1472.2,1.123,
1472.4,1.142,
1472.6,1.166,
1472.8,1.171,
1473.0,1.205,
1473.2,1.229,
1473.4,1.263,
1473.6,1.287,
1473.8,1.316,
1474.0,1.340,
1474.2,1.354,
1474.4,1.364,
1474.6,1.364,
1474.8,1.374,
1475.0,1.364,
1475.2,1.359,
1475.4,1.364,
1475.6,1.354,
1475.8,1.349,
1476.0,1.335,
1476.2,1.320,
1476.4,1.301,
1476.6,1.287,
1476.8,1.263,
1477.0,1.258,
1477.2,1.234,
1477.4,1.224,
1477.6,1.214,
1477.8,1.181,
1478.0,1.166,
1478.2,1.142,
1478.4,1.128,
1478.6,1.089,
1478.8,1.065,
1479.0,1.046,
1479.2,1.012,
1479.4,0.978,
1479.6,0.949,
1479.8,0.930,
1480.0,0.896,
1480.2,0.858,
1480.4,0.833,
1480.6,0.795,
1480.8,0.742,
1481.0,0.694,
1481.2,0.621,
1481.4,0.534,
1481.6,0.443,
1481.8,0.298,
1482.0,0.192,
1482.2,0.182,
1482.4,0.178,
1482.6,0.173,
1482.8,0.168,
1483.0,0.163,
1483.2,0.158,
1483.4,0.158,
1483.6,0.154,
1483.8,0.144,
1484.0,0.144,
1484.2,0.139,
1484.4,0.129,
1484.6,0.125,
1484.8,0.120,
1485.0,0.120,
1485.2,0.115,
1485.4,0.110,
1485.6,0.105,
1485.8,0.100,
1486.0,0.100,
1486.2,0.096,
1486.4,0.091,
1486.6,0.086,
1486.8,0.086,
1487.0,0.076,
1487.2,0.076,
1487.4,0.067,
1487.6,0.067,
1487.8,0.067,
1488.0,0.062,
1488.2,0.047,
1488.4,0.042,
1488.6,0.038,
1488.8,0.028,
1489.0,0.023,
1489.2,0.013,
1489.4,0.009,
1489.6,-0.006,
1489.8,-0.020,
1490.0,-0.035,
1490.2,-0.049,
1490.4,-0.064,
1490.6,-0.078,
1490.8,-0.088,
1491.0,-0.107,
1491.2,-0.121,
1491.4,-0.131,
1491.6,-0.136,
1491.8,-0.155,
1492.0,-0.175,
1492.2,-0.199,
1492.4,-0.237,
1492.6,-0.247,
1492.8,-0.252,
1493.0,-0.262,
1493.2,-0.276,
1493.4,-0.271,
1493.6,-0.295,
1493.8,-0.305,
1494.0,-0.300,
1494.2,-0.334,
1494.4,-0.343,
1494.6,-0.363,
1494.8,-0.377,
1495.0,-0.377,
1495.2,-0.416,
1495.4,-0.425,
1495.6,-0.450,
1495.8,-0.483,
1496.0,-0.517,
1496.2,-0.565,
1496.4,-0.570,
1496.6,-0.705,
1496.8,-0.763,
1497.0,-0.869,
1497.2,-0.917,
1497.4,-0.966,
1497.6,-0.975,
1497.8,-0.980,
1498.0,-1.014,
1498.2,-1.043,
1498.4,-1.057,
1498.6,-1.091,
1498.8,-1.158,
1499.0,-1.158,
1499.2,-1.192,
1499.4,-1.168,
1499.6,-1.149,
1499.8,-1.105,
1500.0,-1.062,
1500.2,-0.951,
1500.4,-0.941,
1500.6,-0.753,
1500.8,-0.749,
1501.0,-0.744,
1501.2,-0.739,
1501.4,-0.734,
1501.6,-0.729,
1501.8,-0.724,
1502.0,-0.724,
1502.2,-0.724,
1502.4,-0.720,
1502.6,-0.715,
1502.8,-0.710,
1503.0,-0.710,
1503.2,-0.715,
1503.4,-0.715,
1503.6,-0.720,
1503.8,-0.720,
1504.0,-0.720,
1504.2,-0.720,
1504.4,-0.715,
1504.6,-0.705,
1504.8,-0.705,
1505.0,-0.700,
1505.2,-0.686,
1505.4,-0.676,
1505.6,-0.671,
1505.8,-0.657,
1506.0,-0.647,
1506.2,-0.638,
1506.4,-0.628,
1506.6,-0.613,
1506.8,-0.604,
1507.0,-0.594,
1507.2,-0.584,
1507.4,-0.575,
1507.6,-0.565,
1507.8,-0.556,
1508.0,-0.541,
1508.2,-0.532,
1508.4,-0.517,
1508.6,-0.503,
1508.8,-0.493,
1509.0,-0.474,
1509.2,-0.459,
1509.4,-0.440,
1509.6,-0.425,
1509.8,-0.401,
1510.0,-0.377,
1510.2,-0.358,
1510.4,-0.329,
1510.6,-0.305,
1510.8,-0.276,
1511.0,-0.242,
1511.2,-0.208,
1511.4,-0.160,
1511.6,-0.112,
1511.8,-0.068,
1512.0,-0.016,
1512.2,0.038,
1512.4,0.086,
1512.6,0.134,
1512.8,0.163,
1513.0,0.221,
1513.2,0.255,
1513.4,0.259,
1513.6,0.284,
1513.8,0.298,
1514.0,0.317,
1514.2,0.332,
1514.4,0.346,
1514.6,0.370,
1514.8,0.385,
1515.0,0.395,
1515.2,0.419,
1515.4,0.428,
1515.6,0.452,
1515.8,0.467,
1516.0,0.481,
1516.2,0.500,
1516.4,0.525,
1516.6,0.554,
1516.8,0.578,
1517.0,0.607,
1517.2,0.645,
1517.4,0.679,
1517.6,0.722,
1517.8,0.766,
1518.0,0.795,
1518.2,0.804,
1518.4,0.838,
1518.6,0.862,
1518.8,0.877,
1519.0,0.901,
1519.2,0.968,
1519.4,0.978,
1519.6,0.988,
1519.8,1.046,
1520.0,1.055,
1520.2,1.079,
1520.4,1.108,
1520.6,1.137,
1520.8,1.181,
1521.0,1.224,
1521.2,1.258,
1521.4,1.296,
1521.6,1.325,
1521.8,1.349,
1522.0,1.354,
1522.2,1.349,
1522.4,1.349,
1522.6,1.320,
1522.8,1.320,
1523.0,1.311,
1523.2,1.292,
1523.4,1.282,
1523.6,1.253,
1523.8,1.229,
1524.0,1.200,
1524.2,1.181,
1524.4,1.147,
1524.6,1.113,
1524.8,1.079,
1525.0,1.046,
1525.2,0.997,
1525.4,0.959,
1525.6,0.916,
1525.8,0.877,
1526.0,0.829,
1526.2,0.775,
1526.4,0.698,
1526.6,0.616,
1526.8,0.486,
1527.0,0.322,
1527.2,0.178,
1527.4,0.178,
1527.6,0.163,
1527.8,0.158,
1528.0,0.154,
1528.2,0.144,
1528.4,0.139,
1528.6,0.129,
1528.8,0.125,
1529.0,0.120,
1529.2,0.110,
1529.4,0.105,
1529.6,0.100,
1529.8,0.096,
1530.0,0.086,
1530.2,0.086,
1530.4,0.086,
1530.6,0.067,
1530.8,0.071,
1531.0,0.062,
1531.2,0.052,
1531.4,0.047,
1531.6,0.038,
1531.8,0.028,
1532.0,0.018,
1532.2,0.009,
1532.4,-0.011,
1532.6,-0.025,
1532.8,-0.040,
1533.0,-0.059,
1533.2,-0.083,
1533.4,-0.102,
1533.6,-0.121,
1533.8,-0.126,
1534.0,-0.146,
1534.2,-0.165,
1534.4,-0.204,
1534.6,-0.233,
1534.8,-0.228,
1535.0,-0.257,
1535.2,-0.247,
1535.4,-0.262,
1535.6,-0.290,
1535.8,-0.295,
1536.0,-0.319,
1536.2,-0.324,
1536.4,-0.324,
1536.6,-0.363,
1536.8,-0.358,
1537.0,-0.396,
1537.2,-0.430,
1537.4,-0.445,
1537.6,-0.508,
1537.8,-0.556,
1538.0,-0.584,
1538.2,-0.638,
1538.4,-0.792,
1538.6,-0.859,
1538.8,-0.922,
1539.0,-0.946,
1539.2,-0.951,
1539.4,-0.975,
1539.6,-1.014,
1539.8,-1.048,
1540.0,-1.076,
1540.2,-1.120,
1540.4,-1.149,
1540.6,-1.158,
1540.8,-1.149,
1541.0,-1.105,
1541.2,-1.052,
1541.4,-0.995,
1541.6,-0.970,
1541.8,-0.835,
1542.0,-0.724,
1542.2,-0.724,
1542.4,-0.724,
1542.6,-0.720,
1542.8,-0.715,
1543.0,-0.710,
1543.2,-0.705,
1543.4,-0.705,
1543.6,-0.700,
1543.8,-0.705,
1544.0,-0.695,
1544.2,-0.695,
1544.4,-0.705,
1544.6,-0.700,
1544.8,-0.705,
1545.0,-0.705,
1545.2,-0.710,
1545.4,-0.700,
1545.6,-0.695,
1545.8,-0.691,
1546.0,-0.681,
1546.2,-0.671,
1546.4,-0.657,
1546.6,-0.647,
1546.8,-0.628,
1547.0,-0.618,
1547.2,-0.604,
1547.4,-0.594,
1547.6,-0.580,
1547.8,-0.570,
1548.0,-0.560,
1548.2,-0.546,
1548.4,-0.536,
1548.6,-0.517,
1548.8,-0.503,
1549.0,-0.488,
1549.2,-0.464,
1549.4,-0.445,
1549.6,-0.425,
1549.8,-0.401,
1550.0,-0.372,
1550.2,-0.343,
1550.4,-0.314,
1550.6,-0.266,
1550.8,-0.223,
1551.0,-0.179,
1551.2,-0.121,
1551.4,-0.064,
1551.6,0.004,
1551.8,0.071,
1552.0,0.134,
1552.2,0.178,
1552.4,0.240,
1552.6,0.259,
1552.8,0.279,
1553.0,0.308,
1553.2,0.327,
1553.4,0.356,
1553.6,0.375,
1553.8,0.409,
1554.0,0.428,
1554.2,0.452,
1554.4,0.462,
1554.6,0.486,
1554.8,0.520,
1555.0,0.549,
1555.2,0.578,
1555.4,0.621,
1555.6,0.665,
1555.8,0.718,
1556.0,0.761,
1556.2,0.804,
1556.4,0.833,
1556.6,0.862,
1556.8,0.901,
1557.0,0.916,
1557.2,0.949,
1557.4,1.012,
1557.6,1.026,
1557.8,1.046,
1558.0,1.070,
1558.2,1.104,
1558.4,1.142,
1558.6,1.195,
1558.8,1.248,
1559.0,1.301,
1559.2,1.325,
1559.4,1.354,
1559.6,1.354,
1559.8,1.340,
1560.0,1.335,
1560.2,1.316,
1560.4,1.301,
1560.6,1.282,
1560.8,1.267,
1561.0,1.238,
1561.2,1.210,
1561.4,1.181,
1561.6,1.152,
1561.8,1.118,
1562.0,1.079,
1562.2,1.046,
1562.4,0.992,
1562.6,0.935,
1562.8,0.896,
1563.0,0.853,
1563.2,0.795,
1563.4,0.727,
1563.6,0.641,
1563.8,0.525,
1564.0,0.346,
1564.2,0.178,
1564.4,0.178,
1564.6,0.168,
1564.8,0.158,
1565.0,0.158,
1565.2,0.144,
1565.4,0.139,
1565.6,0.129,
1565.8,0.125,
1566.0,0.120,
1566.2,0.115,
1566.4,0.100,
1566.6,0.091,
1566.8,0.100,
1567.0,0.096,
1567.2,0.086,
1567.4,0.086,
1567.6,0.081,
1567.8,0.071,
1568.0,0.067,
1568.2,0.062,
1568.4,0.057,
1568.6,0.047,
1568.8,0.038,
1569.0,0.033,
1569.2,0.023,
1569.4,0.013,
1569.6,0.004,
1569.8,-0.011,
1570.0,-0.020,
1570.2,-0.035,
1570.4,-0.049,
1570.6,-0.059,
1570.8,-0.073,
1571.0,-0.092,
1571.2,-0.107,
1571.4,-0.126,
1571.6,-0.131,
1571.8,-0.141,
1572.0,-0.155,
1572.2,-0.184,
1572.4,-0.204,
1572.6,-0.218,
1572.8,-0.233,
1573.0,-0.233,
1573.2,-0.242,
1573.4,-0.266,
1573.6,-0.271,
1573.8,-0.276,
1574.0,-0.286,
1574.2,-0.300,
1574.4,-0.324,
1574.6,-0.338,
1574.8,-0.348,
1575.0,-0.363,
1575.2,-0.358,
1575.4,-0.377,
1575.6,-0.421,
1575.8,-0.416,
1576.0,-0.416,
1576.2,-0.454,
1576.4,-0.512,
1576.6,-0.536,
1576.8,-0.589,
1577.0,-0.613,
1577.2,-0.691,
1577.4,-0.768,
1577.6,-0.821,
1577.8,-0.859,
1578.0,-0.903,
1578.2,-0.961,
1578.4,-0.961,
1578.6,-0.999,
1578.8,-0.985,
1579.0,-1.004,
1579.2,-1.028,
1579.4,-1.076,
1579.6,-1.091,
1579.8,-1.125,
1580.0,-1.125,
1580.2,-1.139,
1580.4,-1.125,
1580.6,-1.139,
1580.8,-1.096,
1581.0,-1.062,
1581.2,-0.980,
1581.4,-0.912,
1581.6,-0.840,
1581.8,-0.763,
1582.0,-0.724,
1582.2,-0.720,
1582.4,-0.710,
1582.6,-0.705,
1582.8,-0.695,
1583.0,-0.691,
1583.2,-0.691,
1583.4,-0.686,
1583.6,-0.686,
1583.8,-0.686,
1584.0,-0.681,
1584.2,-0.686,
1584.4,-0.676,
1584.6,-0.671,
1584.8,-0.671,
1585.0,-0.681,
1585.2,-0.681,
1585.4,-0.686,
1585.6,-0.686,
1585.8,-0.691,
1586.0,-0.695,
1586.2,-0.695,
1586.4,-0.691,
1586.6,-0.686,
1586.8,-0.676,
1587.0,-0.671,
1587.2,-0.667,
1587.4,-0.652,
1587.6,-0.642,
1587.8,-0.633,
1588.0,-0.628,
1588.2,-0.609,
1588.4,-0.604,
1588.6,-0.589,
1588.8,-0.580,
1589.0,-0.570,
1589.2,-0.560,
1589.4,-0.556,
1589.6,-0.541,
1589.8,-0.536,
1590.0,-0.522,
1590.2,-0.512,
1590.4,-0.498,
1590.6,-0.488,
1590.8,-0.483,
1591.0,-0.464,
1591.2,-0.450,
1591.4,-0.435,
1591.6,-0.416,
1591.8,-0.396,
1592.0,-0.377,
1592.2,-0.348,
1592.4,-0.329,
1592.6,-0.300,
1592.8,-0.271,
1593.0,-0.233,
1593.2,-0.189,
1593.4,-0.155,
1593.6,-0.112,
1593.8,-0.068,
1594.0,-0.025,
1594.2,0.028,
1594.4,0.086,
1594.6,0.134,
1594.8,0.163,
1595.0,0.211,
1595.2,0.240,
1595.4,0.259,
1595.6,0.279,
1595.8,0.293,
1596.0,0.303,
1596.2,0.332,
1596.4,0.337,
1596.6,0.356,
1596.8,0.370,
1597.0,0.395,
1597.2,0.404,
1597.4,0.424,
1597.6,0.428,
1597.8,0.452,
1598.0,0.476,
1598.2,0.486,
1598.4,0.500,
1598.6,0.529,
1598.8,0.554,
1599.0,0.587,
1599.2,0.621,
1599.4,0.645,
1599.6,0.694,
1599.8,0.727,
1600.0,0.742,
1600.2,0.771,
1600.4,0.800,
1600.6,0.819,
1600.8,0.824,
1601.0,0.843,
1601.2,0.867,
1601.4,0.862,
1601.6,0.920,
1601.8,0.925,
1602.0,0.930,
1602.2,0.935,
1602.4,0.983,
1602.6,0.992,
1602.8,1.002,
1603.0,1.031,
1603.2,1.065,
1603.4,1.089,
1603.6,1.133,
1603.8,1.171,
1604.0,1.195,
1604.2,1.219,
1604.4,1.243,
1604.6,1.258,
1604.8,1.263,
1605.0,1.258,
1605.2,1.258,
1605.4,1.258,
1605.6,1.243,
1605.8,1.234,
1606.0,1.224,
1606.2,1.214,
1606.4,1.205,
1606.6,1.195,
1606.8,1.171,
1607.0,1.152,
1607.2,1.133,
1607.4,1.108,
1607.6,1.099,
1607.8,1.084,
1608.0,1.060,
1608.2,1.046,
1608.4,1.021,
1608.6,0.978,
1608.8,0.949,
1609.0,0.930,
1609.2,0.887,
1609.4,0.862,
1609.6,0.824,
1609.8,0.800,
1610.0,0.756,
1610.2,0.708,
1610.4,0.655,
1610.6,0.583,
1610.8,0.500,
1611.0,0.375,
1611.2,0.240,
1611.4,0.163,
1611.6,0.163,
1611.8,0.154,
1612.0,0.154,
1612.2,0.149,
1612.4,0.144,
1612.6,0.139,
1612.8,0.134,
1613.0,0.129,
1613.2,0.125,
1613.4,0.120,
1613.6,0.120,
1613.8,0.105,
1614.0,0.100,
1614.2,0.105,
1614.4,0.096,
1614.6,0.091,
1614.8,0.091,
1615.0,0.091,
1615.2,0.091,
1615.4,0.086,
1615.6,0.081,
1615.8,0.081,
1616.0,0.076,
1616.2,0.067,
1616.4,0.067,
1616.6,0.062,
1616.8,0.062,
1617.0,0.057,
1617.2,0.052,
1617.4,0.052,
1617.6,0.042,
1617.8,0.038,
1618.0,0.033,
1618.2,0.023,
1618.4,0.023,
1618.6,0.013,
1618.8,0.009,
1619.0,0.004,
1619.2,-0.011,
1619.4,-0.016,
1619.6,-0.020,
1619.8,-0.035,
1620.0,-0.035,
1620.2,-0.044,
1620.4,-0.054,
1620.6,-0.064,
1620.8,-0.073,
1621.0,-0.088,
1621.2,-0.092,
1621.4,-0.107,
1621.6,-0.107,
1621.8,-0.112,
1622.0,-0.117,
1622.2,-0.121,
1622.4,-0.126,
1622.6,-0.126,
1622.8,-0.141,
1623.0,-0.146,
1623.2,-0.155,
1623.4,-0.165,
1623.6,-0.179,
1623.8,-0.189,
1624.0,-0.194,
1624.2,-0.194,
1624.4,-0.194,
1624.6,-0.204,
1624.8,-0.208,
1625.0,-0.218,
1625.2,-0.208,
1625.4,-0.223,
1625.6,-0.208,
1625.8,-0.242,
1626.0,-0.233,
1626.2,-0.247,
1626.4,-0.252,
1626.6,-0.257,
1626.8,-0.252,
1627.0,-0.262,
1627.2,-0.257,
1627.4,-0.262,
1627.6,-0.266,
1627.8,-0.281,
1628.0,-0.290,
1628.2,-0.290,
1628.4,-0.286,
1628.6,-0.300,
1628.8,-0.310,
1629.0,-0.310,
1629.2,-0.310,
1629.4,-0.310,
1629.6,-0.319,
1629.8,-0.319,
1630.0,-0.343,
1630.2,-0.338,
1630.4,-0.353,
1630.6,-0.358,
1630.8,-0.377,
1631.0,-0.392,
1631.2,-0.392,
1631.4,-0.401,
1631.6,-0.425,
1631.8,-0.411,
1632.0,-0.435,
1632.2,-0.440,
1632.4,-0.464,
1632.6,-0.440,
1632.8,-0.483,
1633.0,-0.498,
1633.2,-0.498,
1633.4,-0.522,
1633.6,-0.532,
1633.8,-0.527,
1634.0,-0.517,
1634.2,-0.532,
1634.4,-0.580,
1634.6,-0.642,
1634.8,-0.667,
1635.0,-0.686,
1635.2,-0.710,
1635.4,-0.734,
1635.6,-0.729,
1635.8,-0.768,
1636.0,-0.792,
1636.2,-0.797,
1636.4,-0.826,
1636.6,-0.835,
1636.8,-0.826,
1637.0,-0.840,
1637.2,-0.859,
1637.4,-0.859,
1637.6,-0.879,
1637.8,-0.874,
1638.0,-0.879,
1638.2,-0.879,
1638.4,-0.864,
1638.6,-0.859,
1638.8,-0.888,
1639.0,-0.874,
1639.2,-0.859,
1639.4,-0.859,
1639.6,-0.888,
1639.8,-0.898,
1640.0,-0.869,
1640.2,-0.859,
1640.4,-0.903,
1640.6,-0.898,
1640.8,-0.883,
1641.0,-0.869,
1641.2,-0.874,
1641.4,-0.893,
1641.6,-0.908,
1641.8,-0.912,
1642.0,-0.903,
1642.2,-0.908,
1642.4,-0.912,
1642.6,-0.917,
1642.8,-0.908,
1643.0,-0.932,
1643.2,-0.937,
1643.4,-0.932,
1643.6,-0.946,
1643.8,-0.937,
1644.0,-0.961,
1644.2,-0.922,
1644.4,-0.922,
1644.6,-0.932,
1644.8,-0.927,
1645.0,-0.941,
1645.2,-0.922,
1645.4,-0.917,
1645.6,-0.927,
1645.8,-0.932,
1646.0,-0.922,
1646.2,-0.937,
1646.4,-0.917,
1646.6,-0.903,
1646.8,-0.917,
1647.0,-0.927,
1647.2,-0.917,
1647.4,-0.917,
1647.6,-0.912,
1647.8,-0.917,
1648.0,-0.927,
1648.2,-0.922,
1648.4,-0.908,
1648.6,-0.927,
1648.8,-0.932,
1649.0,-0.917,
1649.2,-0.917,
1649.4,-0.912,
1649.6,-0.922,
1649.8,-0.922,
1650.0,-0.937,
1650.2,-0.927,
1650.4,-0.927,
1650.6,-0.922,
1650.8,-0.956,
1651.0,-0.937,
1651.2,-0.961,
1651.4,-0.951,
1651.6,-0.956,
1651.8,-0.951,
1652.0,-0.961,
1652.2,-0.975,
1652.4,-0.985,
1652.6,-0.966,
1652.8,-0.966,
1653.0,-0.970,
1653.2,-0.990,
1653.4,-0.980,
1653.6,-0.995,
1653.8,-0.995,
1654.0,-0.985,
1654.2,-1.004,
1654.4,-1.033,
1654.6,-1.024,
1654.8,-1.019,
1655.0,-1.019,
1655.2,-1.033,
1655.4,-1.052,
1655.6,-1.072,
1655.8,-1.052,
1656.0,-1.057,
1656.2,-1.072,
1656.4,-1.067,
1656.6,-1.052,
1656.8,-1.038,
1657.0,-1.043,
1657.2,-1.033,
1657.4,-1.033,
1657.6,-1.062,
1657.8,-1.028,
1658.0,-0.937,
1658.2,-0.917,
1658.4,-0.912,
1658.6,-0.912,
1658.8,-0.879,
1659.0,-0.864,
1659.2,-0.821,
1659.4,-0.797,
1659.6,-0.806,
1659.8,-0.782,
1660.0,-0.758,
1660.2,-0.734,
1660.4,-0.739,
1660.6,-0.705,
1660.8,-0.695,
1661.0,-0.662,
1661.2,-0.671,
1661.4,-0.657,
1661.6,-0.662,
1661.8,-0.662,
1662.0,-0.657,
1662.2,-0.662,
1662.4,-0.657,
1662.6,-0.657,
1662.8,-0.657,
1663.0,-0.657,
1663.2,-0.657,
1663.4,-0.662,
1663.6,-0.662,
1663.8,-0.657,
1664.0,-0.657,
1664.2,-0.657,
1664.4,-0.662,
1664.6,-0.657,
1664.8,-0.657,
1665.0,-0.657,
1665.2,-0.652,
1665.4,-0.647,
1665.6,-0.652,
1665.8,-0.652,
1666.0,-0.652,
1666.2,-0.647,
1666.4,-0.647,
1666.6,-0.647,
1666.8,-0.647,
1667.0,-0.652,
1667.2,-0.647,
1667.4,-0.652,
1667.6,-0.652,
1667.8,-0.652,
1668.0,-0.652,
1668.2,-0.642,
1668.4,-0.642,
1668.6,-0.642,
1668.8,-0.638,
1669.0,-0.642,
1669.2,-0.633,
1669.4,-0.638,
1669.6,-0.638,
1669.8,-0.642,
1670.0,-0.638,
1670.2,-0.638,
1670.4,-0.633,
1670.6,-0.633,
1670.8,-0.633,
1671.0,-0.638,
1671.2,-0.633,
1671.4,-0.633,
1671.6,-0.633,
1671.8,-0.633,
1672.0,-0.638,
1672.2,-0.638,
1672.4,-0.638,
1672.6,-0.638,
1672.8,-0.633,
1673.0,-0.628,
1673.2,-0.633,
1673.4,-0.633,
1673.6,-0.628,
1673.8,-0.633,
1674.0,-0.633,
1674.2,-0.633,
1674.4,-0.633,
1674.6,-0.628,
1674.8,-0.628,
1675.0,-0.633,
1675.2,-0.633,
1675.4,-0.633,
1675.6,-0.633,
1675.8,-0.628,
1676.0,-0.638,
1676.2,-0.633,
1676.4,-0.638,
1676.6,-0.638,
1676.8,-0.633,
1677.0,-0.638,
1677.2,-0.638,
1677.4,-0.638,
1677.6,-0.638,
1677.8,-0.633,
1678.0,-0.642,
1678.2,-0.642,
1678.4,-0.642,
1678.6,-0.638,
1678.8,-0.638,
1679.0,-0.638,
1679.2,-0.638,
1679.4,-0.633,
1679.6,-0.633,
1679.8,-0.628,
1680.0,-0.628,
1680.2,-0.628,
1680.4,-0.628,
1680.6,-0.623,
1680.8,-0.628,
1681.0,-0.623,
1681.2,-0.628,
1681.4,-0.628,
1681.6,-0.623,
1681.8,-0.628,
1682.0,-0.623,
1682.2,-0.628,
1682.4,-0.628,
1682.6,-0.628,
1682.8,-0.628,
1683.0,-0.618,
1683.2,-0.623,
1683.4,-0.628,
1683.6,-0.618,
1683.8,-0.623,
1684.0,-0.623,
1684.2,-0.628,
1684.4,-0.618,
1684.6,-0.618,
1684.8,-0.618,
1685.0,-0.628,
1685.2,-0.628,
1685.4,-0.628,
1685.6,-0.628,
1685.8,-0.628,
1686.0,-0.628,
1686.2,-0.628,
1686.4,-0.628,
1686.6,-0.628,
1686.8,-0.628,
1687.0,-0.633,
1687.2,-0.628,
1687.4,-0.628,
1687.6,-0.628,
1687.8,-0.633,
1688.0,-0.628,
1688.2,-0.628,
1688.4,-0.628,
1688.6,-0.633,
1688.8,-0.628,
1689.0,-0.628,
1689.2,-0.638,
1689.4,-0.633,
1689.6,-0.633,
1689.8,-0.633,
1690.0,-0.633,
1690.2,-0.638,
1690.4,-0.642,
1690.6,-0.642,
1690.8,-0.638,
1691.0,-0.642,
1691.2,-0.633,
1691.4,-0.642,
1691.6,-0.642,
1691.8,-0.642,
1692.0,-0.642,
1692.2,-0.638,
1692.4,-0.642,
1692.6,-0.638,
1692.8,-0.633,
1693.0,-0.638,
1693.2,-0.633,
1693.4,-0.633,
1693.6,-0.633,
1693.8,-0.628,
1694.0,-0.628,
1694.2,-0.628,
1694.4,-0.628,
1694.6,-0.628,
1694.8,-0.628,
1695.0,-0.628,
1695.2,-0.628,
1695.4,-0.628,
1695.6,-0.628,
1695.8,-0.628,
1696.0,-0.623,
1696.2,-0.618,
1696.4,-0.618,
1696.6,-0.618,
1696.8,-0.613,
1697.0,-0.618,
1697.2,-0.609,
1697.4,-0.613,
1697.6,-0.609,
1697.8,-0.609,
1698.0,-0.609,
1698.2,-0.604,
1698.4,-0.604,
1698.6,-0.594,
1698.8,-0.599,
1699.0,-0.589,
1699.2,-0.589,
1699.4,-0.589,
1699.6,-0.584,
1699.8,-0.580,
1700.0,-0.575,
1700.2,-0.575,
1700.4,-0.570,
1700.6,-0.570,
1700.8,-0.570,
1701.0,-0.565,
1701.2,-0.560,
1701.4,-0.551,
1701.6,-0.546,
1701.8,-0.541,
1702.0,-0.541,
1702.2,-0.541,
1702.4,-0.536,
1702.6,-0.532,
1702.8,-0.532,
1703.0,-0.527,
1703.2,-0.522,
1703.4,-0.517,
1703.6,-0.517,
1703.8,-0.517,
1704.0,-0.512,
1704.2,-0.508,
1704.4,-0.503,
1704.6,-0.508,
1704.8,-0.498,
1705.0,-0.498,
1705.2,-0.493,
1705.4,-0.488,
1705.6,-0.483,
1705.8,-0.479,
1706.0,-0.474,
1706.2,-0.469,
1706.4,-0.459,
1706.6,-0.459,
1706.8,-0.454,
1707.0,-0.450,
1707.2,-0.440,
1707.4,-0.440,
1707.6,-0.430,
1707.8,-0.425,
1708.0,-0.421,
1708.2,-0.416,
1708.4,-0.416,
1708.6,-0.401,
1708.8,-0.396,
1709.0,-0.387,
1709.2,-0.377,
1709.4,-0.372,
1709.6,-0.372,
1709.8,-0.363,
1710.0,-0.348,
1710.2,-0.343,
1710.4,-0.334,
1710.6,-0.324,
1710.8,-0.319,
1711.0,-0.305,
1711.2,-0.300,
1711.4,-0.290,
1711.6,-0.271,
1711.8,-0.262,
1712.0,-0.252,
1712.2,-0.242,
1712.4,-0.223,
