"Time","Potential 2","Potential 1"
10558.6,-0.638,
10558.8,-0.652,
10559.0,-0.642,
10559.2,-0.633,
10559.4,-0.642,
10559.6,-0.633,
10559.8,-0.628,
10560.0,-0.628,
10560.2,-0.662,
10560.4,-0.638,
10560.6,-0.667,
10560.8,-0.647,
10561.0,-0.667,
10561.2,-0.642,
10561.4,-0.633,
10561.6,-0.638,
10561.8,-0.628,
10562.0,-0.609,
10562.2,-0.580,
10562.4,-0.570,
10562.6,-0.532,
10562.8,-0.503,
10563.0,-0.474,
10563.2,-0.440,
10563.4,-0.392,
10563.6,-0.363,
10563.8,-0.363,
10564.0,-0.353,
10564.2,-0.348,
10564.4,-0.343,
10564.6,-0.338,
10564.8,-0.310,
10565.0,-0.324,
10565.2,-0.300,
10565.4,-0.319,
10565.6,-0.314,
10565.8,-0.295,
10566.0,-0.281,
10566.2,-0.276,
10566.4,-0.290,
10566.6,-0.266,
10566.8,-0.276,
10567.0,-0.262,
10567.2,-0.271,
10567.4,-0.266,
10567.6,-0.262,
10567.8,-0.262,
10568.0,-0.257,
10568.2,-0.252,
10568.4,-0.247,
10568.6,-0.242,
10568.8,-0.204,
10569.0,-0.204,
10569.2,-0.218,
10569.4,-0.208,
10569.6,-0.204,
10569.8,-0.194,
10570.0,-0.189,
10570.2,-0.179,
10570.4,-0.170,
10570.6,-0.155,
10570.8,-0.141,
10571.0,-0.131,
10571.2,-0.121,
10571.4,-0.107,
10571.6,-0.102,
10571.8,-0.088,
10572.0,-0.078,
10572.2,-0.068,
10572.4,-0.059,
10572.6,-0.044,
10572.8,-0.035,
10573.0,-0.030,
10573.2,-0.016,
10573.4,-0.006,
10573.6,0.004,
10573.8,0.004,
10574.0,0.023,
10574.2,0.038,
10574.4,0.047,
10574.6,0.052,
10574.8,0.067,
10575.0,0.081,
10575.2,0.086,
10575.4,0.139,
10575.6,0.149,
10575.8,0.163,
10576.0,0.168,
10576.2,0.129,
10576.4,0.144,
10576.6,0.163,
10576.8,0.230,
10577.0,0.192,
10577.2,0.221,
10577.4,0.221,
10577.6,0.240,
10577.8,0.298,
10578.0,0.269,
10578.2,0.284,
10578.4,0.298,
10578.6,0.317,
10578.8,0.346,
10579.0,0.370,
10579.2,0.395,
10579.4,0.414,
10579.6,0.443,
10579.8,0.462,
10580.0,0.486,
10580.2,0.500,
10580.4,0.529,
10580.6,0.539,
10580.8,0.544,
10581.0,0.558,
10581.2,0.578,
10581.4,0.631,
10581.6,0.641,
10581.8,0.597,
10582.0,0.602,
10582.2,0.641,
10582.4,0.665,
10582.6,0.674,
10582.8,0.621,
10583.0,0.645,
10583.2,0.592,
10583.4,0.621,
10583.6,0.395,
10583.8,0.645,
10584.0,0.703,
10584.2,0.718,
10584.4,0.694,
10584.6,0.703,
10584.8,0.718,
10585.0,0.713,
10585.2,0.722,
10585.4,0.665,
10585.6,0.722,
10585.8,0.761,
10586.0,0.708,
10586.2,0.771,
10586.4,0.780,
10586.6,0.737,
10586.8,0.746,
10587.0,0.775,
10587.2,0.804,
10587.4,0.819,
10587.6,0.833,
10587.8,0.824,
10588.0,0.848,
10588.2,0.848,
10588.4,0.809,
10588.6,0.872,
10588.8,0.887,
10589.0,0.887,
10589.2,0.877,
10589.4,0.867,
10589.6,0.916,
10589.8,0.911,
10590.0,0.911,
10590.2,0.925,
10590.4,0.944,
10590.6,0.940,
10590.8,0.949,
10591.0,0.968,
10591.2,0.944,
10591.4,0.949,
10591.6,0.964,
10591.8,0.959,
10592.0,0.964,
10592.2,0.968,
10592.4,0.978,
10592.6,0.978,
10592.8,0.973,
10593.0,0.968,
10593.2,0.968,
10593.4,0.940,
10593.6,0.949,
10593.8,0.959,
10594.0,0.954,
10594.2,0.964,
10594.4,0.964,
10594.6,0.964,
10594.8,0.968,
10595.0,0.973,
10595.2,0.968,
10595.4,0.973,
10595.6,0.978,
10595.8,0.973,
10596.0,1.026,
10596.2,1.012,
10596.4,1.026,
10596.6,1.031,
10596.8,1.041,
10597.0,1.041,
10597.2,0.968,
10597.4,0.838,
10597.6,0.887,
10597.8,1.031,
10598.0,1.026,
10598.2,1.065,
10598.4,1.060,
10598.6,1.070,
10598.8,1.065,
10599.0,1.070,
10599.2,1.070,
10599.4,1.075,
10599.6,1.099,
10599.8,1.089,
10600.0,1.084,
10600.2,1.089,
10600.4,1.079,
10600.6,1.079,
10600.8,1.070,
10601.0,1.070,
10601.2,1.065,
10601.4,1.065,
10601.6,1.036,
10601.8,1.041,
10602.0,1.031,
10602.2,1.026,
10602.4,1.012,
10602.6,0.992,
10602.8,0.992,
10603.0,0.988,
10603.2,0.978,
10603.4,0.973,
10603.6,0.968,
10603.8,0.968,
10604.0,0.968,
10604.2,0.954,
10604.4,0.954,
10604.6,0.949,
10604.8,0.949,
10605.0,0.940,
10605.2,0.925,
10605.4,0.916,
10605.6,0.906,
10605.8,0.901,
10606.0,0.887,
10606.2,0.877,
10606.4,0.862,
10606.6,0.858,
10606.8,0.853,
10607.0,0.838,
10607.2,0.819,
10607.4,0.819,
10607.6,0.804,
10607.8,0.790,
10608.0,0.780,
10608.2,0.761,
10608.4,0.751,
10608.6,0.737,
10608.8,0.737,
10609.0,0.718,
10609.2,0.713,
10609.4,0.703,
10609.6,0.684,
10609.8,0.665,
10610.0,0.650,
10610.2,0.631,
10610.4,0.616,
10610.6,0.597,
10610.8,0.583,
10611.0,0.558,
10611.2,0.544,
10611.4,0.529,
10611.6,0.515,
10611.8,0.496,
10612.0,0.476,
10612.2,0.452,
10612.4,0.438,
10612.6,0.409,
10612.8,0.366,
10613.0,0.317,
10613.2,0.284,
10613.4,0.250,
10613.6,0.206,
10613.8,0.154,
10614.0,0.105,
10614.2,0.100,
10614.4,0.100,
10614.6,0.100,
10614.8,0.096,
10615.0,0.091,
10615.2,0.086,
10615.4,0.086,
10615.6,0.086,
10615.8,0.086,
10616.0,0.076,
10616.2,0.081,
10616.4,0.076,
10616.6,0.076,
10616.8,0.067,
10617.0,0.067,
10617.2,0.067,
10617.4,0.062,
10617.6,0.057,
10617.8,0.057,
10618.0,0.052,
10618.2,0.052,
10618.4,0.047,
10618.6,0.047,
10618.8,0.042,
10619.0,0.038,
10619.2,0.038,
10619.4,0.028,
10619.6,0.033,
10619.8,0.033,
10620.0,0.013,
10620.2,0.013,
10620.4,0.009,
10620.6,0.009,
10620.8,0.009,
10621.0,0.009,
10621.2,0.009,
10621.4,-0.001,
10621.6,-0.001,
10621.8,-0.001,
10622.0,0.009,
10622.2,0.004,
10622.4,-0.001,
10622.6,-0.001,
10622.8,-0.006,
10623.0,-0.011,
10623.2,-0.011,
10623.4,-0.016,
10623.6,-0.016,
10623.8,-0.020,
10624.0,-0.020,
10624.2,-0.025,
10624.4,-0.030,
10624.6,-0.035,
10624.8,-0.035,
10625.0,-0.040,
10625.2,-0.049,
10625.4,-0.049,
10625.6,-0.054,
10625.8,-0.054,
10626.0,-0.064,
10626.2,-0.068,
10626.4,-0.068,
10626.6,-0.073,
10626.8,-0.083,
10627.0,-0.088,
10627.2,-0.088,
10627.4,-0.102,
10627.6,-0.107,
10627.8,-0.112,
10628.0,-0.117,
10628.2,-0.126,
10628.4,-0.131,
10628.6,-0.136,
10628.8,-0.146,
10629.0,-0.146,
10629.2,-0.150,
10629.4,-0.155,
10629.6,-0.160,
10629.8,-0.165,
10630.0,-0.170,
10630.2,-0.175,
10630.4,-0.179,
10630.6,-0.189,
10630.8,-0.199,
10631.0,-0.208,
10631.2,-0.208,
10631.4,-0.213,
10631.6,-0.233,
10631.8,-0.242,
10632.0,-0.242,
10632.2,-0.242,
10632.4,-0.242,
10632.6,-0.242,
10632.8,-0.242,
10633.0,-0.262,
10633.2,-0.262,
10633.4,-0.262,
10633.6,-0.257,
10633.8,-0.257,
10634.0,-0.262,
10634.2,-0.276,
10634.4,-0.281,
10634.6,-0.286,
10634.8,-0.281,
10635.0,-0.290,
10635.2,-0.305,
10635.4,-0.300,
10635.6,-0.300,
10635.8,-0.319,
10636.0,-0.329,
10636.2,-0.338,
10636.4,-0.329,
10636.6,-0.334,
10636.8,-0.334,
10637.0,-0.353,
10637.2,-0.363,
10637.4,-0.363,
10637.6,-0.367,
10637.8,-0.314,
10638.0,-0.377,
10638.2,-0.363,
10638.4,-0.396,
10638.6,-0.421,
10638.8,-0.450,
10639.0,-0.459,
10639.2,-0.479,
10639.4,-0.503,
10639.6,-0.532,
10639.8,-0.546,
10640.0,-0.570,
10640.2,-0.584,
10640.4,-0.551,
10640.6,-0.609,
10640.8,-0.618,
10641.0,-0.652,
10641.2,-0.647,
10641.4,-0.638,
10641.6,-0.652,
10641.8,-0.638,
10642.0,-0.628,
10642.2,-0.633,
10642.4,-0.628,
10642.6,-0.633,
10642.8,-0.638,
10643.0,-0.638,
10643.2,-0.638,
10643.4,-0.633,
10643.6,-0.638,
10643.8,-0.647,
10644.0,-0.647,
10644.2,-0.647,
10644.4,-0.667,
10644.6,-0.667,
10644.8,-0.652,
10645.0,-0.638,
10645.2,-0.647,
10645.4,-0.628,
10645.6,-0.623,
10645.8,-0.594,
10646.0,-0.580,
10646.2,-0.536,
10646.4,-0.527,
10646.6,-0.517,
10646.8,-0.479,
10647.0,-0.416,
10647.2,-0.416,
10647.4,-0.363,
10647.6,-0.367,
10647.8,-0.363,
10648.0,-0.353,
10648.2,-0.353,
10648.4,-0.343,
10648.6,-0.343,
10648.8,-0.338,
10649.0,-0.334,
10649.2,-0.324,
10649.4,-0.324,
10649.6,-0.319,
10649.8,-0.319,
10650.0,-0.310,
10650.2,-0.305,
10650.4,-0.300,
10650.6,-0.300,
10650.8,-0.295,
10651.0,-0.295,
10651.2,-0.286,
10651.4,-0.286,
10651.6,-0.281,
10651.8,-0.276,
10652.0,-0.276,
10652.2,-0.271,
10652.4,-0.271,
10652.6,-0.242,
10652.8,-0.262,
10653.0,-0.252,
10653.2,-0.247,
10653.4,-0.252,
10653.6,-0.252,
10653.8,-0.242,
10654.0,-0.242,
10654.2,-0.233,
10654.4,-0.223,
10654.6,-0.189,
10654.8,-0.213,
10655.0,-0.208,
10655.2,-0.208,
10655.4,-0.194,
10655.6,-0.194,
10655.8,-0.189,
10656.0,-0.179,
10656.2,-0.175,
10656.4,-0.179,
10656.6,-0.165,
10656.8,-0.150,
10657.0,-0.141,
10657.2,-0.146,
10657.4,-0.136,
10657.6,-0.126,
10657.8,-0.126,
10658.0,-0.112,
10658.2,-0.107,
10658.4,-0.092,
10658.6,-0.078,
10658.8,-0.088,
10659.0,-0.078,
10659.2,-0.073,
10659.4,-0.059,
10659.6,-0.059,
10659.8,-0.044,
10660.0,-0.054,
10660.2,-0.011,
10660.4,-0.035,
10660.6,-0.016,
10660.8,-0.030,
10661.0,-0.016,
10661.2,-0.001,
10661.4,-0.006,
10661.6,0.009,
10661.8,0.009,
10662.0,0.018,
10662.2,0.023,
10662.4,0.028,
10662.6,0.042,
10662.8,0.047,
10663.0,0.052,
10663.2,0.057,
10663.4,0.067,
10663.6,0.076,
10663.8,0.086,
10664.0,0.091,
10664.2,0.100,
10664.4,0.115,
10664.6,0.120,
10664.8,0.129,
10665.0,0.144,
10665.2,0.149,
10665.4,0.163,
10665.6,0.173,
10665.8,0.182,
10666.0,0.192,
10666.2,0.259,
10666.4,0.216,
10666.6,0.245,
10666.8,0.255,
10667.0,0.269,
10667.2,0.279,
10667.4,0.298,
10667.6,0.317,
10667.8,0.332,
10668.0,0.361,
10668.2,0.395,
10668.4,0.414,
10668.6,0.356,
10668.8,0.457,
10669.0,0.486,
10669.2,0.500,
10669.4,0.529,
10669.6,0.544,
10669.8,0.549,
10670.0,0.573,
10670.2,0.602,
10670.4,0.607,
10670.6,0.549,
10670.8,0.332,
10671.0,0.670,
10671.2,0.674,
10671.4,0.636,
10671.6,0.645,
10671.8,0.655,
10672.0,0.655,
10672.2,0.670,
10672.4,0.679,
10672.6,0.684,
10672.8,0.694,
10673.0,0.698,
10673.2,0.713,
10673.4,0.718,
10673.6,0.722,
10673.8,0.737,
10674.0,0.746,
10674.2,0.746,
10674.4,0.756,
10674.6,0.771,
10674.8,0.775,
10675.0,0.795,
10675.2,0.809,
10675.4,0.819,
10675.6,0.843,
10675.8,0.858,
10676.0,0.877,
10676.2,0.896,
10676.4,0.916,
10676.6,0.930,
10676.8,0.916,
10677.0,0.925,
10677.2,0.935,
10677.4,0.935,
10677.6,0.944,
10677.8,0.968,
10678.0,0.978,
10678.2,0.973,
10678.4,0.978,
10678.6,0.978,
10678.8,0.973,
10679.0,0.983,
10679.2,0.992,
10679.4,1.021,
10679.6,1.041,
10679.8,1.050,
10680.0,1.065,
10680.2,1.079,
10680.4,1.084,
10680.6,1.079,
10680.8,1.079,
10681.0,1.065,
10681.2,1.046,
10681.4,1.031,
10681.6,1.007,
10681.8,0.992,
10682.0,0.978,
10682.2,0.949,
10682.4,0.940,
10682.6,0.901,
10682.8,0.887,
10683.0,0.862,
10683.2,0.838,
10683.4,0.814,
10683.6,0.785,
10683.8,0.756,
10684.0,0.732,
10684.2,0.703,
10684.4,0.674,
10684.6,0.641,
10684.8,0.607,
10685.0,0.563,
10685.2,0.529,
10685.4,0.486,
10685.6,0.452,
10685.8,0.375,
10686.0,0.288,
10686.2,0.178,
10686.4,0.100,
10686.6,0.091,
10686.8,0.086,
10687.0,0.076,
10687.2,0.076,
10687.4,0.067,
10687.6,0.062,
10687.8,0.057,
10688.0,0.047,
10688.2,0.038,
10688.4,0.033,
10688.6,0.023,
10688.8,0.023,
10689.0,0.018,
10689.2,0.013,
10689.4,0.009,
10689.6,0.004,
10689.8,-0.011,
10690.0,-0.011,
10690.2,-0.016,
10690.4,-0.025,
10690.6,-0.030,
10690.8,-0.040,
10691.0,-0.049,
10691.2,-0.054,
10691.4,-0.068,
10691.6,-0.078,
10691.8,-0.088,
10692.0,-0.097,
10692.2,-0.117,
10692.4,-0.126,
10692.6,-0.146,
10692.8,-0.150,
10693.0,-0.155,
10693.2,-0.170,
10693.4,-0.184,
10693.6,-0.194,
10693.8,-0.204,
10694.0,-0.208,
10694.2,-0.223,
10694.4,-0.262,
10694.6,-0.262,
10694.8,-0.276,
10695.0,-0.276,
10695.2,-0.290,
10695.4,-0.262,
10695.6,-0.286,
10695.8,-0.286,
10696.0,-0.295,
10696.2,-0.310,
10696.4,-0.319,
10696.6,-0.334,
10696.8,-0.329,
10697.0,-0.358,
10697.2,-0.367,
10697.4,-0.367,
10697.6,-0.392,
10697.8,-0.396,
10698.0,-0.425,
10698.2,-0.474,
10698.4,-0.512,
10698.6,-0.536,
10698.8,-0.556,
10699.0,-0.613,
10699.2,-0.657,
10699.4,-0.647,
10699.6,-0.642,
10699.8,-0.647,
10700.0,-0.642,
10700.2,-0.657,
10700.4,-0.638,
10700.6,-0.652,
10700.8,-0.657,
10701.0,-0.667,
10701.2,-0.671,
10701.4,-0.662,
10701.6,-0.652,
10701.8,-0.642,
10702.0,-0.628,
10702.2,-0.613,
10702.4,-0.565,
10702.6,-0.580,
10702.8,-0.498,
10703.0,-0.440,
10703.2,-0.421,
10703.4,-0.367,
10703.6,-0.358,
10703.8,-0.348,
10704.0,-0.348,
10704.2,-0.338,
10704.4,-0.334,
10704.6,-0.324,
10704.8,-0.319,
10705.0,-0.314,
10705.2,-0.310,
10705.4,-0.305,
10705.6,-0.300,
10705.8,-0.295,
10706.0,-0.286,
10706.2,-0.286,
10706.4,-0.300,
10706.6,-0.271,
10706.8,-0.266,
10707.0,-0.262,
10707.2,-0.262,
10707.4,-0.257,
10707.6,-0.257,
10707.8,-0.247,
10708.0,-0.242,
10708.2,-0.242,
10708.4,-0.242,
10708.6,-0.233,
10708.8,-0.213,
10709.0,-0.204,
10709.2,-0.204,
10709.4,-0.194,
10709.6,-0.184,
10709.8,-0.170,
10710.0,-0.170,
10710.2,-0.155,
10710.4,-0.146,
10710.6,-0.141,
10710.8,-0.126,
10711.0,-0.117,
10711.2,-0.107,
10711.4,-0.097,
10711.6,-0.088,
10711.8,-0.078,
10712.0,-0.068,
10712.2,-0.059,
10712.4,-0.049,
10712.6,-0.040,
10712.8,-0.030,
10713.0,-0.020,
10713.2,-0.011,
10713.4,-0.006,
10713.6,0.047,
10713.8,0.057,
10714.0,0.023,
10714.2,0.042,
10714.4,0.096,
10714.6,0.062,
10714.8,0.081,
10715.0,0.091,
10715.2,0.091,
10715.4,0.115,
10715.6,0.120,
10715.8,0.139,
10716.0,0.158,
10716.2,0.168,
10716.4,0.187,
10716.6,0.202,
10716.8,0.216,
10717.0,0.235,
10717.2,0.264,
10717.4,0.279,
10717.6,0.264,
10717.8,0.255,
10718.0,0.327,
10718.2,0.375,
10718.4,0.375,
10718.6,0.424,
10718.8,0.472,
10719.0,0.476,
10719.2,0.583,
10719.4,0.549,
10719.6,0.563,
10719.8,0.597,
10720.0,0.631,
10720.2,0.597,
10720.4,0.621,
10720.6,0.645,
10720.8,0.660,
10721.0,0.679,
10721.2,0.679,
10721.4,0.689,
10721.6,0.689,
10721.8,0.698,
10722.0,0.713,
10722.2,0.722,
10722.4,0.732,
10722.6,0.780,
10722.8,0.742,
10723.0,0.804,
10723.2,0.766,
10723.4,0.761,
10723.6,0.544,
10723.8,0.573,
10724.0,0.583,
10724.2,0.612,
10724.4,0.862,
10724.6,0.809,
10724.8,0.867,
10725.0,0.920,
10725.2,0.978,
10725.4,0.973,
10725.6,0.973,
10725.8,0.968,
10726.0,0.954,
10726.2,0.978,
10726.4,0.973,
10726.6,0.978,
10726.8,0.978,
10727.0,1.002,
10727.2,1.031,
10727.4,1.050,
10727.6,1.065,
10727.8,1.079,
10728.0,1.084,
10728.2,1.055,
10728.4,1.065,
10728.6,1.070,
10728.8,1.070,
10729.0,1.065,
10729.2,1.041,
10729.4,1.031,
10729.6,1.021,
10729.8,0.992,
10730.0,0.973,
10730.2,0.964,
10730.4,0.949,
10730.6,0.925,
10730.8,0.901,
10731.0,0.872,
10731.2,0.858,
10731.4,0.824,
10731.6,0.804,
10731.8,0.785,
10732.0,0.761,
10732.2,0.742,
10732.4,0.713,
10732.6,0.684,
10732.8,0.655,
10733.0,0.626,
10733.2,0.597,
10733.4,0.558,
10733.6,0.529,
10733.8,0.491,
10734.0,0.452,
10734.2,0.395,
10734.4,0.337,
10734.6,0.245,
10734.8,0.144,
10735.0,0.096,
10735.2,0.086,
10735.4,0.081,
10735.6,0.076,
10735.8,0.081,
10736.0,0.071,
10736.2,0.067,
10736.4,0.067,
10736.6,0.057,
10736.8,0.052,
10737.0,0.038,
10737.2,0.038,
10737.4,0.033,
10737.6,0.023,
10737.8,0.023,
10738.0,0.013,
10738.2,0.004,
10738.4,0.013,
10738.6,0.009,
10738.8,-0.001,
10739.0,-0.006,
10739.2,-0.011,
10739.4,-0.016,
10739.6,-0.025,
10739.8,-0.044,
10740.0,-0.035,
10740.2,-0.054,
10740.4,-0.068,
10740.6,-0.054,
10740.8,-0.083,
10741.0,-0.092,
10741.2,-0.083,
10741.4,-0.092,
10741.6,-0.102,
10741.8,-0.121,
10742.0,-0.131,
10742.2,-0.141,
10742.4,-0.150,
10742.6,-0.165,
10742.8,-0.175,
10743.0,-0.184,
10743.2,-0.194,
10743.4,-0.208,
10743.6,-0.228,
10743.8,-0.257,
10744.0,-0.242,
10744.2,-0.271,
10744.4,-0.247,
10744.6,-0.266,
10744.8,-0.286,
10745.0,-0.276,
10745.2,-0.266,
10745.4,-0.290,
10745.6,-0.286,
10745.8,-0.295,
10746.0,-0.314,
10746.2,-0.329,
10746.4,-0.338,
10746.6,-0.343,
10746.8,-0.353,
10747.0,-0.372,
10747.2,-0.377,
10747.4,-0.396,
10747.6,-0.387,
10747.8,-0.435,
10748.0,-0.469,
10748.2,-0.522,
10748.4,-0.565,
10748.6,-0.575,
10748.8,-0.604,
10749.0,-0.652,
10749.2,-0.657,
10749.4,-0.652,
10749.6,-0.647,
10749.8,-0.642,
10750.0,-0.647,
10750.2,-0.652,
10750.4,-0.647,
10750.6,-0.667,
10750.8,-0.647,
10751.0,-0.657,
10751.2,-0.652,
10751.4,-0.642,
10751.6,-0.609,
10751.8,-0.570,
10752.0,-0.570,
10752.2,-0.488,
10752.4,-0.454,
10752.6,-0.372,
10752.8,-0.363,
10753.0,-0.358,
10753.2,-0.348,
10753.4,-0.324,
10753.6,-0.334,
10753.8,-0.329,
10754.0,-0.319,
10754.2,-0.310,
10754.4,-0.300,
10754.6,-0.300,
10754.8,-0.286,
10755.0,-0.281,
10755.2,-0.257,
10755.4,-0.242,
10755.6,-0.233,
10755.8,-0.300,
10756.0,-0.262,
10756.2,-0.233,
10756.4,-0.218,
10756.6,-0.242,
10756.8,-0.204,
10757.0,-0.233,
10757.2,-0.218,
10757.4,-0.189,
10757.6,-0.179,
10757.8,-0.165,
10758.0,-0.150,
10758.2,-0.141,
10758.4,-0.126,
10758.6,-0.112,
10758.8,-0.102,
10759.0,-0.083,
10759.2,-0.068,
10759.4,-0.059,
10759.6,-0.044,
10759.8,-0.030,
10760.0,-0.020,
10760.2,-0.006,
10760.4,0.009,
10760.6,0.028,
10760.8,0.038,
10761.0,0.052,
10761.2,0.081,
10761.4,0.100,
10761.6,0.125,
10761.8,0.129,
10762.0,0.158,
10762.2,0.173,
10762.4,0.211,
10762.6,0.235,
10762.8,0.240,
10763.0,0.269,
10763.2,0.356,
10763.4,0.356,
10763.6,0.409,
10763.8,0.462,
10764.0,0.491,
10764.2,0.529,
10764.4,0.607,
10764.6,0.587,
10764.8,0.607,
10765.0,0.626,
10765.2,0.650,
10765.4,0.698,
10765.6,0.698,
10765.8,0.670,
10766.0,0.698,
10766.2,0.713,
10766.4,0.732,
10766.6,0.742,
10766.8,0.751,
10767.0,0.761,
10767.2,0.790,
10767.4,0.809,
10767.6,0.838,
10767.8,0.862,
10768.0,0.891,
10768.2,0.916,
10768.4,0.916,
10768.6,0.925,
10768.8,0.935,
10769.0,0.935,
10769.2,0.988,
10769.4,0.988,
10769.6,0.988,
10769.8,0.978,
10770.0,0.983,
10770.2,0.992,
10770.4,1.002,
10770.6,1.021,
10770.8,1.031,
10771.0,1.050,
10771.2,1.065,
10771.4,1.079,
10771.6,1.084,
10771.8,1.070,
10772.0,1.046,
10772.2,0.992,
10772.4,0.992,
10772.6,0.992,
10772.8,0.973,
10773.0,0.964,
10773.2,0.949,
10773.4,0.925,
10773.6,0.916,
10773.8,0.887,
10774.0,0.862,
10774.2,0.848,
10774.4,0.833,
10774.6,0.809,
10774.8,0.790,
10775.0,0.761,
10775.2,0.742,
10775.4,0.722,
10775.6,0.689,
10775.8,0.665,
10776.0,0.641,
10776.2,0.621,
10776.4,0.583,
10776.6,0.549,
10776.8,0.515,
10777.0,0.486,
10777.2,0.433,
10777.4,0.370,
10777.6,0.293,
10777.8,0.206,
10778.0,0.115,
10778.2,0.105,
10778.4,0.100,
10778.6,0.091,
10778.8,0.086,
10779.0,0.081,
10779.2,0.076,
10779.4,0.067,
10779.6,0.062,
10779.8,0.057,
10780.0,0.052,
10780.2,0.047,
10780.4,0.042,
10780.6,0.038,
10780.8,0.038,
10781.0,0.018,
10781.2,0.028,
10781.4,0.023,
10781.6,0.009,
10781.8,-0.001,
10782.0,0.004,
10782.2,0.004,
10782.4,0.009,
10782.6,-0.006,
10782.8,-0.011,
10783.0,-0.011,
10783.2,-0.016,
10783.4,-0.020,
10783.6,-0.035,
10783.8,-0.044,
10784.0,-0.054,
10784.2,-0.064,
10784.4,-0.064,
10784.6,-0.073,
10784.8,-0.083,
10785.0,-0.088,
10785.2,-0.107,
10785.4,-0.112,
10785.6,-0.121,
10785.8,-0.131,
10786.0,-0.131,
10786.2,-0.155,
10786.4,-0.150,
10786.6,-0.179,
10786.8,-0.175,
10787.0,-0.189,
10787.2,-0.194,
10787.4,-0.213,
10787.6,-0.242,
10787.8,-0.247,
10788.0,-0.218,
10788.2,-0.218,
10788.4,-0.242,
10788.6,-0.237,
10788.8,-0.252,
10789.0,-0.262,
10789.2,-0.247,
10789.4,-0.271,
10789.6,-0.262,
10789.8,-0.271,
10790.0,-0.271,
10790.2,-0.281,
10790.4,-0.295,
10790.6,-0.305,
10790.8,-0.314,
10791.0,-0.338,
10791.2,-0.329,
10791.4,-0.319,
10791.6,-0.334,
10791.8,-0.338,
10792.0,-0.358,
10792.2,-0.353,
10792.4,-0.363,
10792.6,-0.382,
10792.8,-0.377,
10793.0,-0.396,
10793.2,-0.435,
10793.4,-0.445,
10793.6,-0.479,
10793.8,-0.512,
10794.0,-0.512,
10794.2,-0.575,
10794.4,-0.604,
10794.6,-0.604,
10794.8,-0.638,
10795.0,-0.652,
10795.2,-0.628,
10795.4,-0.667,
10795.6,-0.652,
10795.8,-0.667,
10796.0,-0.647,
10796.2,-0.652,
10796.4,-0.671,
10796.6,-0.667,
10796.8,-0.652,
10797.0,-0.647,
10797.2,-0.676,
10797.4,-0.652,
10797.6,-0.695,
10797.8,-0.700,
10798.0,-0.671,
10798.2,-0.657,
10798.4,-0.652,
10798.6,-0.618,
10798.8,-0.652,
10799.0,-0.536,
10799.2,-0.570,
10799.4,-0.560,
10799.6,-0.498,
10799.8,-0.454,
10800.0,-0.493,
10800.2,-0.387,
10800.4,-0.358,
10800.6,-0.358,
10800.8,-0.343,
10801.0,-0.358,
10801.2,-0.343,
10801.4,-0.334,
10801.6,-0.329,
10801.8,-0.319,
10802.0,-0.314,
10802.2,-0.314,
10802.4,-0.310,
10802.6,-0.300,
10802.8,-0.300,
10803.0,-0.295,
10803.2,-0.290,
10803.4,-0.286,
10803.6,-0.276,
10803.8,-0.271,
10804.0,-0.271,
10804.2,-0.262,
10804.4,-0.262,
10804.6,-0.262,
10804.8,-0.257,
10805.0,-0.247,
10805.2,-0.247,
10805.4,-0.242,
10805.6,-0.242,
10805.8,-0.242,
10806.0,-0.233,
10806.2,-0.218,
10806.4,-0.213,
10806.6,-0.179,
10806.8,-0.199,
10807.0,-0.184,
10807.2,-0.150,
10807.4,-0.136,
10807.6,-0.126,
10807.8,-0.155,
10808.0,-0.146,
10808.2,-0.131,
10808.4,-0.126,
10808.6,-0.107,
10808.8,-0.107,
10809.0,-0.088,
10809.2,-0.088,
10809.4,-0.078,
10809.6,-0.064,
10809.8,-0.054,
10810.0,-0.049,
10810.2,-0.035,
10810.4,-0.025,
10810.6,0.028,
10810.8,0.018,
10811.0,0.038,
10811.2,0.067,
10811.4,0.086,
10811.6,0.086,
10811.8,0.091,
10812.0,0.115,
10812.2,0.134,
10812.4,0.149,
10812.6,0.163,
10812.8,0.173,
10813.0,0.202,
10813.2,0.216,
10813.4,0.230,
10813.6,0.197,
10813.8,0.221,
10814.0,0.250,
10814.2,0.269,
10814.4,0.298,
10814.6,0.332,
10814.8,0.356,
10815.0,0.395,
10815.2,0.419,
10815.4,0.452,
10815.6,0.481,
10815.8,0.500,
10816.0,0.539,
10816.2,0.549,
10816.4,0.583,
10816.6,0.607,
10816.8,0.616,
10817.0,0.631,
10817.2,0.641,
10817.4,0.645,
10817.6,0.655,
10817.8,0.660,
10818.0,0.665,
10818.2,0.670,
10818.4,0.679,
10818.6,0.689,
10818.8,0.698,
10819.0,0.713,
10819.2,0.713,
10819.4,0.727,
10819.6,0.737,
10819.8,0.742,
10820.0,0.746,
10820.2,0.761,
10820.4,0.771,
10820.6,0.775,
10820.8,0.785,
10821.0,0.795,
10821.2,0.809,
10821.4,0.819,
10821.6,0.838,
10821.8,0.853,
10822.0,0.872,
10822.2,0.872,
10822.4,0.887,
10822.6,0.906,
10822.8,0.911,
10823.0,0.920,
10823.2,0.935,
10823.4,0.954,
10823.6,0.978,
10823.8,0.978,
10824.0,0.978,
10824.2,0.973,
10824.4,0.973,
10824.6,0.973,
10824.8,0.978,
10825.0,0.988,
10825.2,0.997,
