"Time","Potential"
4662.4,1.360
4662.6,1.360
4662.8,1.355
4663.0,1.360
4663.2,1.350
4663.4,1.350
4663.6,1.350
4663.8,1.355
4664.0,1.350
4664.2,1.350
4664.4,1.346
4664.6,1.341
4664.8,1.341
4665.0,1.293
4665.2,1.341
4665.4,1.326
4665.6,1.312
4665.8,1.302
4666.0,1.273
4666.2,1.293
4666.4,1.278
4666.6,1.240
4666.8,1.235
4667.0,1.216
4667.2,1.211
4667.4,1.182
4667.6,1.182
4667.8,1.153
4668.0,1.138
4668.2,1.119
4668.4,1.095
4668.6,1.071
4668.8,1.056
4669.0,1.037
4669.2,1.018
4669.4,1.008
4669.6,0.960
4669.8,0.941
4670.0,0.926
4670.2,0.912
4670.4,0.912
4670.6,0.878
4670.8,0.863
4671.0,0.849
4671.2,0.830
4671.4,0.820
4671.6,0.801
4671.8,0.772
4672.0,0.762
4672.2,0.748
4672.4,0.728
4672.6,0.704
4672.8,0.690
4673.0,0.675
4673.2,0.670
4673.4,0.651
4673.6,0.637
4673.8,0.617
4674.0,0.608
4674.2,0.593
4674.4,0.588
4674.6,0.579
4674.8,0.569
4675.0,0.555
4675.2,0.550
4675.4,0.540
4675.6,0.531
4675.8,0.521
4676.0,0.507
4676.2,0.497
4676.4,0.492
4676.6,0.473
4676.8,0.468
4677.0,0.463
4677.2,0.458
4677.4,0.444
4677.6,0.439
4677.8,0.429
4678.0,0.424
4678.2,0.415
4678.4,0.405
4678.6,0.405
4678.8,0.391
4679.0,0.400
4679.2,0.386
4679.4,0.391
4679.6,0.386
4679.8,0.386
4680.0,0.371
4680.2,0.371
4680.4,0.367
4680.6,0.367
4680.8,0.362
4681.0,0.362
4681.2,0.352
4681.4,0.352
4681.6,0.357
4681.8,0.352
4682.0,0.347
4682.2,0.352
4682.4,0.347
4682.6,0.342
4682.8,0.328
4683.0,0.333
4683.2,0.323
4683.4,0.318
4683.6,0.318
4683.8,0.313
4684.0,0.313
4684.2,0.304
4684.4,0.304
4684.6,0.309
4684.8,0.309
4685.0,0.309
4685.2,0.313
4685.4,0.318
4685.6,0.318
4685.8,0.318
4686.0,0.323
4686.2,0.323
4686.4,0.338
4686.6,0.338
4686.8,0.347
4687.0,0.347
4687.2,0.352
4687.4,0.357
4687.6,0.357
4687.8,0.367
4688.0,0.386
4688.2,0.386
4688.4,0.386
4688.6,0.391
4688.8,0.400
4689.0,0.405
4689.2,0.420
4689.4,0.420
4689.6,0.429
4689.8,0.439
4690.0,0.444
4690.2,0.453
4690.4,0.463
4690.6,0.463
4690.8,0.478
4691.0,0.497
4691.2,0.497
4691.4,0.511
4691.6,0.526
4691.8,0.535
4692.0,0.555
4692.2,0.574
4692.4,0.579
4692.6,0.598
4692.8,0.608
4693.0,0.622
4693.2,0.656
4693.4,0.666
4693.6,0.685
4693.8,0.699
4694.0,0.719
4694.2,0.738
4694.4,0.762
4694.6,0.772
4694.8,0.810
4695.0,0.815
4695.2,0.844
4695.4,0.863
4695.6,0.883
4695.8,0.926
4696.0,0.965
4696.2,0.984
4696.4,1.037
4696.6,1.066
4696.8,1.138
4697.0,1.177
4697.2,1.206
4697.4,1.273
4697.6,1.298
4697.8,1.326
4698.0,1.355
4698.2,1.389
4698.4,1.413
4698.6,1.432
4698.8,1.461
4699.0,1.486
4699.2,1.500
4699.4,1.515
4699.6,1.529
4699.8,1.539
4700.0,1.553
4700.2,1.563
4700.4,1.563
4700.6,1.601
4700.8,1.572
4701.0,1.534
4701.2,1.572
4701.4,1.601
4701.6,1.592
4701.8,1.601
4702.0,1.601
4702.2,1.596
4702.4,1.587
4702.6,1.611
4702.8,1.616
4703.0,1.621
4703.2,1.601
4703.4,1.577
4703.6,1.635
4703.8,1.558
4704.0,1.568
4704.2,1.601
4704.4,1.596
4704.6,1.596
4704.8,1.587
4705.0,1.577
4705.2,1.568
4705.4,1.548
4705.6,1.548
4705.8,1.539
4706.0,1.524
4706.2,1.505
4706.4,1.490
4706.6,1.481
4706.8,1.457
4707.0,1.442
4707.2,1.418
4707.4,1.394
4707.6,1.370
4707.8,1.341
4708.0,1.317
4708.2,1.293
4708.4,1.269
4708.6,1.249
4708.8,1.216
4709.0,1.187
4709.2,1.158
4709.4,1.119
4709.6,1.085
4709.8,1.052
4710.0,1.018
4710.2,0.970
4710.4,0.916
4710.6,0.868
4710.8,0.806
4711.0,0.738
4711.2,0.670
4711.4,0.579
4711.6,0.478
4711.8,0.367
4712.0,0.275
4712.2,0.270
4712.4,0.270
4712.6,0.270
4712.8,0.275
4713.0,0.280
4713.2,0.280
4713.4,0.280
4713.6,0.285
4713.8,0.285
4714.0,0.280
4714.2,0.285
4714.4,0.289
4714.6,0.289
4714.8,0.285
4715.0,0.289
4715.2,0.285
4715.4,0.285
4715.6,0.285
4715.8,0.289
4716.0,0.280
4716.2,0.285
4716.4,0.285
4716.6,0.275
4716.8,0.280
4717.0,0.270
4717.2,0.265
4717.4,0.265
4717.6,0.261
4717.8,0.261
4718.0,0.251
4718.2,0.241
4718.4,0.237
4718.6,0.232
4718.8,0.227
4719.0,0.227
4719.2,0.217
4719.4,0.203
4719.6,0.203
4719.8,0.193
4720.0,0.183
4720.2,0.169
4720.4,0.164
4720.6,0.154
4720.8,0.135
4721.0,0.125
4721.2,0.135
4721.4,0.116
4721.6,0.096
4721.8,0.092
4722.0,0.077
4722.2,0.067
4722.4,0.058
4722.6,0.043
4722.8,0.029
4723.0,0.024
4723.2,0.005
4723.4,0.000
4723.6,-0.009
4723.8,-0.024
4724.0,-0.038
4724.2,-0.063
4724.4,-0.096
4724.6,-0.125
4724.8,-0.150
4725.0,-0.154
4725.2,-0.164
4725.4,-0.154
4725.6,-0.154
4725.8,-0.174
4726.0,-0.203
4726.2,-0.212
4726.4,-0.217
4726.6,-0.246
4726.8,-0.265
4727.0,-0.275
4727.2,-0.284
4727.4,-0.309
4727.6,-0.328
4727.8,-0.333
4728.0,-0.352
4728.2,-0.400
4728.4,-0.405
4728.6,-0.449
4728.8,-0.487
4729.0,-0.511
4729.2,-0.569
4729.4,-0.622
4729.6,-0.670
4729.8,-0.724
4730.0,-0.796
4730.2,-0.820
4730.4,-0.912
4730.6,-1.003
4730.8,-1.090
4731.0,-1.158
4731.2,-1.220
4731.4,-1.244
4731.6,-1.249
4731.8,-1.259
4732.0,-1.283
4732.2,-1.273
4732.4,-1.254
4732.6,-1.254
4732.8,-1.235
4733.0,-1.177
4733.2,-1.177
4733.4,-1.129
4733.6,-1.104
4733.8,-1.003
4734.0,-0.945
4734.2,-0.873
4734.4,-0.873
4734.6,-0.883
4734.8,-0.887
4735.0,-0.887
4735.2,-0.892
4735.4,-0.892
4735.6,-0.897
4735.8,-0.902
4736.0,-0.897
4736.2,-0.902
4736.4,-0.907
4736.6,-0.907
4736.8,-0.912
4737.0,-0.907
4737.2,-0.912
4737.4,-0.912
4737.6,-0.916
4737.8,-0.916
4738.0,-0.916
4738.2,-0.921
4738.4,-0.926
4738.6,-0.926
4738.8,-0.931
4739.0,-0.931
4739.2,-0.936
4739.4,-0.941
4739.6,-0.945
4739.8,-0.950
4740.0,-0.950
4740.2,-0.950
4740.4,-0.955
4740.6,-0.960
4740.8,-0.960
4741.0,-0.955
4741.2,-0.960
4741.4,-0.950
4741.6,-0.955
4741.8,-0.955
4742.0,-0.945
4742.2,-0.945
4742.4,-0.945
4742.6,-0.936
4742.8,-0.926
4743.0,-0.931
4743.2,-0.931
4743.4,-0.936
4743.6,-0.941
4743.8,-0.945
4744.0,-0.945
4744.2,-0.945
4744.4,-0.945
4744.6,-0.941
4744.8,-0.936
4745.0,-0.936
4745.2,-0.926
4745.4,-0.926
4745.6,-0.916
4745.8,-0.912
4746.0,-0.897
4746.2,-0.887
4746.4,-0.873
4746.6,-0.849
4746.8,-0.829
4747.0,-0.815
4747.2,-0.796
4747.4,-0.776
4747.6,-0.752
4747.8,-0.728
4748.0,-0.704
4748.2,-0.641
4748.4,-0.593
4748.6,-0.622
4748.8,-0.559
4749.0,-0.506
4749.2,-0.492
4749.4,-0.420
4749.6,-0.367
4749.8,-0.313
4750.0,-0.265
4750.2,-0.212
4750.4,-0.164
4750.6,-0.116
4750.8,-0.077
4751.0,-0.058
4751.2,-0.009
4751.4,0.058
4751.6,0.082
4751.8,0.121
4752.0,0.135
4752.2,0.154
4752.4,0.159
4752.6,0.169
4752.8,0.188
4753.0,0.198
4753.2,0.212
4753.4,0.227
4753.6,0.241
4753.8,0.246
4754.0,0.265
4754.2,0.285
4754.4,0.299
4754.6,0.313
4754.8,0.328
4755.0,0.352
4755.2,0.367
4755.4,0.400
4755.6,0.424
4755.8,0.458
4756.0,0.487
4756.2,0.511
4756.4,0.545
4756.6,0.569
4756.8,0.593
4757.0,0.632
4757.2,0.656
4757.4,0.690
4757.6,0.714
4757.8,0.753
4758.0,0.777
4758.2,0.806
4758.4,0.839
4758.6,0.883
4758.8,0.936
4759.0,0.965
4759.2,1.023
4759.4,1.080
4759.6,1.119
4759.8,1.211
4760.0,1.298
4760.2,1.317
4760.4,1.394
4760.6,1.428
4760.8,1.466
4761.0,1.500
4761.2,1.524
4761.4,1.553
4761.6,1.563
4761.8,1.582
4762.0,1.601
4762.2,1.611
4762.4,1.630
4762.6,1.630
4762.8,1.592
4763.0,1.616
4763.2,1.654
4763.4,1.640
4763.6,1.640
4763.8,1.640
4764.0,1.625
4764.2,1.630
4764.4,1.659
4764.6,1.654
4764.8,1.654
4765.0,1.630
4765.2,1.635
4765.4,1.630
4765.6,1.572
4765.8,1.630
4766.0,1.630
4766.2,1.616
4766.4,1.616
4766.6,1.596
4766.8,1.587
4767.0,1.582
4767.2,1.563
4767.4,1.558
4767.6,1.558
4767.8,1.544
4768.0,1.534
4768.2,1.524
4768.4,1.510
4768.6,1.500
4768.8,1.495
4769.0,1.481
4769.2,1.466
4769.4,1.457
4769.6,1.442
4769.8,1.442
4770.0,1.428
4770.2,1.404
4770.4,1.389
4770.6,1.370
4770.8,1.360
4771.0,1.341
4771.2,1.326
4771.4,1.312
4771.6,1.302
4771.8,1.283
4772.0,1.269
4772.2,1.245
4772.4,1.235
4772.6,1.216
4772.8,1.206
4773.0,1.187
4773.2,1.177
4773.4,1.158
4773.6,1.138
4773.8,1.129
4774.0,1.109
4774.2,1.080
4774.4,1.061
4774.6,1.037
4774.8,1.008
4775.0,0.994
4775.2,0.970
4775.4,0.945
4775.6,0.931
4775.8,0.907
4776.0,0.892
4776.2,0.858
4776.4,0.844
4776.6,0.820
4776.8,0.801
4777.0,0.777
4777.2,0.757
4777.4,0.728
4777.6,0.704
4777.8,0.675
4778.0,0.656
4778.2,0.627
4778.4,0.598
4778.6,0.569
4778.8,0.564
4779.0,0.535
4779.2,0.526
4779.4,0.516
4779.6,0.511
4779.8,0.502
4780.0,0.502
4780.2,0.487
4780.4,0.478
4780.6,0.468
4780.8,0.458
4781.0,0.458
4781.2,0.453
4781.4,0.453
4781.6,0.458
4781.8,0.482
4782.0,0.482
4782.2,0.492
4782.4,0.502
4782.6,0.502
4782.8,0.511
4783.0,0.521
4783.2,0.535
4783.4,0.555
4783.6,0.559
4783.8,0.569
4784.0,0.583
4784.2,0.593
4784.4,0.608
4784.6,0.617
4784.8,0.637
4785.0,0.656
4785.2,0.666
4785.4,0.680
4785.6,0.695
4785.8,0.709
4786.0,0.728
4786.2,0.753
4786.4,0.762
4786.6,0.786
4786.8,0.810
4787.0,0.825
4787.2,0.839
4787.4,0.868
4787.6,0.887
4787.8,0.907
4788.0,0.926
4788.2,0.945
4788.4,0.965
4788.6,0.984
4788.8,1.013
4789.0,1.032
4789.2,1.052
4789.4,1.071
4789.6,1.080
4789.8,1.109
4790.0,1.124
4790.2,1.143
4790.4,1.167
4790.6,1.177
4790.8,1.196
4791.0,1.211
4791.2,1.230
4791.4,1.240
4791.6,1.259
4791.8,1.273
4792.0,1.288
4792.2,1.298
4792.4,1.312
4792.6,1.326
4792.8,1.336
4793.0,1.350
4793.2,1.360
4793.4,1.370
4793.6,1.384
4793.8,1.394
4794.0,1.408
4794.2,1.418
4794.4,1.428
4794.6,1.442
4794.8,1.442
4795.0,1.452
4795.2,1.461
4795.4,1.466
4795.6,1.471
4795.8,1.486
4796.0,1.490
4796.2,1.500
4796.4,1.519
4796.6,1.529
4796.8,1.534
4797.0,1.539
4797.2,1.544
4797.4,1.553
4797.6,1.558
4797.8,1.568
4798.0,1.577
4798.2,1.582
4798.4,1.587
4798.6,1.596
4798.8,1.596
4799.0,1.601
4799.2,1.611
4799.4,1.616
4799.6,1.621
4799.8,1.621
4800.0,1.635
4800.2,1.596
4800.4,1.572
4800.6,1.582
4800.8,1.625
4801.0,1.659
4801.2,1.606
4801.4,1.625
4801.6,1.625
4801.8,1.649
4802.0,1.654
4802.2,1.654
4802.4,1.654
4802.6,1.635
4802.8,1.625
4803.0,1.625
4803.2,1.635
4803.4,1.630
4803.6,1.640
4803.8,1.635
4804.0,1.645
4804.2,1.635
4804.4,1.553
4804.6,1.611
4804.8,1.635
4805.0,1.630
4805.2,1.606
4805.4,1.601
4805.6,1.582
4805.8,1.577
4806.0,1.568
4806.2,1.548
4806.4,1.534
4806.6,1.515
4806.8,1.490
4807.0,1.452
4807.2,1.432
4807.4,1.404
4807.6,1.370
4807.8,1.346
4808.0,1.312
4808.2,1.269
4808.4,1.196
4808.6,1.153
4808.8,1.090
4809.0,1.061
4809.2,1.023
4809.4,0.970
4809.6,0.945
4809.8,0.921
4810.0,0.897
4810.2,0.868
4810.4,0.849
4810.6,0.825
4810.8,0.801
4811.0,0.772
4811.2,0.757
4811.4,0.728
4811.6,0.704
4811.8,0.685
4812.0,0.661
4812.2,0.641
4812.4,0.632
4812.6,0.617
4812.8,0.598
4813.0,0.579
4813.2,0.559
4813.4,0.550
4813.6,0.521
4813.8,0.507
4814.0,0.497
4814.2,0.487
4814.4,0.468
4814.6,0.458
4814.8,0.444
4815.0,0.434
4815.2,0.420
4815.4,0.405
4815.6,0.391
4815.8,0.386
4816.0,0.362
4816.2,0.352
4816.4,0.347
4816.6,0.338
4816.8,0.323
4817.0,0.313
4817.2,0.313
4817.4,0.309
4817.6,0.299
4817.8,0.289
4818.0,0.280
4818.2,0.270
4818.4,0.270
4818.6,0.261
4818.8,0.246
4819.0,0.251
4819.2,0.246
4819.4,0.232
4819.6,0.227
4819.8,0.227
4820.0,0.217
4820.2,0.212
4820.4,0.198
4820.6,0.193
4820.8,0.179
4821.0,0.169
4821.2,0.159
4821.4,0.135
4821.6,0.116
4821.8,0.092
4822.0,0.077
4822.2,0.053
4822.4,0.010
4822.6,-0.019
4822.8,-0.038
4823.0,-0.043
4823.2,-0.058
4823.4,-0.072
4823.6,-0.092
4823.8,-0.116
4824.0,-0.145
4824.2,-0.174
4824.4,-0.188
4824.6,-0.217
4824.8,-0.260
4825.0,-0.289
4825.2,-0.323
4825.4,-0.352
4825.6,-0.386
4825.8,-0.463
4826.0,-0.468
4826.2,-0.453
4826.4,-0.482
4826.6,-0.535
4826.8,-0.593
4827.0,-0.579
4827.2,-0.564
4827.4,-0.588
4827.6,-0.622
4827.8,-0.646
4828.0,-0.661
4828.2,-0.661
4828.4,-0.675
4828.6,-0.695
4828.8,-0.719
4829.0,-0.738
4829.2,-0.748
4829.4,-0.762
4829.6,-0.772
4829.8,-0.776
4830.0,-0.791
4830.2,-0.800
4830.4,-0.815
4830.6,-0.825
4830.8,-0.834
4831.0,-0.844
4831.2,-0.849
4831.4,-0.868
4831.6,-0.873
4831.8,-0.878
4832.0,-0.887
4832.2,-0.887
4832.4,-0.897
4832.6,-0.897
4832.8,-0.907
4833.0,-0.912
4833.2,-0.912
4833.4,-0.916
4833.6,-0.912
4833.8,-0.912
4834.0,-0.916
4834.2,-0.921
4834.4,-0.921
4834.6,-0.921
4834.8,-0.921
4835.0,-0.921
4835.2,-0.916
4835.4,-0.921
4835.6,-0.921
4835.8,-0.921
4836.0,-0.916
4836.2,-0.916
4836.4,-0.912
4836.6,-0.916
4836.8,-0.916
4837.0,-0.912
4837.2,-0.912
4837.4,-0.912
4837.6,-0.916
4837.8,-0.921
4838.0,-0.926
4838.2,-0.926
4838.4,-0.926
4838.6,-0.931
4838.8,-0.931
4839.0,-0.931
4839.2,-0.936
4839.4,-0.936
4839.6,-0.941
4839.8,-0.945
4840.0,-0.945
4840.2,-0.945
4840.4,-0.945
4840.6,-0.945
4840.8,-0.945
4841.0,-0.945
4841.2,-0.945
4841.4,-0.950
4841.6,-0.950
4841.8,-0.945
4842.0,-0.945
4842.2,-0.950
4842.4,-0.945
4842.6,-0.950
4842.8,-0.945
4843.0,-0.950
4843.2,-0.950
4843.4,-0.950
4843.6,-0.950
4843.8,-0.950
4844.0,-0.945
4844.2,-0.945
4844.4,-0.945
4844.6,-0.945
4844.8,-0.945
4845.0,-0.945
4845.2,-0.945
4845.4,-0.945
4845.6,-0.941
4845.8,-0.941
4846.0,-0.941
4846.2,-0.936
4846.4,-0.936
4846.6,-0.936
4846.8,-0.936
4847.0,-0.936
4847.2,-0.931
4847.4,-0.931
4847.6,-0.931
4847.8,-0.931
4848.0,-0.926
4848.2,-0.926
4848.4,-0.926
4848.6,-0.926
4848.8,-0.926
4849.0,-0.926
4849.2,-0.926
4849.4,-0.926
4849.6,-0.926
4849.8,-0.926
4850.0,-0.926
4850.2,-0.926
4850.4,-0.926
4850.6,-0.926
4850.8,-0.926
4851.0,-0.926
4851.2,-0.926
4851.4,-0.921
4851.6,-0.926
4851.8,-0.921
4852.0,-0.926
4852.2,-0.926
4852.4,-0.926
4852.6,-0.926
4852.8,-0.921
4853.0,-0.921
4853.2,-0.921
4853.4,-0.926
4853.6,-0.926
4853.8,-0.926
4854.0,-0.926
4854.2,-0.926
4854.4,-0.921
4854.6,-0.921
4854.8,-0.921
4855.0,-0.926
4855.2,-0.926
4855.4,-0.936
4855.6,-0.926
4855.8,-0.931
4856.0,-0.926
4856.2,-0.926
4856.4,-0.926
4856.6,-0.926
4856.8,-0.926
4857.0,-0.926
4857.2,-0.926
4857.4,-0.926
4857.6,-0.926
4857.8,-0.926
4858.0,-0.926
4858.2,-0.926
4858.4,-0.926
4858.6,-0.926
4858.8,-0.921
4859.0,-0.921
4859.2,-0.921
4859.4,-0.926
4859.6,-0.926
4859.8,-0.926
4860.0,-0.921
4860.2,-0.926
4860.4,-0.921
4860.6,-0.926
4860.8,-0.926
4861.0,-0.921
4861.2,-0.921
4861.4,-0.926
4861.6,-0.921
4861.8,-0.926
4862.0,-0.921
4862.2,-0.921
4862.4,-0.926
4862.6,-0.926
4862.8,-0.926
4863.0,-0.926
4863.2,-0.926
4863.4,-0.926
4863.6,-0.926
4863.8,-0.926
4864.0,-0.926
4864.2,-0.926
4864.4,-0.926
4864.6,-0.926
4864.8,-0.926
4865.0,-0.931
4865.2,-0.926
4865.4,-0.926
4865.6,-0.931
4865.8,-0.931
4866.0,-0.936
4866.2,-0.931
4866.4,-0.931
4866.6,-0.936
4866.8,-0.931
4867.0,-0.931
4867.2,-0.931
4867.4,-0.936
4867.6,-0.936
4867.8,-0.931
4868.0,-0.931
4868.2,-0.931
4868.4,-0.931
4868.6,-0.931
4868.8,-0.936
4869.0,-0.931
4869.2,-0.926
4869.4,-0.926
4869.6,-0.936
4869.8,-0.931
4870.0,-0.926
4870.2,-0.926
4870.4,-0.926
4870.6,-0.931
4870.8,-0.931
4871.0,-0.936
4871.2,-0.931
4871.4,-0.926
4871.6,-0.931
4871.8,-0.926
4872.0,-0.931
4872.2,-0.931
4872.4,-0.926
4872.6,-0.926
4872.8,-0.931
4873.0,-0.926
4873.2,-0.926
4873.4,-0.931
4873.6,-0.926
4873.8,-0.926
4874.0,-0.926
4874.2,-0.926
4874.4,-0.926
4874.6,-0.926
4874.8,-0.926
4875.0,-0.926
4875.2,-0.926
4875.4,-0.921
4875.6,-0.926
4875.8,-0.926
4876.0,-0.926
4876.2,-0.926
4876.4,-0.921
4876.6,-0.926
4876.8,-0.926
4877.0,-0.916
4877.2,-0.921
4877.4,-0.926
4877.6,-0.921
4877.8,-0.916
4878.0,-0.916
4878.2,-0.912
4878.4,-0.916
4878.6,-0.916
4878.8,-0.912
4879.0,-0.912
4879.2,-0.916
4879.4,-0.916
4879.6,-0.912
4879.8,-0.912
4880.0,-0.912
4880.2,-0.912
4880.4,-0.912
4880.6,-0.912
4880.8,-0.912
4881.0,-0.916
4881.2,-0.912
4881.4,-0.912
4881.6,-0.912
4881.8,-0.912
4882.0,-0.912
4882.2,-0.907
4882.4,-0.912
4882.6,-0.912
4882.8,-0.912
4883.0,-0.912
4883.2,-0.912
4883.4,-0.912
4883.6,-0.912
4883.8,-0.907
4884.0,-0.907
4884.2,-0.912
4884.4,-0.907
4884.6,-0.912
4884.8,-0.912
4885.0,-0.907
4885.2,-0.907
4885.4,-0.912
4885.6,-0.907
4885.8,-0.902
4886.0,-0.907
4886.2,-0.907
4886.4,-0.907
4886.6,-0.907
4886.8,-0.902
4887.0,-0.902
4887.2,-0.897
4887.4,-0.897
4887.6,-0.897
4887.8,-0.892
4888.0,-0.897
4888.2,-0.897
4888.4,-0.892
4888.6,-0.892
4888.8,-0.883
4889.0,-0.883
4889.2,-0.887
4889.4,-0.892
4889.6,-0.897
4889.8,-0.873
4890.0,-0.849
4890.2,-0.887
4890.4,-0.902
4890.6,-0.892
4890.8,-0.878
4891.0,-0.887
4891.2,-0.892
4891.4,-0.921
4891.6,-0.965
4891.8,-0.970
4892.0,-1.003
4892.2,-0.970
4892.4,-0.979
4892.6,-0.974
4892.8,-1.022
4893.0,-1.027
4893.2,-1.061
4893.4,-1.046
4893.6,-1.085
4893.8,-1.119
4894.0,-1.124
4894.2,-1.119
4894.4,-1.129
4894.6,-1.114
4894.8,-1.143
4895.0,-1.138
4895.2,-1.177
4895.4,-1.196
4895.6,-1.206
4895.8,-1.191
4896.0,-1.201
4896.2,-1.172
4896.4,-1.162
4896.6,-1.158
4896.8,-1.187
4897.0,-1.201
4897.2,-1.240
4897.4,-1.254
4897.6,-1.278
4897.8,-1.269
4898.0,-1.269
4898.2,-1.288
4898.4,-1.269
4898.6,-1.278
4898.8,-1.283
4899.0,-1.293
4899.2,-1.288
4899.4,-1.278
4899.6,-1.288
4899.8,-1.278
4900.0,-1.293
4900.2,-1.293
4900.4,-1.293
4900.6,-1.293
4900.8,-1.269
4901.0,-1.269
4901.2,-1.288
4901.4,-1.288
4901.6,-1.278
4901.8,-1.273
4902.0,-1.259
4902.2,-1.269
4902.4,-1.244
4902.6,-1.225
4902.8,-1.196
4903.0,-1.158
4903.2,-1.124
4903.4,-1.071
4903.6,-1.061
4903.8,-1.003
4904.0,-0.960
4904.2,-0.955
4904.4,-0.926
4904.6,-0.887
4904.8,-0.839
4905.0,-0.810
4905.2,-0.805
4905.4,-0.767
4905.6,-0.733
4905.8,-0.699
4906.0,-0.680
4906.2,-0.641
4906.4,-0.632
4906.6,-0.617
4906.8,-0.617
4907.0,-0.574
4907.2,-0.564
4907.4,-0.540
4907.6,-0.545
4907.8,-0.540
4908.0,-0.506
4908.2,-0.497
4908.4,-0.487
4908.6,-0.478
4908.8,-0.487
4909.0,-0.482
4909.2,-0.468
4909.4,-0.449
4909.6,-0.458
4909.8,-0.449
4910.0,-0.444
4910.2,-0.439
4910.4,-0.429
4910.6,-0.420
4910.8,-0.410
4911.0,-0.420
4911.2,-0.400
4911.4,-0.410
4911.6,-0.396
4911.8,-0.381
4912.0,-0.376
4912.2,-0.386
4912.4,-0.376
4912.6,-0.376
4912.8,-0.371
4913.0,-0.371
4913.2,-0.362
4913.4,-0.347
4913.6,-0.362
4913.8,-0.342
4914.0,-0.357
4914.2,-0.338
4914.4,-0.347
4914.6,-0.342
4914.8,-0.338
4915.0,-0.357
4915.2,-0.352
4915.4,-0.352
4915.6,-0.333
4915.8,-0.338
4916.0,-0.347
4916.2,-0.352
4916.4,-0.338
4916.6,-0.338
4916.8,-0.342
4917.0,-0.342
4917.2,-0.347
4917.4,-0.342
4917.6,-0.323
4917.8,-0.342
4918.0,-0.333
4918.2,-0.333
4918.4,-0.328
4918.6,-0.328
4918.8,-0.318
4919.0,-0.313
4919.2,-0.304
4919.4,-0.309
4919.6,-0.304
4919.8,-0.309
4920.0,-0.304
4920.2,-0.294
4920.4,-0.304
4920.6,-0.294
4920.8,-0.289
4921.0,-0.304
4921.2,-0.275
4921.4,-0.289
4921.6,-0.275
4921.8,-0.289
4922.0,-0.275
4922.2,-0.270
4922.4,-0.265
4922.6,-0.265
4922.8,-0.275
4923.0,-0.260
4923.2,-0.275
4923.4,-0.265
4923.6,-0.260
4923.8,-0.251
4924.0,-0.251
4924.2,-0.241
4924.4,-0.236
4924.6,-0.241
4924.8,-0.241
4925.0,-0.227
4925.2,-0.241
4925.4,-0.251
4925.6,-0.217
4925.8,-0.212
4926.0,-0.217
4926.2,-0.217
4926.4,-0.203
4926.6,-0.193
4926.8,-0.188
4927.0,-0.179
4927.2,-0.183
4927.4,-0.179
4927.6,-0.203
4927.8,-0.198
4928.0,-0.193
4928.2,-0.188
4928.4,-0.179
4928.6,-0.174
4928.8,-0.174
4929.0,-0.174
4929.2,-0.174
4929.4,-0.164
4929.6,-0.164
4929.8,-0.174
4930.0,-0.159
4930.2,-0.164
4930.4,-0.150
4930.6,-0.154
4930.8,-0.150
4931.0,-0.140
4931.2,-0.140
4931.4,-0.125
4931.6,-0.125
4931.8,-0.121
4932.0,-0.116
4932.2,-0.111
4932.4,-0.106
4932.6,-0.101
4932.8,-0.096
4933.0,-0.096
4933.2,-0.092
4933.4,-0.082
4933.6,-0.087
4933.8,-0.082
4934.0,-0.077
4934.2,-0.077
4934.4,-0.072
4934.6,-0.063
4934.8,-0.063
4935.0,-0.063
4935.2,-0.063
4935.4,-0.058
4935.6,-0.058
4935.8,-0.053
4936.0,-0.053
4936.2,-0.048
4936.4,-0.048
4936.6,-0.053
4936.8,-0.053
4937.0,-0.043
4937.2,-0.053
4937.4,-0.053
4937.6,-0.058
4937.8,-0.053
4938.0,-0.053
4938.2,-0.058
4938.4,-0.058
4938.6,-0.058
4938.8,-0.063
4939.0,-0.063
4939.2,-0.058
4939.4,-0.063
4939.6,-0.063
4939.8,-0.063
4940.0,-0.072
4940.2,-0.063
4940.4,-0.072
4940.6,-0.072
4940.8,-0.072
4941.0,-0.077
4941.2,-0.082
4941.4,-0.087
4941.6,-0.096
4941.8,-0.096
4942.0,-0.111
4942.2,-0.116
4942.4,-0.125
4942.6,-0.140
4942.8,-0.150
4943.0,-0.154
4943.2,-0.169
4943.4,-0.174
4943.6,-0.179
4943.8,-0.183
4944.0,-0.179
4944.2,-0.198
4944.4,-0.179
4944.6,-0.179
4944.8,-0.193
4945.0,-0.198
4945.2,-0.203
4945.4,-0.212
4945.6,-0.217
4945.8,-0.227
4946.0,-0.222
4946.2,-0.256
4946.4,-0.251
4946.6,-0.260
4946.8,-0.256
4947.0,-0.265
4947.2,-0.270
4947.4,-0.280
4947.6,-0.284
4947.8,-0.294
4948.0,-0.289
4948.2,-0.294
4948.4,-0.309
4948.6,-0.309
4948.8,-0.318
4949.0,-0.328
4949.2,-0.328
4949.4,-0.342
4949.6,-0.352
4949.8,-0.352
4950.0,-0.367
4950.2,-0.371
4950.4,-0.386
4950.6,-0.386
4950.8,-0.386
4951.0,-0.391
4951.2,-0.415
4951.4,-0.424
4951.6,-0.444
4951.8,-0.434
4952.0,-0.449
4952.2,-0.458
4952.4,-0.482
4952.6,-0.497
4952.8,-0.506
4953.0,-0.521
4953.2,-0.550
4953.4,-0.555
4953.6,-0.564
4953.8,-0.579
4954.0,-0.632
4954.2,-0.646
4954.4,-0.656
4954.6,-0.695
4954.8,-0.699
4955.0,-0.738
4955.2,-0.762
