Time,,Potential
220,4673,-0.016
220.2,4673.2,-0.016
220.4,4673.4,-0.021
220.6,4673.6,-0.016
220.8,4673.8,-0.021
221,4674,-0.035
221.2,4674.2,-0.035
221.4,4674.4,-0.035
221.6,4674.6,-0.045
221.8,4674.8,-0.04
222,4675,-0.045
222.2,4675.2,-0.045
222.4,4675.4,-0.04
222.6,4675.6,-0.05
222.8,4675.8,-0.045
223,4676,-0.055
223.2,4676.2,-0.059
223.4,4676.4,-0.059
223.6,4676.6,-0.069
223.8,4676.8,-0.069
224,4677,-0.069
224.2,4677.2,-0.079
224.4,4677.4,-0.074
224.6,4677.6,-0.074
224.8,4677.8,-0.074
225,4678,-0.079
225.2,4678.2,-0.074
225.4,4678.4,-0.079
225.6,4678.6,-0.074
225.8,4678.8,-0.079
226,4679,-0.079
226.2,4679.2,-0.079
226.4,4679.4,-0.088
226.6,4679.6,-0.098
226.8,4679.8,-0.098
227,4680,-0.098
227.2,4680.2,-0.112
227.4,4680.4,-0.117
227.6,4680.6,-0.117
227.8,4680.8,-0.103
228,4681,-0.093
228.2,4681.2,-0.088
228.4,4681.4,-0.098
228.6,4681.6,-0.122
228.8,4681.8,-0.127
229,4682,-0.132
229.2,4682.2,-0.127
229.4,4682.4,-0.136
229.6,4682.6,-0.136
229.8,4682.8,-0.141
230,4683,-0.146
230.2,4683.2,-0.146
230.4,4683.4,-0.156
230.6,4683.6,-0.156
230.8,4683.8,-0.156
231,4684,-0.161
231.2,4684.2,-0.165
231.4,4684.4,-0.165
231.6,4684.6,-0.17
231.8,4684.8,-0.175
232,4685,-0.194
232.2,4685.2,-0.214
232.4,4685.4,-0.233
232.6,4685.6,-0.238
232.8,4685.8,-0.223
233,4686,-0.233
233.2,4686.2,-0.223
233.4,4686.4,-0.252
233.6,4686.6,-0.262
233.8,4686.8,-0.252
234,4687,-0.272
234.2,4687.2,-0.281
234.4,4687.4,-0.286
234.6,4687.6,-0.267
234.8,4687.8,-0.272
235,4688,-0.281
235.2,4688.2,-0.276
235.4,4688.4,-0.305
235.6,4688.6,-0.281
235.8,4688.8,-0.31
236,4689,-0.301
236.2,4689.2,-0.291
236.4,4689.4,-0.281
236.6,4689.6,-0.286
236.8,4689.8,-0.32
237,4690,-0.305
237.2,4690.2,-0.315
237.4,4690.4,-0.31
237.6,4690.6,-0.32
237.8,4690.8,-0.329
238,4691,-0.325
238.2,4691.2,-0.296
238.4,4691.4,-0.329
238.6,4691.6,-0.315
238.8,4691.8,-0.344
239,4692,-0.339
239.2,4692.2,-0.329
239.4,4692.4,-0.339
239.6,4692.6,-0.344
239.8,4692.8,-0.344
240,4693,-0.339
240.2,4693.2,-0.344
240.4,4693.4,-0.353
240.6,4693.6,-0.349
240.8,4693.8,-0.382
241,4694,-0.387
241.2,4694.2,-0.392
241.4,4694.4,-0.387
241.6,4694.6,-0.421
241.8,4694.8,-0.397
242,4695,-0.411
242.2,4695.2,-0.426
242.4,4695.4,-0.44
242.6,4695.6,-0.46
242.8,4695.8,-0.474
243,4696,-0.46
243.2,4696.2,-0.493
243.4,4696.4,-0.489
243.6,4696.6,-0.547
243.8,4696.8,-0.58
244,4697,-0.575
244.2,4697.2,-0.633
244.4,4697.4,-0.638
244.6,4697.6,-0.643
244.8,4697.8,-0.662
245,4698,-0.739
245.2,4698.2,-0.739
245.4,4698.4,-0.749
245.6,4698.6,-0.768
245.8,4698.8,-0.817
246,4699,-0.884
246.2,4699.2,-0.971
246.4,4699.4,-0.995
246.6,4699.6,-1.005
246.8,4699.8,-1.019
247,4700,-1.053
247.2,4700.2,-1.14
247.4,4700.4,-1.154
247.6,4700.6,-1.227
247.8,4700.8,-1.27
248,4701,-1.255
248.2,4701.2,-1.318
248.4,4701.4,-1.328
248.6,4701.6,-1.328
248.8,4701.8,-1.342
249,4702,-1.347
249.2,4702.2,-1.284
249.4,4702.4,-1.265
249.6,4702.6,-1.294
249.8,4702.8,-1.328
250,4703,-1.333
250.2,4703.2,-1.304
250.4,4703.4,-1.241
250.6,4703.6,-1.231
250.8,4703.8,-1.227
251,4704,-1.202
251.2,4704.2,-1.164
251.4,4704.4,-1.135
251.6,4704.6,-1.149
251.8,4704.8,-1.048
252,4705,-1.005
252.2,4705.2,-0.981
252.4,4705.4,-1.019
252.6,4705.6,-0.923
252.8,4705.8,-0.908
253,4706,-0.865
253.2,4706.2,-0.889
253.4,4706.4,-0.87
253.6,4706.6,-0.894
253.8,4706.8,-0.884
254,4707,-0.884
254.2,4707.2,-0.884
254.4,4707.4,-0.884
254.6,4707.6,-0.879
254.8,4707.8,-0.879
255,4708,-0.874
255.2,4708.2,-0.87
255.4,4708.4,-0.87
255.6,4708.6,-0.87
255.8,4708.8,-0.865
256,4709,-0.86
256.2,4709.2,-0.86
256.4,4709.4,-0.845
256.6,4709.6,-0.845
256.8,4709.8,-0.841
257,4710,-0.836
257.2,4710.2,-0.841
257.4,4710.4,-0.836
257.6,4710.6,-0.831
257.8,4710.8,-0.831
258,4711,-0.826
258.2,4711.2,-0.831
258.4,4711.4,-0.817
258.6,4711.6,-0.817
258.8,4711.8,-0.817
259,4712,-0.817
259.2,4712.2,-0.812
259.4,4712.4,-0.812
259.6,4712.6,-0.807
259.8,4712.8,-0.802
260,4713,-0.802
260.2,4713.2,-0.802
260.4,4713.4,-0.802
260.6,4713.6,-0.793
260.8,4713.8,-0.793
261,4714,-0.788
261.2,4714.2,-0.807
261.4,4714.4,-0.812
261.6,4714.6,-0.812
261.8,4714.8,-0.812
262,4715,-0.802
262.2,4715.2,-0.788
262.4,4715.4,-0.793
262.6,4715.6,-0.788
262.8,4715.8,-0.793
263,4716,-0.788
263.2,4716.2,-0.788
263.4,4716.4,-0.793
263.6,4716.6,-0.788
263.8,4716.8,-0.788
264,4717,-0.788
264.2,4717.2,-0.788
264.4,4717.4,-0.793
264.6,4717.6,-0.788
264.8,4717.8,-0.788
265,4718,-0.788
265.2,4718.2,-0.788
265.4,4718.4,-0.788
265.6,4718.6,-0.788
265.8,4718.8,-0.783
266,4719,-0.783
266.2,4719.2,-0.783
266.4,4719.4,-0.778
266.6,4719.6,-0.778
266.8,4719.8,-0.778
267,4720,-0.778
267.2,4720.2,-0.778
267.4,4720.4,-0.773
267.6,4720.6,-0.778
267.8,4720.8,-0.773
268,4721,-0.778
268.2,4721.2,-0.788
268.4,4721.4,-0.788
268.6,4721.6,-0.788
268.8,4721.8,-0.788
269,4722,-0.773
269.2,4722.2,-0.778
269.4,4722.4,-0.778
269.6,4722.6,-0.773
269.8,4722.8,-0.778
270,4723,-0.773
270.2,4723.2,-0.773
270.4,4723.4,-0.773
270.6,4723.6,-0.768
270.8,4723.8,-0.768
271,4724,-0.768
271.2,4724.2,-0.768
271.4,4724.4,-0.768
271.6,4724.6,-0.797
271.8,4724.8,-0.797
272,4725,-0.802
272.2,4725.2,-0.802
272.4,4725.4,-0.807
272.6,4725.6,-0.797
272.8,4725.8,-0.797
273,4726,-0.797
273.2,4726.2,-0.793
273.4,4726.4,-0.793
273.6,4726.6,-0.793
273.8,4726.8,-0.788
274,4727,-0.739
274.2,4727.2,-0.73
274.4,4727.4,-0.71
274.6,4727.6,-0.701
274.8,4727.8,-0.701
275,4728,-0.696
275.2,4728.2,-0.691
275.4,4728.4,-0.696
275.6,4728.6,-0.691
275.8,4728.8,-0.686
276,4729,-0.691
276.2,4729.2,-0.686
276.4,4729.4,-0.686
276.6,4729.6,-0.681
276.8,4729.8,-0.681
277,4730,-0.686
277.2,4730.2,-0.677
277.4,4730.4,-0.677
277.6,4730.6,-0.677
277.8,4730.8,-0.677
278,4731,-0.681
278.2,4731.2,-0.677
278.4,4731.4,-0.677
278.6,4731.6,-0.677
278.8,4731.8,-0.677
279,4732,-0.681
279.2,4732.2,-0.681
279.4,4732.4,-0.686
279.6,4732.6,-0.691
279.8,4732.8,-0.691
280,4733,-0.691
280.2,4733.2,-0.691
280.4,4733.4,-0.686
280.6,4733.6,-0.691
280.8,4733.8,-0.691
281,4734,-0.691
281.2,4734.2,-0.691
281.4,4734.4,-0.691
281.6,4734.6,-0.686
281.8,4734.8,-0.686
282,4735,-0.686
282.2,4735.2,-0.686
282.4,4735.4,-0.686
282.6,4735.6,-0.691
282.8,4735.8,-0.691
283,4736,-0.686
283.2,4736.2,-0.691
283.4,4736.4,-0.686
283.6,4736.6,-0.691
283.8,4736.8,-0.691
284,4737,-0.691
284.2,4737.2,-0.691
284.4,4737.4,-0.691
284.6,4737.6,-0.696
284.8,4737.8,-0.696
285,4738,-0.696
285.2,4738.2,-0.701
285.4,4738.4,-0.696
285.6,4738.6,-0.701
285.8,4738.8,-0.706
286,4739,-0.701
286.2,4739.2,-0.701
286.4,4739.4,-0.71
286.6,4739.6,-0.71
286.8,4739.8,-0.71
287,4740,-0.71
287.2,4740.2,-0.715
287.4,4740.4,-0.72
287.6,4740.6,-0.725
287.8,4740.8,-0.725
288,4741,-0.73
288.2,4741.2,-0.715
288.4,4741.4,-0.72
288.6,4741.6,-0.725
288.8,4741.8,-0.73
289,4742,-0.73
289.2,4742.2,-0.73
289.4,4742.4,-0.73
289.6,4742.6,-0.73
289.8,4742.8,-0.739
290,4743,-0.735
290.2,4743.2,-0.735
290.4,4743.4,-0.739
290.6,4743.6,-0.739
290.8,4743.8,-0.739
291,4744,-0.739
291.2,4744.2,-0.744
291.4,4744.4,-0.749
291.6,4744.6,-0.744
291.8,4744.8,-0.749
292,4745,-0.754
292.2,4745.2,-0.749
292.4,4745.4,-0.754
292.6,4745.6,-0.754
292.8,4745.8,-0.759
293,4746,-0.759
293.2,4746.2,-0.764
293.4,4746.4,-0.764
293.6,4746.6,-0.768
293.8,4746.8,-0.773
294,4747,-0.778
294.2,4747.2,-0.778
294.4,4747.4,-0.783
294.6,4747.6,-0.788
294.8,4747.8,-0.793
295,4748,-0.793
295.2,4748.2,-0.802
295.4,4748.4,-0.802
295.6,4748.6,-0.812
295.8,4748.8,-0.812
296,4749,-0.812
296.2,4749.2,-0.812
296.4,4749.4,-0.807
296.6,4749.6,-0.812
296.8,4749.8,-0.817
297,4750,-0.817
297.2,4750.2,-0.821
297.4,4750.4,-0.826
297.6,4750.6,-0.831
297.8,4750.8,-0.831
298,4751,-0.841
298.2,4751.2,-0.836
298.4,4751.4,-0.841
298.6,4751.6,-0.845
298.8,4751.8,-0.845
299,4752,-0.845
299.2,4752.2,-0.845
299.4,4752.4,-0.86
299.6,4752.6,-0.865
299.8,4752.8,-0.87
300,4753,-0.879
300.2,4753.2,-0.879
300.4,4753.4,-0.879
300.6,4753.6,-0.884
300.8,4753.8,-0.884
301,4754,-0.884
301.2,4754.2,-0.87
301.4,4754.4,-0.874
301.6,4754.6,-0.865
301.8,4754.8,-0.884
302,4755,-0.932
302.2,4755.2,-0.966
302.4,4755.4,-1.034
302.6,4755.6,-1.092
302.8,4755.8,-1.12
303,4756,-1.135
303.2,4756.2,-1.159
303.4,4756.4,-1.193
303.6,4756.6,-1.231
303.8,4756.8,-1.304
304,4757,-1.265
304.2,4757.2,-1.294
304.4,4757.4,-1.313
304.6,4757.6,-1.342
304.8,4757.8,-1.352
305,4758,-1.386
305.2,4758.2,-1.366
305.4,4758.4,-1.395
305.6,4758.6,-1.39
305.8,4758.8,-1.366
306,4759,-1.386
306.2,4759.2,-1.371
306.4,4759.4,-1.357
306.6,4759.6,-1.371
306.8,4759.8,-1.366
307,4760,-1.347
307.2,4760.2,-1.362
307.4,4760.4,-1.366
307.6,4760.6,-1.366
307.8,4760.8,-1.357
308,4761,-1.366
308.2,4761.2,-1.352
308.4,4761.4,-1.362
308.6,4761.6,-1.352
308.8,4761.8,-1.352
309,4762,-1.347
309.2,4762.2,-1.333
309.4,4762.4,-1.318
309.6,4762.6,-1.275
309.8,4762.8,-1.251
310,4763,-1.289
310.2,4763.2,-1.251
310.4,4763.4,-1.227
310.6,4763.6,-1.275
310.8,4763.8,-1.27
311,4764,-1.265
311.2,4764.2,-1.231
311.4,4764.4,-1.159
311.6,4764.6,-1.116
311.8,4764.8,-1.154
312,4765,-1.159
312.2,4765.2,-1.058
312.4,4765.4,-1.111
312.6,4765.6,-1.111
312.8,4765.8,-1.063
313,4766,-1.058
313.2,4766.2,-1.005
313.4,4766.4,-1.014
313.6,4766.6,-1.034
313.8,4766.8,-0.99
314,4767,-1.01
314.2,4767.2,-0.995
314.4,4767.4,-0.995
314.6,4767.6,-1
314.8,4767.8,-0.981
315,4768,-0.903
315.2,4768.2,-0.908
315.4,4768.4,-0.884
315.6,4768.6,-0.927
315.8,4768.8,-0.826
316,4769,-0.855
316.2,4769.2,-0.807
316.4,4769.4,-0.821
316.6,4769.6,-0.812
316.8,4769.8,-0.783
317,4770,-0.754
317.2,4770.2,-0.778
317.4,4770.4,-0.744
317.6,4770.6,-0.735
317.8,4770.8,-0.73
318,4771,-0.715
318.2,4771.2,-0.686
318.4,4771.4,-0.681
318.6,4771.6,-0.691
318.8,4771.8,-0.672
319,4772,-0.662
319.2,4772.2,-0.638
319.4,4772.4,-0.619
319.6,4772.6,-0.619
319.8,4772.8,-0.623
320,4773,-0.614
320.2,4773.2,-0.623
320.4,4773.4,-0.609
320.6,4773.6,-0.595
320.8,4773.8,-0.585
321,4774,-0.599
321.2,4774.2,-0.585
321.4,4774.4,-0.575
321.6,4774.6,-0.566
321.8,4774.8,-0.575
322,4775,-0.566
322.2,4775.2,-0.542
322.4,4775.4,-0.571
322.6,4775.6,-0.547
322.8,4775.8,-0.522
323,4776,-0.547
323.2,4776.2,-0.513
323.4,4776.4,-0.542
323.6,4776.6,-0.532
323.8,4776.8,-0.532
324,4777,-0.508
324.2,4777.2,-0.498
324.4,4777.4,-0.518
324.6,4777.6,-0.498
324.8,4777.8,-0.508
325,4778,-0.493
325.2,4778.2,-0.484
325.4,4778.4,-0.489
325.6,4778.6,-0.518
325.8,4778.8,-0.498
326,4779,-0.498
326.2,4779.2,-0.498
326.4,4779.4,-0.469
326.6,4779.6,-0.479
326.8,4779.8,-0.455
327,4780,-0.479
327.2,4780.2,-0.46
327.4,4780.4,-0.46
327.6,4780.6,-0.464
327.8,4780.8,-0.469
328,4781,-0.464
328.2,4781.2,-0.46
328.4,4781.4,-0.46
328.6,4781.6,-0.464
328.8,4781.8,-0.445
329,4782,-0.445
329.2,4782.2,-0.431
329.4,4782.4,-0.455
329.6,4782.6,-0.46
329.8,4782.8,-0.44
330,4783,-0.435
330.2,4783.2,-0.445
330.4,4783.4,-0.431
330.6,4783.6,-0.455
330.8,4783.8,-0.445
331,4784,-0.44
331.2,4784.2,-0.45
331.4,4784.4,-0.426
331.6,4784.6,-0.406
331.8,4784.8,-0.44
332,4785,-0.426
332.2,4785.2,-0.411
332.4,4785.4,-0.402
332.6,4785.6,-0.431
332.8,4785.8,-0.421
333,4786,-0.397
333.2,4786.2,-0.406
333.4,4786.4,-0.406
333.6,4786.6,-0.46
333.8,4786.8,-0.455
334,4787,-0.426
334.2,4787.2,-0.421
334.4,4787.4,-0.426
334.6,4787.6,-0.431
334.8,4787.8,-0.402
335,4788,-0.402
335.2,4788.2,-0.416
335.4,4788.4,-0.406
335.6,4788.6,-0.406
335.8,4788.8,-0.382
336,4789,-0.382
336.2,4789.2,-0.387
336.4,4789.4,-0.397
336.6,4789.6,-0.382
336.8,4789.8,-0.402
337,4790,-0.387
337.2,4790.2,-0.402
337.4,4790.4,-0.363
337.6,4790.6,-0.373
337.8,4790.8,-0.392
338,4791,-0.392
338.2,4791.2,-0.368
338.4,4791.4,-0.378
338.6,4791.6,-0.373
338.8,4791.8,-0.392
339,4792,-0.373
339.2,4792.2,-0.402
339.4,4792.4,-0.397
339.6,4792.6,-0.382
339.8,4792.8,-0.402
340,4793,-0.387
340.2,4793.2,-0.402
340.4,4793.4,-0.411
340.6,4793.6,-0.382
340.8,4793.8,-0.416
341,4794,-0.431
341.2,4794.2,-0.416
341.4,4794.4,-0.421
341.6,4794.6,-0.421
341.8,4794.8,-0.411
342,4795,-0.416
342.2,4795.2,-0.421
342.4,4795.4,-0.426
342.6,4795.6,-0.406
342.8,4795.8,-0.445
343,4796,-0.445
343.2,4796.2,-0.44
343.4,4796.4,-0.421
343.6,4796.6,-0.45
343.8,4796.8,-0.45
344,4797,-0.455
344.2,4797.2,-0.44
344.4,4797.4,-0.455
344.6,4797.6,-0.46
344.8,4797.8,-0.455
345,4798,-0.464
345.2,4798.2,-0.493
345.4,4798.4,-0.484
345.6,4798.6,-0.498
345.8,4798.8,-0.498
346,4799,-0.513
346.2,4799.2,-0.508
346.4,4799.4,-0.503
346.6,4799.6,-0.527
346.8,4799.8,-0.537
347,4800,-0.542
347.2,4800.2,-0.542
347.4,4800.4,-0.556
347.6,4800.6,-0.58
347.8,4800.8,-0.575
348,4801,-0.614
348.2,4801.2,-0.609
348.4,4801.4,-0.652
348.6,4801.6,-0.691
348.8,4801.8,-0.667
349,4802,-0.73
349.2,4802.2,-0.715
349.4,4802.4,-0.72
349.6,4802.6,-0.754
349.8,4802.8,-0.754
350,4803,-0.817
350.2,4803.2,-0.826
350.4,4803.4,-0.845
350.6,4803.6,-0.884
350.8,4803.8,-0.908
351,4804,-0.932
351.2,4804.2,-0.952
351.4,4804.4,-0.976
351.6,4804.6,-1.068
351.8,4804.8,-1.01
352,4805,-1.043
352.2,4805.2,-1.092
352.4,4805.4,-1.125
352.6,4805.6,-1.111
352.8,4805.8,-1.159
353,4806,-1.193
353.2,4806.2,-1.217
353.4,4806.4,-1.231
353.6,4806.6,-1.255
353.8,4806.8,-1.289
354,4807,-1.313
354.2,4807.2,-1.342
354.4,4807.4,-1.357
354.6,4807.6,-1.357
354.8,4807.8,-1.347
355,4808,-1.347
355.2,4808.2,-1.371
355.4,4808.4,-1.352
355.6,4808.6,-1.381
355.8,4808.8,-1.362
356,4809,-1.366
356.2,4809.2,-1.366
356.4,4809.4,-1.352
356.6,4809.6,-1.347
356.8,4809.8,-1.352
357,4810,-1.362
357.2,4810.2,-1.386
357.4,4810.4,-1.386
357.6,4810.6,-1.371
357.8,4810.8,-1.381
358,4811,-1.357
358.2,4811.2,-1.371
358.4,4811.4,-1.39
358.6,4811.6,-1.352
358.8,4811.8,-1.352
359,4812,-1.357
359.2,4812.2,-1.333
359.4,4812.4,-1.275
359.6,4812.6,-1.231
359.8,4812.8,-1.212
360,4813,-1.164
360.2,4813.2,-1.173
360.4,4813.4,-1.154
360.6,4813.6,-1.159
360.8,4813.8,-1.231
361,4814,-1.251
361.2,4814.2,-1.217
361.4,4814.4,-1.173
361.6,4814.6,-1.159
361.8,4814.8,-1.217
362,4815,-1.169
362.2,4815.2,-1.149
362.4,4815.4,-1.193
362.6,4815.6,-1.202
362.8,4815.8,-1.178
363,4816,-1.14
363.2,4816.2,-1.087
363.4,4816.4,-1.116
363.6,4816.6,-1.101
363.8,4816.8,-1.159
364,4817,-1.149
364.2,4817.2,-1.082
364.4,4817.4,-1.039
364.6,4817.6,-1.048
364.8,4817.8,-1.082
365,4818,-1
365.2,4818.2,-1.019
365.4,4818.4,-0.985
365.6,4818.6,-0.942
365.8,4818.8,-0.961
366,4819,-1.019
366.2,4819.2,-0.981
366.4,4819.4,-0.966
366.6,4819.6,-0.913
366.8,4819.8,-1.019
367,4820,-0.976
367.2,4820.2,-0.976
367.4,4820.4,-1
367.6,4820.6,-0.966
367.8,4820.8,-0.932
368,4821,-0.952
368.2,4821.2,-0.942
368.4,4821.4,-0.927
368.6,4821.6,-0.923
368.8,4821.8,-0.913
369,4822,-0.903
369.2,4822.2,-0.894
369.4,4822.4,-0.889
369.6,4822.6,-0.903
369.8,4822.8,-0.898
370,4823,-0.898
370.2,4823.2,-0.894
370.4,4823.4,-0.898
370.6,4823.6,-0.889
370.8,4823.8,-0.898
371,4824,-0.889
371.2,4824.2,-0.889
371.4,4824.4,-0.889
371.6,4824.6,-0.894
371.8,4824.8,-0.889
372,4825,-0.889
372.2,4825.2,-0.889
372.4,4825.4,-0.884
372.6,4825.6,-0.903
372.8,4825.8,-0.889
373,4826,-0.894
373.2,4826.2,-0.894
373.4,4826.4,-0.903
373.6,4826.6,-0.903
373.8,4826.8,-0.903
374,4827,-0.894
374.2,4827.2,-0.889
374.4,4827.4,-0.884
374.6,4827.6,-0.884
374.8,4827.8,-0.884
375,4828,-0.889
375.2,4828.2,-0.894
375.4,4828.4,-0.942
375.6,4828.6,-0.908
375.8,4828.8,-0.918
376,4829,-0.903
376.2,4829.2,-0.903
376.4,4829.4,-0.903
376.6,4829.6,-0.894
376.8,4829.8,-0.898
377,4830,-0.903
377.2,4830.2,-0.894
377.4,4830.4,-0.894
377.6,4830.6,-0.894
377.8,4830.8,-0.889
378,4831,-0.894
378.2,4831.2,-0.894
378.4,4831.4,-0.889
378.6,4831.6,-0.898
378.8,4831.8,-0.894
379,4832,-0.884
379.2,4832.2,-0.889
379.4,4832.4,-0.889
379.6,4832.6,-0.884
379.8,4832.8,-0.889
380,4833,-0.884
380.2,4833.2,-0.884
380.4,4833.4,-0.884
380.6,4833.6,-0.884
380.8,4833.8,-0.884
381,4834,-0.884
381.2,4834.2,-0.879
381.4,4834.4,-0.879
381.6,4834.6,-0.874
381.8,4834.8,-0.874
382,4835,-0.874
382.2,4835.2,-0.879
382.4,4835.4,-0.87
382.6,4835.6,-0.874
382.8,4835.8,-0.87
383,4836,-0.865
383.2,4836.2,-0.865
383.4,4836.4,-0.87
383.6,4836.6,-0.865
383.8,4836.8,-0.87
384,4837,-0.865
384.2,4837.2,-0.865
384.4,4837.4,-0.865
384.6,4837.6,-0.865
384.8,4837.8,-0.865
385,4838,-0.865
385.2,4838.2,-0.865
385.4,4838.4,-0.865
385.6,4838.6,-0.86
385.8,4838.8,-0.865
386,4839,-0.845
386.2,4839.2,-0.845
386.4,4839.4,-0.845
386.6,4839.6,-0.86
386.8,4839.8,-0.845
387,4840,-0.86
387.2,4840.2,-0.855
387.4,4840.4,-0.855
387.6,4840.6,-0.86
387.8,4840.8,-0.845
388,4841,-0.855
388.2,4841.2,-0.865
388.4,4841.4,-0.86
388.6,4841.6,-0.845
388.8,4841.8,-0.855
389,4842,-0.845
389.2,4842.2,-0.845
389.4,4842.4,-0.841
389.6,4842.6,-0.841
389.8,4842.8,-0.855
390,4843,-0.855
390.2,4843.2,-0.86
390.4,4843.4,-0.865
390.6,4843.6,-0.86
390.8,4843.8,-0.86
391,4844,-0.865
391.2,4844.2,-0.865
391.4,4844.4,-0.865
391.6,4844.6,-0.865
391.8,4844.8,-0.865
392,4845,-0.865
392.2,4845.2,-0.87
392.4,4845.4,-0.87
392.6,4845.6,-0.87
392.8,4845.8,-0.874
393,4846,-0.874
393.2,4846.2,-0.874
393.4,4846.4,-0.874
393.6,4846.6,-0.87
393.8,4846.8,-0.879
394,4847,-0.879
394.2,4847.2,-0.879
394.4,4847.4,-0.879
394.6,4847.6,-0.879
394.8,4847.8,-0.879
395,4848,-0.87
395.2,4848.2,-0.86
395.4,4848.4,-0.86
395.6,4848.6,-0.87
395.8,4848.8,-0.87
396,4849,-0.874
396.2,4849.2,-0.845
396.4,4849.4,-0.845
396.6,4849.6,-0.831
396.8,4849.8,-0.831
397,4850,-0.831
397.2,4850.2,-0.87
397.4,4850.4,-0.894
397.6,4850.6,-0.913
397.8,4850.8,-0.923
398,4851,-0.981
398.2,4851.2,-0.99
398.4,4851.4,-0.971
398.6,4851.6,-0.952
398.8,4851.8,-1.068
399,4852,-1.005
399.2,4852.2,-1.034
399.4,4852.4,-1.01
399.6,4852.6,-1.072
399.8,4852.8,-1.101
400,4853,-1.101
400.2,4853.2,-1.029
400.4,4853.4,-1.053
400.6,4853.6,-0.981
400.8,4853.8,-1.058
401,4854,-1.005
401.2,4854.2,-0.985
401.4,4854.4,-1.019
401.6,4854.6,-1.039
401.8,4854.8,-1.039
402,4855,-1.063
402.2,4855.2,-1.063
402.4,4855.4,-1.087
402.6,4855.6,-1.087
402.8,4855.8,-1.178
403,4856,-1.101
403.2,4856.2,-1.154
403.4,4856.4,-1.198
403.6,4856.6,-1.154
403.8,4856.8,-1.227
404,4857,-1.169
404.2,4857.2,-1.173
404.4,4857.4,-1.202
404.6,4857.6,-1.14
404.8,4857.8,-1.231
405,4858,-1.227
405.2,4858.2,-1.222
405.4,4858.4,-1.231
405.6,4858.6,-1.202
405.8,4858.8,-1.231
406,4859,-1.178
406.2,4859.2,-1.198
406.4,4859.4,-1.188
406.6,4859.6,-1.169
406.8,4859.8,-1.217
407,4860,-1.231
407.2,4860.2,-1.164
407.4,4860.4,-1.217
407.6,4860.6,-1.14
407.8,4860.8,-1.178
408,4861,-1.154
408.2,4861.2,-1.227
408.4,4861.4,-1.13
408.6,4861.6,-1.154
408.8,4861.8,-1.178
409,4862,-1.149
409.2,4862.2,-1.198
409.4,4862.4,-1.217
409.6,4862.6,-1.212
409.8,4862.8,-1.125
410,4863,-1.173
410.2,4863.2,-1.169
410.4,4863.4,-1.251
410.6,4863.6,-1.193
410.8,4863.8,-1.202
411,4864,-1.212
411.2,4864.2,-1.154
411.4,4864.4,-1.231
411.6,4864.6,-1.212
411.8,4864.8,-1.236
412,4865,-1.202
412.2,4865.2,-1.241
412.4,4865.4,-1.231
412.6,4865.6,-1.241
412.8,4865.8,-1.217
413,4866,-1.26
413.2,4866.2,-1.236
413.4,4866.4,-1.227
413.6,4866.6,-1.217
413.8,4866.8,-1.251
414,4867,-1.217
414.2,4867.2,-1.26
414.4,4867.4,-1.255
414.6,4867.6,-1.236
414.8,4867.8,-1.28
415,4868,-1.231
415.2,4868.2,-1.26
415.4,4868.4,-1.299
415.6,4868.6,-1.27
415.8,4868.8,-1.275
416,4869,-1.27
416.2,4869.2,-1.265
416.4,4869.4,-1.246
416.6,4869.6,-1.231
416.8,4869.8,-1.27
417,4870,-1.304
417.2,4870.2,-1.227
417.4,4870.4,-1.275
417.6,4870.6,-1.294
417.8,4870.8,-1.27
418,4871,-1.289
418.2,4871.2,-1.289
418.4,4871.4,-1.275
418.6,4871.6,-1.318
418.8,4871.8,-1.309
419,4872,-1.318
419.2,4872.2,-1.309
419.4,4872.4,-1.304
419.6,4872.6,-1.304
419.8,4872.8,-1.313
420,4873,-1.294
420.2,4873.2,-1.28
420.4,4873.4,-1.318
420.6,4873.6,-1.328
420.8,4873.8,-1.313
421,4874,-1.347
421.2,4874.2,-1.328
421.4,4874.4,-1.318
421.6,4874.6,-1.347
421.8,4874.8,-1.318
422,4875,-1.357
422.2,4875.2,-1.333
422.4,4875.4,-1.357
422.6,4875.6,-1.366
422.8,4875.8,-1.376
423,4876,-1.395
423.2,4876.2,-1.352
423.4,4876.4,-1.39
423.6,4876.6,-1.381
423.8,4876.8,-1.434
424,4877,-1.429
424.2,4877.2,-1.39
424.4,4877.4,-1.4
424.6,4877.6,-1.414
424.8,4877.8,-1.39
425,4878,-1.424
425.2,4878.2,-1.395
425.4,4878.4,-1.381
425.6,4878.6,-1.39
425.8,4878.8,-1.386
426,4879,-1.376
426.2,4879.2,-1.357
426.4,4879.4,-1.366
426.6,4879.6,-1.371
426.8,4879.8,-1.39
427,4880,-1.371
427.2,4880.2,-1.395
427.4,4880.4,-1.352
427.6,4880.6,-1.371
427.8,4880.8,-1.352
428,4881,-1.371
428.2,4881.2,-1.299
428.4,4881.4,-1.28
428.6,4881.6,-1.333
428.8,4881.8,-1.299
429,4882,-1.294
429.2,4882.2,-1.275
429.4,4882.4,-1.328
429.6,4882.6,-1.265
429.8,4882.8,-1.318
430,4883,-1.342
430.2,4883.2,-1.318
430.4,4883.4,-1.275
430.6,4883.6,-1.289
430.8,4883.8,-1.275
431,4884,-1.299
431.2,4884.2,-1.251
431.4,4884.4,-1.284
431.6,4884.6,-1.26
431.8,4884.8,-1.299
